position,load,time,T_oven,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4,T_room
-0.129,-1.998,43764.714,99.366,72.96,71.258,65.32,38.353,32.744,32.41,23.227
-0.129,-1.998,43764.822,99.366,72.96,71.258,65.32,38.353,32.744,32.41,23.227
-0.129,-2,43764.905,99.373,72.998,71.305,65.347,38.363,32.749,32.423,23.235
-0.129,-2,43765.022,99.373,72.998,71.305,65.347,38.363,32.749,32.423,23.235
-0.129,-1.999,43765.108,99.373,72.998,71.305,65.347,38.363,32.749,32.423,23.235
-0.129,-1.998,43765.208,99.373,72.998,71.305,65.347,38.363,32.749,32.423,23.235
-0.129,-2,43765.308,99.373,72.998,71.305,65.347,38.363,32.749,32.423,23.235
-0.129,-2,43765.414,99.373,72.998,71.305,65.347,38.363,32.749,32.423,23.235
-0.129,-1.996,43765.517,99.373,72.998,71.305,65.347,38.363,32.749,32.423,23.235
-0.13,-1.999,43765.615,99.374,73.031,71.337,65.386,38.381,32.765,32.432,23.239
-0.131,-1.998,43765.723,99.374,73.031,71.337,65.386,38.381,32.765,32.432,23.239
-0.132,-1.996,43765.813,99.374,73.031,71.337,65.386,38.381,32.765,32.432,23.239
-0.135,-1.991,43765.91,99.374,73.031,71.337,65.386,38.381,32.765,32.432,23.239
-0.133,-1.967,43766.006,99.374,73.031,71.337,65.386,38.381,32.765,32.432,23.239
-0.133,-1.986,43766.106,99.374,73.031,71.337,65.386,38.381,32.765,32.432,23.239
-0.132,-1.999,43766.207,99.374,73.031,71.337,65.386,38.381,32.765,32.432,23.239
-0.13,-1.998,43766.323,99.374,73.063,71.358,65.39,38.389,32.769,32.439,23.2
-0.132,-2.007,43766.408,99.374,73.063,71.358,65.39,38.389,32.769,32.439,23.2
-0.13,-2.031,43766.51,99.374,73.063,71.358,65.39,38.389,32.769,32.439,23.2
-0.13,-1.996,43766.611,99.374,73.063,71.358,65.39,38.389,32.769,32.439,23.2
-0.13,-1.997,43766.719,99.374,73.063,71.358,65.39,38.389,32.769,32.439,23.2
-0.13,-1.996,43766.81,99.374,73.063,71.358,65.39,38.389,32.769,32.439,23.2
-0.129,-1.998,43766.907,99.374,73.063,71.358,65.39,38.389,32.769,32.439,23.2
-0.129,-1.997,43767.022,99.387,73.107,71.41,65.434,38.419,32.794,32.455,23.221
-0.13,-1.996,43767.115,99.387,73.107,71.41,65.434,38.419,32.794,32.455,23.221
-0.129,-1.999,43767.215,99.387,73.107,71.41,65.434,38.419,32.794,32.455,23.221
-0.129,-1.998,43767.342,99.387,73.107,71.41,65.434,38.419,32.794,32.455,23.221
-0.129,-1.996,43767.408,99.387,73.107,71.41,65.434,38.419,32.794,32.455,23.221
-0.129,-1.997,43767.512,99.387,73.107,71.41,65.434,38.419,32.794,32.455,23.221
-0.128,-1.997,43767.611,99.387,73.107,71.41,65.434,38.419,32.794,32.455,23.221
-0.129,-1.998,43767.715,99.388,73.128,71.416,65.45,38.42,32.787,32.459,23.233
-0.129,-1.995,43767.821,99.388,73.128,71.416,65.45,38.42,32.787,32.459,23.233
-0.129,-1.995,43767.91,99.388,73.128,71.416,65.45,38.42,32.787,32.459,23.233
-0.13,-1.997,43768.008,99.388,73.128,71.416,65.45,38.42,32.787,32.459,23.233
-0.131,-1.996,43768.109,99.388,73.128,71.416,65.45,38.42,32.787,32.459,23.233
-0.137,-1.989,43768.221,99.388,73.128,71.416,65.45,38.42,32.787,32.459,23.233
-0.132,-1.97,43768.329,99.388,73.128,71.416,65.45,38.42,32.787,32.459,23.233
-0.132,-1.992,43768.409,99.393,73.165,71.468,65.492,38.43,32.802,32.471,23.242
-0.132,-1.996,43768.512,99.393,73.165,71.468,65.492,38.43,32.802,32.471,23.242
-0.13,-1.996,43768.609,99.393,73.165,71.468,65.492,38.43,32.802,32.471,23.242
-0.131,-2.004,43768.711,99.393,73.165,71.468,65.492,38.43,32.802,32.471,23.242
-0.13,-2.032,43768.827,99.393,73.165,71.468,65.492,38.43,32.802,32.471,23.242
-0.13,-1.996,43768.912,99.393,73.165,71.468,65.492,38.43,32.802,32.471,23.242
-0.13,-1.995,43769.018,99.393,73.165,71.468,65.492,38.43,32.802,32.471,23.242
-0.129,-1.998,43769.111,99.391,73.196,71.495,65.514,38.45,32.819,32.487,23.307
-0.129,-1.996,43769.217,99.391,73.196,71.495,65.514,38.45,32.819,32.487,23.307
-0.129,-1.995,43769.314,99.391,73.196,71.495,65.514,38.45,32.819,32.487,23.307
-0.129,-1.996,43769.412,99.391,73.196,71.495,65.514,38.45,32.819,32.487,23.307
-0.128,-1.997,43769.512,99.391,73.196,71.495,65.514,38.45,32.819,32.487,23.307
-0.128,-1.997,43769.61,99.391,73.196,71.495,65.514,38.45,32.819,32.487,23.307
-0.128,-1.997,43769.708,99.391,73.196,71.495,65.514,38.45,32.819,32.487,23.307
-0.128,-1.999,43769.849,99.404,73.235,71.526,65.542,38.457,32.829,32.492,23.317
-0.128,-1.996,43769.907,99.404,73.235,71.526,65.542,38.457,32.829,32.492,23.317
-0.129,-1.997,43770.018,99.404,73.235,71.526,65.542,38.457,32.829,32.492,23.317
-0.129,-1.996,43770.108,99.404,73.235,71.526,65.542,38.457,32.829,32.492,23.317
-0.129,-1.995,43770.222,99.404,73.235,71.526,65.542,38.457,32.829,32.492,23.317
-0.13,-1.997,43770.314,99.404,73.235,71.526,65.542,38.457,32.829,32.492,23.317
-0.132,-1.989,43770.409,99.404,73.235,71.526,65.542,38.457,32.829,32.492,23.317
-0.132,-1.977,43770.514,99.397,73.257,71.556,65.554,38.469,32.832,32.492,23.3
-0.133,-1.949,43770.617,99.397,73.257,71.556,65.554,38.469,32.832,32.492,23.3
-0.132,-1.995,43770.709,99.397,73.257,71.556,65.554,38.469,32.832,32.492,23.3
-0.13,-1.998,43770.844,99.397,73.257,71.556,65.554,38.469,32.832,32.492,23.3
-0.13,-1.998,43770.915,99.397,73.257,71.556,65.554,38.469,32.832,32.492,23.3
-0.13,-2.013,43771.009,99.397,73.257,71.556,65.554,38.469,32.832,32.492,23.3
-0.13,-2.02,43771.109,99.397,73.257,71.556,65.554,38.469,32.832,32.492,23.3
-0.129,-1.997,43771.222,99.406,73.292,71.594,65.591,38.487,32.845,32.508,23.306
-0.13,-1.994,43771.318,99.406,73.292,71.594,65.591,38.487,32.845,32.508,23.306
-0.13,-1.994,43771.41,99.406,73.292,71.594,65.591,38.487,32.845,32.508,23.306
-0.129,-1.993,43771.517,99.406,73.292,71.594,65.591,38.487,32.845,32.508,23.306
-0.129,-1.995,43771.612,99.406,73.292,71.594,65.591,38.487,32.845,32.508,23.306
-0.129,-1.994,43771.716,99.406,73.292,71.594,65.591,38.487,32.845,32.508,23.306
-0.129,-1.995,43771.814,99.406,73.292,71.594,65.591,38.487,32.845,32.508,23.306
-0.128,-1.998,43771.909,99.401,73.316,71.617,65.617,38.495,32.84,32.504,23.364
-0.129,-1.995,43772.018,99.401,73.316,71.617,65.617,38.495,32.84,32.504,23.364
-0.129,-1.992,43772.111,99.401,73.316,71.617,65.617,38.495,32.84,32.504,23.364
-0.129,-1.993,43772.212,99.401,73.316,71.617,65.617,38.495,32.84,32.504,23.364
-0.13,-1.996,43772.316,99.401,73.316,71.617,65.617,38.495,32.84,32.504,23.364
-0.13,-1.994,43772.417,99.401,73.316,71.617,65.617,38.495,32.84,32.504,23.364
-0.13,-1.994,43772.525,99.401,73.316,71.617,65.617,38.495,32.84,32.504,23.364
-0.133,-1.99,43772.608,99.409,73.352,71.651,65.643,38.514,32.859,32.524,23.302
-0.132,-1.973,43772.718,99.409,73.352,71.651,65.643,38.514,32.859,32.524,23.302
-0.133,-1.965,43772.809,99.409,73.352,71.651,65.643,38.514,32.859,32.524,23.302
-0.132,-1.994,43772.912,99.409,73.352,71.651,65.643,38.514,32.859,32.524,23.302
-0.13,-1.996,43773.012,99.409,73.352,71.651,65.643,38.514,32.859,32.524,23.302
-0.131,-2.001,43773.114,99.409,73.352,71.651,65.643,38.514,32.859,32.524,23.302
-0.131,-2.032,43773.209,99.409,73.352,71.651,65.643,38.514,32.859,32.524,23.302
-0.13,-1.992,43773.317,99.428,73.393,71.692,65.669,38.525,32.867,32.537,23.288
-0.13,-1.994,43773.41,99.428,73.393,71.692,65.669,38.525,32.867,32.537,23.288
-0.13,-1.994,43773.513,99.428,73.393,71.692,65.669,38.525,32.867,32.537,23.288
-0.129,-1.992,43773.611,99.428,73.393,71.692,65.669,38.525,32.867,32.537,23.288
-0.129,-1.994,43773.722,99.428,73.393,71.692,65.669,38.525,32.867,32.537,23.288
-0.129,-1.994,43773.809,99.428,73.393,71.692,65.669,38.525,32.867,32.537,23.288
-0.129,-1.993,43773.919,99.428,73.393,71.692,65.669,38.525,32.867,32.537,23.288
-0.129,-1.993,43774.014,99.418,73.406,71.716,65.694,38.53,32.873,32.54,23.24
-0.129,-1.993,43774.111,99.418,73.406,71.716,65.694,38.53,32.873,32.54,23.24
-0.129,-1.994,43774.207,99.418,73.406,71.716,65.694,38.53,32.873,32.54,23.24
-0.129,-1.993,43774.309,99.418,73.406,71.716,65.694,38.53,32.873,32.54,23.24
-0.129,-1.99,43774.41,99.418,73.406,71.716,65.694,38.53,32.873,32.54,23.24
-0.13,-1.993,43774.513,99.418,73.406,71.716,65.694,38.53,32.873,32.54,23.24
-0.132,-1.992,43774.613,99.418,73.406,71.716,65.694,38.53,32.873,32.54,23.24
-0.136,-1.986,43774.72,99.431,73.448,71.753,65.726,38.549,32.893,32.553,23.264
-0.133,-1.953,43774.808,99.431,73.448,71.753,65.726,38.549,32.893,32.553,23.264
-0.132,-1.994,43774.919,99.431,73.448,71.753,65.726,38.549,32.893,32.553,23.264
-0.131,-1.99,43775.01,99.431,73.448,71.753,65.726,38.549,32.893,32.553,23.264
-0.131,-1.997,43775.108,99.431,73.448,71.753,65.726,38.549,32.893,32.553,23.264
-0.13,-2.013,43775.221,99.431,73.448,71.753,65.726,38.549,32.893,32.553,23.264
-0.13,-1.994,43775.31,99.431,73.448,71.753,65.726,38.549,32.893,32.553,23.264
-0.13,-1.994,43775.41,99.428,73.484,71.776,65.753,38.562,32.897,32.562,23.332
-0.13,-1.99,43775.518,99.428,73.484,71.776,65.753,38.562,32.897,32.562,23.332
-0.129,-1.992,43775.611,99.428,73.484,71.776,65.753,38.562,32.897,32.562,23.332
-0.129,-1.993,43775.714,99.428,73.484,71.776,65.753,38.562,32.897,32.562,23.332
-0.129,-1.994,43775.819,99.428,73.484,71.776,65.753,38.562,32.897,32.562,23.332
-0.129,-1.992,43775.911,99.428,73.484,71.776,65.753,38.562,32.897,32.562,23.332
-0.129,-1.99,43776.01,99.428,73.484,71.776,65.753,38.562,32.897,32.562,23.332
-0.129,-1.992,43776.126,99.447,73.512,71.813,65.776,38.578,32.907,32.568,23.294
-0.129,-1.993,43776.207,99.447,73.512,71.813,65.776,38.578,32.907,32.568,23.294
-0.129,-1.99,43776.312,99.447,73.512,71.813,65.776,38.578,32.907,32.568,23.294
-0.129,-1.991,43776.415,99.447,73.512,71.813,65.776,38.578,32.907,32.568,23.294
-0.13,-1.993,43776.513,99.447,73.512,71.813,65.776,38.578,32.907,32.568,23.294
-0.13,-1.99,43776.617,99.447,73.512,71.813,65.776,38.578,32.907,32.568,23.294
-0.132,-1.989,43776.712,99.447,73.512,71.813,65.776,38.578,32.907,32.568,23.294
-0.132,-1.976,43776.815,99.44,73.535,71.836,65.802,38.584,32.913,32.573,23.234
-0.132,-1.937,43776.91,99.44,73.535,71.836,65.802,38.584,32.913,32.573,23.234
-0.131,-1.992,43777.012,99.44,73.535,71.836,65.802,38.584,32.913,32.573,23.234
-0.129,-1.993,43777.112,99.44,73.535,71.836,65.802,38.584,32.913,32.573,23.234
-0.13,-2.001,43777.212,99.44,73.535,71.836,65.802,38.584,32.913,32.573,23.234
-0.13,-2.036,43777.319,99.44,73.535,71.836,65.802,38.584,32.913,32.573,23.234
-0.13,-1.992,43777.41,99.44,73.535,71.836,65.802,38.584,32.913,32.573,23.234
-0.129,-1.992,43777.515,99.439,73.568,71.865,65.837,38.599,32.921,32.584,23.26
-0.129,-1.994,43777.609,99.439,73.568,71.865,65.837,38.599,32.921,32.584,23.26
-0.129,-1.992,43777.723,99.439,73.568,71.865,65.837,38.599,32.921,32.584,23.26
-0.128,-1.992,43777.811,99.439,73.568,71.865,65.837,38.599,32.921,32.584,23.26
-0.128,-1.993,43777.92,99.439,73.568,71.865,65.837,38.599,32.921,32.584,23.26
-0.129,-1.992,43778.02,99.439,73.568,71.865,65.837,38.599,32.921,32.584,23.26
-0.128,-1.995,43778.113,99.439,73.568,71.865,65.837,38.599,32.921,32.584,23.26
-0.128,-1.993,43778.209,99.45,73.599,71.895,65.864,38.592,32.92,32.591,23.297
-0.128,-1.991,43778.308,99.45,73.599,71.895,65.864,38.592,32.92,32.591,23.297
-0.129,-1.992,43778.447,99.45,73.599,71.895,65.864,38.592,32.92,32.591,23.297
-0.13,-1.994,43778.508,99.45,73.599,71.895,65.864,38.592,32.92,32.591,23.297
-0.13,-1.992,43778.615,99.45,73.599,71.895,65.864,38.592,32.92,32.591,23.297
-0.133,-1.99,43778.717,99.45,73.599,71.895,65.864,38.592,32.92,32.591,23.297
-0.132,-1.974,43778.813,99.45,73.599,71.895,65.864,38.592,32.92,32.591,23.297
-0.132,-1.988,43778.908,99.45,73.622,71.922,65.884,38.609,32.932,32.606,23.242
-0.131,-1.99,43779.011,99.45,73.622,71.922,65.884,38.609,32.932,32.606,23.242
-0.129,-1.995,43779.109,99.45,73.622,71.922,65.884,38.609,32.932,32.606,23.242
-0.134,-2.004,43779.221,99.45,73.622,71.922,65.884,38.609,32.932,32.606,23.242
-0.13,-2.037,43779.316,99.45,73.622,71.922,65.884,38.609,32.932,32.606,23.242
-0.129,-1.992,43779.419,99.45,73.622,71.922,65.884,38.609,32.932,32.606,23.242
-0.13,-1.992,43779.512,99.45,73.622,71.922,65.884,38.609,32.932,32.606,23.242
-0.129,-1.993,43779.61,99.461,73.662,71.966,65.92,38.627,32.949,32.609,23.27
-0.129,-1.992,43779.717,99.461,73.662,71.966,65.92,38.627,32.949,32.609,23.27
-0.129,-1.99,43779.815,99.461,73.662,71.966,65.92,38.627,32.949,32.609,23.27
-0.128,-1.993,43779.91,99.461,73.662,71.966,65.92,38.627,32.949,32.609,23.27
-0.129,-1.992,43780.008,99.461,73.662,71.966,65.92,38.627,32.949,32.609,23.27
-0.128,-1.99,43780.112,99.461,73.662,71.966,65.92,38.627,32.949,32.609,23.27
-0.128,-1.992,43780.215,99.461,73.662,71.966,65.92,38.627,32.949,32.609,23.27
-0.129,-1.994,43780.313,99.468,73.695,71.991,65.941,38.645,32.957,32.614,23.232
-0.129,-1.993,43780.416,99.468,73.695,71.991,65.941,38.645,32.957,32.614,23.232
-0.13,-1.989,43780.515,99.468,73.695,71.991,65.941,38.645,32.957,32.614,23.232
-0.131,-1.99,43780.619,99.468,73.695,71.991,65.941,38.645,32.957,32.614,23.232
-0.139,-1.984,43780.708,99.468,73.695,71.991,65.941,38.645,32.957,32.614,23.232
-0.133,-1.945,43780.83,99.468,73.695,71.991,65.941,38.645,32.957,32.614,23.232
-0.132,-1.991,43780.909,99.468,73.695,71.991,65.941,38.645,32.957,32.614,23.232
-0.13,-1.991,43781.009,99.465,73.719,72.023,65.976,38.661,32.962,32.63,23.187
-0.131,-1.994,43781.108,99.465,73.719,72.023,65.976,38.661,32.962,32.63,23.187
-0.131,-2.016,43781.21,99.465,73.719,72.023,65.976,38.661,32.962,32.63,23.187
-0.13,-1.991,43781.315,99.465,73.719,72.023,65.976,38.661,32.962,32.63,23.187
-0.13,-1.99,43781.413,99.465,73.719,72.023,65.976,38.661,32.962,32.63,23.187
-0.13,-1.991,43781.52,99.465,73.719,72.023,65.976,38.661,32.962,32.63,23.187
-0.129,-1.991,43781.608,99.465,73.719,72.023,65.976,38.661,32.962,32.63,23.187
-0.129,-1.987,43781.714,99.47,73.754,72.052,66,38.664,32.967,32.633,23.13
-0.13,-1.988,43781.823,99.47,73.754,72.052,66,38.664,32.967,32.633,23.13
-0.129,-1.992,43781.911,99.47,73.754,72.052,66,38.664,32.967,32.633,23.13
-0.129,-1.991,43782.009,99.47,73.754,72.052,66,38.664,32.967,32.633,23.13
-0.129,-1.99,43782.11,99.47,73.754,72.052,66,38.664,32.967,32.633,23.13
-0.129,-1.989,43782.21,99.47,73.754,72.052,66,38.664,32.967,32.633,23.13
-0.13,-1.993,43782.323,99.47,73.754,72.052,66,38.664,32.967,32.633,23.13
-0.13,-1.989,43782.408,99.467,73.767,72.076,66.015,38.668,32.973,32.64,23.148
-0.13,-1.988,43782.523,99.467,73.767,72.076,66.015,38.668,32.973,32.64,23.148
-0.133,-1.986,43782.632,99.467,73.767,72.076,66.015,38.668,32.973,32.64,23.148
-0.133,-1.968,43782.711,99.467,73.767,72.076,66.015,38.668,32.973,32.64,23.148
-0.133,-1.988,43782.821,99.467,73.767,72.076,66.015,38.668,32.973,32.64,23.148
-0.131,-1.988,43782.91,99.467,73.767,72.076,66.015,38.668,32.973,32.64,23.148
-0.131,-1.993,43783.009,99.467,73.767,72.076,66.015,38.668,32.973,32.64,23.148
-0.131,-2.011,43783.111,99.476,73.804,72.109,66.047,38.686,32.973,32.65,23.163
-0.13,-1.991,43783.216,99.476,73.804,72.109,66.047,38.686,32.973,32.65,23.163
-0.13,-1.988,43783.315,99.476,73.804,72.109,66.047,38.686,32.973,32.65,23.163
-0.13,-1.991,43783.415,99.476,73.804,72.109,66.047,38.686,32.973,32.65,23.163
-0.13,-1.992,43783.522,99.476,73.804,72.109,66.047,38.686,32.973,32.65,23.163
-0.129,-1.991,43783.61,99.476,73.804,72.109,66.047,38.686,32.973,32.65,23.163
-0.129,-1.99,43783.713,99.476,73.804,72.109,66.047,38.686,32.973,32.65,23.163
-0.128,-1.99,43783.813,99.483,73.841,72.154,66.077,38.703,32.997,32.667,23.133
-0.129,-1.991,43783.911,99.483,73.841,72.154,66.077,38.703,32.997,32.667,23.133
-0.129,-1.99,43784.022,99.483,73.841,72.154,66.077,38.703,32.997,32.667,23.133
-0.128,-1.989,43784.111,99.483,73.841,72.154,66.077,38.703,32.997,32.667,23.133
-0.129,-1.992,43784.246,99.483,73.841,72.154,66.077,38.703,32.997,32.667,23.133
-0.13,-1.991,43784.309,99.483,73.841,72.154,66.077,38.703,32.997,32.667,23.133
-0.13,-1.989,43784.409,99.483,73.841,72.154,66.077,38.703,32.997,32.667,23.133
-0.135,-1.984,43784.517,99.491,73.867,72.176,66.108,38.713,32.998,32.665,23.082
-0.132,-1.96,43784.617,99.491,73.867,72.176,66.108,38.713,32.998,32.665,23.082
-0.132,-1.99,43784.718,99.491,73.867,72.176,66.108,38.713,32.998,32.665,23.082
-0.13,-1.99,43784.812,99.491,73.867,72.176,66.108,38.713,32.998,32.665,23.082
-0.131,-1.994,43784.916,99.491,73.867,72.176,66.108,38.713,32.998,32.665,23.082
-0.13,-2.017,43785.011,99.491,73.867,72.176,66.108,38.713,32.998,32.665,23.082
-0.13,-1.99,43785.119,99.491,73.867,72.176,66.108,38.713,32.998,32.665,23.082
-0.13,-1.988,43785.24,99.489,73.893,72.2,66.126,38.727,33.007,32.672,23.055
-0.129,-1.99,43785.313,99.489,73.893,72.2,66.126,38.727,33.007,32.672,23.055
-0.129,-1.991,43785.418,99.489,73.893,72.2,66.126,38.727,33.007,32.672,23.055
-0.128,-1.992,43785.534,99.489,73.893,72.2,66.126,38.727,33.007,32.672,23.055
-0.128,-1.986,43785.609,99.489,73.893,72.2,66.126,38.727,33.007,32.672,23.055
-0.128,-1.99,43785.711,99.489,73.893,72.2,66.126,38.727,33.007,32.672,23.055
-0.128,-1.992,43785.842,99.489,73.893,72.2,66.126,38.727,33.007,32.672,23.055
-0.128,-1.991,43785.909,99.488,73.915,72.235,66.153,38.74,33.02,32.68,23.034
-0.128,-1.99,43786.01,99.488,73.915,72.235,66.153,38.74,33.02,32.68,23.034
-0.129,-1.994,43786.123,99.488,73.915,72.235,66.153,38.74,33.02,32.68,23.034
-0.13,-1.99,43786.211,99.488,73.915,72.235,66.153,38.74,33.02,32.68,23.034
-0.131,-1.99,43786.323,99.488,73.915,72.235,66.153,38.74,33.02,32.68,23.034
-0.133,-1.978,43786.42,99.488,73.915,72.235,66.153,38.74,33.02,32.68,23.034
-0.132,-1.945,43786.509,99.488,73.915,72.235,66.153,38.74,33.02,32.68,23.034
-0.131,-1.992,43786.61,99.507,73.967,72.271,66.191,38.755,33.032,32.691,23.053
-0.13,-1.994,43786.722,99.507,73.967,72.271,66.191,38.755,33.032,32.691,23.053
-0.134,-2.003,43786.81,99.507,73.967,72.271,66.191,38.755,33.032,32.691,23.053
-0.13,-2.038,43786.913,99.507,73.967,72.271,66.191,38.755,33.032,32.691,23.053
-0.13,-1.991,43787.011,99.507,73.967,72.271,66.191,38.755,33.032,32.691,23.053
-0.129,-1.99,43787.108,99.507,73.967,72.271,66.191,38.755,33.032,32.691,23.053
-0.129,-1.991,43787.22,99.507,73.967,72.271,66.191,38.755,33.032,32.691,23.053
-0.128,-1.994,43787.319,99.499,73.985,72.288,66.208,38.758,33.037,32.692,23.054
-0.128,-1.985,43787.409,99.499,73.985,72.288,66.208,38.758,33.037,32.692,23.054
-0.128,-1.99,43787.522,99.499,73.985,72.288,66.208,38.758,33.037,32.692,23.054
-0.128,-1.991,43787.608,99.499,73.985,72.288,66.208,38.758,33.037,32.692,23.054
-0.128,-1.991,43787.708,99.499,73.985,72.288,66.208,38.758,33.037,32.692,23.054
-0.129,-1.99,43787.825,99.499,73.985,72.288,66.208,38.758,33.037,32.692,23.054
-0.128,-1.989,43787.91,99.499,73.985,72.288,66.208,38.758,33.037,32.692,23.054
-0.13,-1.989,43788.01,99.518,74.008,72.325,66.238,38.774,33.047,32.706,23.11
-0.132,-1.988,43788.114,99.518,74.008,72.325,66.238,38.774,33.047,32.706,23.11
-0.137,-1.978,43788.215,99.518,74.008,72.325,66.238,38.774,33.047,32.706,23.11
-0.132,-1.967,43788.31,99.518,74.008,72.325,66.238,38.774,33.047,32.706,23.11
-0.131,-1.989,43788.422,99.518,74.008,72.325,66.238,38.774,33.047,32.706,23.11
-0.13,-1.993,43788.511,99.518,74.008,72.325,66.238,38.774,33.047,32.706,23.11
-0.131,-2.005,43788.621,99.518,74.008,72.325,66.238,38.774,33.047,32.706,23.11
-0.13,-1.99,43788.713,99.528,74.04,72.35,66.267,38.786,33.05,32.72,23.122
-0.13,-1.991,43788.808,99.528,74.04,72.35,66.267,38.786,33.05,32.72,23.122
-0.13,-1.991,43788.917,99.528,74.04,72.35,66.267,38.786,33.05,32.72,23.122
-0.129,-1.987,43789.023,99.528,74.04,72.35,66.267,38.786,33.05,32.72,23.122
-0.129,-1.987,43789.108,99.528,74.04,72.35,66.267,38.786,33.05,32.72,23.122
-0.129,-1.99,43789.214,99.528,74.04,72.35,66.267,38.786,33.05,32.72,23.122
-0.129,-1.99,43789.323,99.528,74.04,72.35,66.267,38.786,33.05,32.72,23.122
-0.129,-1.989,43789.418,99.524,74.072,72.362,66.3,38.81,33.072,32.72,23.1
-0.129,-1.99,43789.511,99.524,74.072,72.362,66.3,38.81,33.072,32.72,23.1
-0.129,-1.992,43789.623,99.524,74.072,72.362,66.3,38.81,33.072,32.72,23.1
-0.13,-1.992,43789.713,99.524,74.072,72.362,66.3,38.81,33.072,32.72,23.1
-0.13,-1.988,43789.814,99.524,74.072,72.362,66.3,38.81,33.072,32.72,23.1
-0.132,-1.987,43789.91,99.524,74.072,72.362,66.3,38.81,33.072,32.72,23.1
-0.132,-1.975,43790.018,99.524,74.072,72.362,66.3,38.81,33.072,32.72,23.1
-0.132,-1.954,43790.115,99.525,74.097,72.403,66.317,38.803,33.067,32.72,23.121
-0.132,-1.986,43790.21,99.525,74.097,72.403,66.317,38.803,33.067,32.72,23.121
-0.13,-1.989,43790.323,99.525,74.097,72.403,66.317,38.803,33.067,32.72,23.121
-0.134,-2.002,43790.41,99.525,74.097,72.403,66.317,38.803,33.067,32.72,23.121
-0.13,-2.034,43790.509,99.525,74.097,72.403,66.317,38.803,33.067,32.72,23.121
-0.13,-1.986,43790.608,99.525,74.097,72.403,66.317,38.803,33.067,32.72,23.121
-0.13,-1.988,43790.709,99.525,74.097,72.403,66.317,38.803,33.067,32.72,23.121
-0.13,-1.989,43790.823,99.537,74.125,72.425,66.344,38.825,33.075,32.729,23.076
-0.129,-1.988,43790.909,99.537,74.125,72.425,66.344,38.825,33.075,32.729,23.076
-0.129,-1.988,43791.025,99.537,74.125,72.425,66.344,38.825,33.075,32.729,23.076
-0.129,-1.99,43791.111,99.537,74.125,72.425,66.344,38.825,33.075,32.729,23.076
-0.129,-1.987,43791.21,99.537,74.125,72.425,66.344,38.825,33.075,32.729,23.076
-0.129,-1.987,43791.308,99.537,74.125,72.425,66.344,38.825,33.075,32.729,23.076
-0.128,-1.988,43791.41,99.537,74.125,72.425,66.344,38.825,33.075,32.729,23.076
-0.129,-1.99,43791.509,99.537,74.153,72.475,66.379,38.834,33.088,32.739,23.079
-0.129,-1.99,43791.61,99.537,74.153,72.475,66.379,38.834,33.088,32.739,23.079
-0.13,-1.988,43791.709,99.537,74.153,72.475,66.379,38.834,33.088,32.739,23.079
-0.131,-1.985,43791.81,99.537,74.153,72.475,66.379,38.834,33.088,32.739,23.079
-0.137,-1.98,43791.91,99.537,74.153,72.475,66.379,38.834,33.088,32.739,23.079
-0.133,-1.95,43792.009,99.537,74.153,72.475,66.379,38.834,33.088,32.739,23.079
-0.132,-1.987,43792.11,99.537,74.153,72.475,66.379,38.834,33.088,32.739,23.079
-0.131,-1.988,43792.208,99.536,74.18,72.498,66.399,38.843,33.09,32.742,23.06
-0.132,-1.994,43792.342,99.536,74.18,72.498,66.399,38.843,33.09,32.742,23.06
-0.13,-2.017,43792.408,99.536,74.18,72.498,66.399,38.843,33.09,32.742,23.06
-0.13,-1.987,43792.51,99.536,74.18,72.498,66.399,38.843,33.09,32.742,23.06
-0.13,-1.989,43792.612,99.536,74.18,72.498,66.399,38.843,33.09,32.742,23.06
-0.129,-1.99,43792.712,99.536,74.18,72.498,66.399,38.843,33.09,32.742,23.06
-0.129,-1.988,43792.818,99.536,74.18,72.498,66.399,38.843,33.09,32.742,23.06
-0.129,-1.988,43792.92,99.552,74.21,72.525,66.424,38.868,33.11,32.766,23.074
-0.129,-1.987,43793.019,99.552,74.21,72.525,66.424,38.868,33.11,32.766,23.074
-0.128,-1.99,43793.11,99.552,74.21,72.525,66.424,38.868,33.11,32.766,23.074
-0.129,-1.988,43793.211,99.552,74.21,72.525,66.424,38.868,33.11,32.766,23.074
-0.129,-1.986,43793.322,99.552,74.21,72.525,66.424,38.868,33.11,32.766,23.074
-0.129,-1.99,43793.418,99.552,74.21,72.525,66.424,38.868,33.11,32.766,23.074
-0.129,-1.992,43793.511,99.552,74.21,72.525,66.424,38.868,33.11,32.766,23.074
-0.129,-1.986,43793.61,99.548,74.232,72.539,66.451,38.875,33.103,32.777,23.05
-0.131,-1.987,43793.716,99.548,74.232,72.539,66.451,38.875,33.103,32.777,23.05
-0.139,-1.982,43793.813,99.548,74.232,72.539,66.451,38.875,33.103,32.777,23.05
-0.132,-1.945,43793.915,99.548,74.232,72.539,66.451,38.875,33.103,32.777,23.05
-0.132,-1.986,43794.016,99.548,74.232,72.539,66.451,38.875,33.103,32.777,23.05
-0.13,-1.988,43794.111,99.548,74.232,72.539,66.451,38.875,33.103,32.777,23.05
-0.131,-1.995,43794.218,99.548,74.232,72.539,66.451,38.875,33.103,32.777,23.05
-0.13,-2.028,43794.31,99.545,74.268,72.569,66.467,38.875,33.105,32.769,23.052
