time,T_oven,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4,T_room
7198.75,79.146,75.864,75.008,70.077,43.782,38.034,37.635,22.1
7198.849,79.148,75.854,75.006,70.057,43.773,38.042,37.629,22.108
7198.949,79.148,75.854,75.006,70.057,43.773,38.042,37.629,22.108
7199.049,79.148,75.854,75.006,70.057,43.773,38.042,37.629,22.108
7199.149,79.148,75.854,75.006,70.057,43.773,38.042,37.629,22.108
7199.249,79.148,75.854,75.006,70.057,43.773,38.042,37.629,22.108
7199.348,79.148,75.854,75.006,70.057,43.773,38.042,37.629,22.108
7199.448,79.148,75.854,75.006,70.057,43.773,38.042,37.629,22.108
7199.55,79.142,75.854,75.008,70.06,43.786,38.033,37.635,22.121
7199.65,79.142,75.854,75.008,70.06,43.786,38.033,37.635,22.121
7199.749,79.142,75.854,75.008,70.06,43.786,38.033,37.635,22.121
7199.849,79.142,75.854,75.008,70.06,43.786,38.033,37.635,22.121
7199.95,79.142,75.854,75.008,70.06,43.786,38.033,37.635,22.121
7200.049,79.142,75.854,75.008,70.06,43.786,38.033,37.635,22.121
7200.144,79.142,75.854,75.008,70.06,43.786,38.033,37.635,22.121
7200.244,79.127,75.836,74.997,70.035,43.77,38.041,37.63,22.133
7200.345,79.127,75.836,74.997,70.035,43.77,38.041,37.63,22.133
7200.447,79.127,75.836,74.997,70.035,43.77,38.041,37.63,22.133
7200.544,79.127,75.836,74.997,70.035,43.77,38.041,37.63,22.133
7200.647,79.127,75.836,74.997,70.035,43.77,38.041,37.63,22.133
7200.745,79.127,75.836,74.997,70.035,43.77,38.041,37.63,22.133
7200.845,79.127,75.836,74.997,70.035,43.77,38.041,37.63,22.133
7200.944,79.131,75.842,74.994,70.054,43.79,38.041,37.635,22.14
7201.046,79.131,75.842,74.994,70.054,43.79,38.041,37.635,22.14
7201.146,79.131,75.842,74.994,70.054,43.79,38.041,37.635,22.14
7201.246,79.131,75.842,74.994,70.054,43.79,38.041,37.635,22.14
7201.345,79.131,75.842,74.994,70.054,43.79,38.041,37.635,22.14
7201.445,79.131,75.842,74.994,70.054,43.79,38.041,37.635,22.14
7201.546,79.131,75.842,74.994,70.054,43.79,38.041,37.635,22.14
7201.644,79.113,75.828,74.984,70.06,43.777,38.028,37.63,22.147
7201.745,79.113,75.828,74.984,70.06,43.777,38.028,37.63,22.147
7201.845,79.113,75.828,74.984,70.06,43.777,38.028,37.63,22.147
7201.946,79.113,75.828,74.984,70.06,43.777,38.028,37.63,22.147
7202.045,79.113,75.828,74.984,70.06,43.777,38.028,37.63,22.147
7202.146,79.113,75.828,74.984,70.06,43.777,38.028,37.63,22.147
7202.246,79.113,75.828,74.984,70.06,43.777,38.028,37.63,22.147
7202.346,79.12,75.834,74.987,70.066,43.779,38.043,37.635,22.166
7202.445,79.12,75.834,74.987,70.066,43.779,38.043,37.635,22.166
7202.546,79.12,75.834,74.987,70.066,43.779,38.043,37.635,22.166
7202.647,79.12,75.834,74.987,70.066,43.779,38.043,37.635,22.166
7202.746,79.12,75.834,74.987,70.066,43.779,38.043,37.635,22.166
7202.846,79.12,75.834,74.987,70.066,43.779,38.043,37.635,22.166
7202.947,79.12,75.834,74.987,70.066,43.779,38.043,37.635,22.166
7203.046,79.105,75.824,74.985,70.053,43.786,38.024,37.625,22.121
7203.147,79.105,75.824,74.985,70.053,43.786,38.024,37.625,22.121
7203.247,79.105,75.824,74.985,70.053,43.786,38.024,37.625,22.121
7203.346,79.105,75.824,74.985,70.053,43.786,38.024,37.625,22.121
7203.447,79.105,75.824,74.985,70.053,43.786,38.024,37.625,22.121
7203.545,79.105,75.824,74.985,70.053,43.786,38.024,37.625,22.121
7203.646,79.105,75.824,74.985,70.053,43.786,38.024,37.625,22.121
7203.747,79.114,75.829,74.971,70.057,43.781,38.034,37.624,22.088
7203.846,79.114,75.829,74.971,70.057,43.781,38.034,37.624,22.088
7203.946,79.114,75.829,74.971,70.057,43.781,38.034,37.624,22.088
7204.047,79.114,75.829,74.971,70.057,43.781,38.034,37.624,22.088
7204.146,79.114,75.829,74.971,70.057,43.781,38.034,37.624,22.088
7204.247,79.114,75.829,74.971,70.057,43.781,38.034,37.624,22.088
7204.345,79.114,75.829,74.971,70.057,43.781,38.034,37.624,22.088
7204.446,79.09,75.818,74.963,70.034,43.767,38.021,37.625,22.043
7204.547,79.09,75.818,74.963,70.034,43.767,38.021,37.625,22.043
7204.645,79.09,75.818,74.963,70.034,43.767,38.021,37.625,22.043
7204.746,79.09,75.818,74.963,70.034,43.767,38.021,37.625,22.043
7204.847,79.09,75.818,74.963,70.034,43.767,38.021,37.625,22.043
7204.946,79.09,75.818,74.963,70.034,43.767,38.021,37.625,22.043
7205.047,79.09,75.818,74.963,70.034,43.767,38.021,37.625,22.043
7205.147,79.093,75.808,74.955,70.024,43.764,38.015,37.612,22.054
7205.246,79.093,75.808,74.955,70.024,43.764,38.015,37.612,22.054
7205.347,79.093,75.808,74.955,70.024,43.764,38.015,37.612,22.054
7205.445,79.093,75.808,74.955,70.024,43.764,38.015,37.612,22.054
7205.547,79.093,75.808,74.955,70.024,43.764,38.015,37.612,22.054
7205.647,79.093,75.808,74.955,70.024,43.764,38.015,37.612,22.054
7205.746,79.093,75.808,74.955,70.024,43.764,38.015,37.612,22.054
7205.846,79.085,75.804,74.952,70.022,43.761,38.019,37.616,22.059
7205.947,79.085,75.804,74.952,70.022,43.761,38.019,37.616,22.059
7206.046,79.085,75.804,74.952,70.022,43.761,38.019,37.616,22.059
7206.147,79.085,75.804,74.952,70.022,43.761,38.019,37.616,22.059
7206.245,79.085,75.804,74.952,70.022,43.761,38.019,37.616,22.059
7206.347,79.085,75.804,74.952,70.022,43.761,38.019,37.616,22.059
7206.446,79.085,75.804,74.952,70.022,43.761,38.019,37.616,22.059
7206.546,79.074,75.797,74.948,70.004,43.761,38.017,37.611,22.05
7206.646,79.074,75.797,74.948,70.004,43.761,38.017,37.611,22.05
7206.747,79.074,75.797,74.948,70.004,43.761,38.017,37.611,22.05
7206.846,79.074,75.797,74.948,70.004,43.761,38.017,37.611,22.05
7206.947,79.074,75.797,74.948,70.004,43.761,38.017,37.611,22.05
7207.047,79.074,75.797,74.948,70.004,43.761,38.017,37.611,22.05
7207.146,79.074,75.797,74.948,70.004,43.761,38.017,37.611,22.05
7207.247,79.07,75.787,74.94,69.997,43.751,38.018,37.615,22.068
7207.346,79.07,75.787,74.94,69.997,43.751,38.018,37.615,22.068
7207.446,79.07,75.787,74.94,69.997,43.751,38.018,37.615,22.068
7207.547,79.07,75.787,74.94,69.997,43.751,38.018,37.615,22.068
7207.646,79.07,75.787,74.94,69.997,43.751,38.018,37.615,22.068
7207.745,79.07,75.787,74.94,69.997,43.751,38.018,37.615,22.068
7207.846,79.07,75.787,74.94,69.997,43.751,38.018,37.615,22.068
7207.946,79.075,75.782,74.942,69.999,43.753,38.026,37.619,22.095
7208.047,79.075,75.782,74.942,69.999,43.753,38.026,37.619,22.095
7208.147,79.075,75.782,74.942,69.999,43.753,38.026,37.619,22.095
7208.246,79.075,75.782,74.942,69.999,43.753,38.026,37.619,22.095
7208.347,79.075,75.782,74.942,69.999,43.753,38.026,37.619,22.095
7208.446,79.075,75.782,74.942,69.999,43.753,38.026,37.619,22.095
7208.546,79.075,75.782,74.942,69.999,43.753,38.026,37.619,22.095
7208.647,79.061,75.785,74.915,69.988,43.75,38.003,37.609,22.091
7208.746,79.061,75.785,74.915,69.988,43.75,38.003,37.609,22.091
7208.847,79.061,75.785,74.915,69.988,43.75,38.003,37.609,22.091
7208.947,79.061,75.785,74.915,69.988,43.75,38.003,37.609,22.091
7209.046,79.061,75.785,74.915,69.988,43.75,38.003,37.609,22.091
7209.147,79.061,75.785,74.915,69.988,43.75,38.003,37.609,22.091
7209.247,79.061,75.785,74.915,69.988,43.75,38.003,37.609,22.091
7209.347,79.064,75.78,74.93,69.989,43.752,38.009,37.613,22.087
7209.446,79.064,75.78,74.93,69.989,43.752,38.009,37.613,22.087
7209.547,79.064,75.78,74.93,69.989,43.752,38.009,37.613,22.087
7209.647,79.064,75.78,74.93,69.989,43.752,38.009,37.613,22.087
7209.747,79.064,75.78,74.93,69.989,43.752,38.009,37.613,22.087
7209.847,79.064,75.78,74.93,69.989,43.752,38.009,37.613,22.087
7209.946,79.064,75.78,74.93,69.989,43.752,38.009,37.613,22.087
7210.046,79.056,75.762,74.908,69.978,43.742,38.013,37.61,22.085
7210.147,79.056,75.762,74.908,69.978,43.742,38.013,37.61,22.085
7210.247,79.056,75.762,74.908,69.978,43.742,38.013,37.61,22.085
7210.346,79.056,75.762,74.908,69.978,43.742,38.013,37.61,22.085
7210.446,79.056,75.762,74.908,69.978,43.742,38.013,37.61,22.085
7210.547,79.056,75.762,74.908,69.978,43.742,38.013,37.61,22.085
7210.646,79.056,75.762,74.908,69.978,43.742,38.013,37.61,22.085
7210.747,79.056,75.774,74.916,69.994,43.75,38.011,37.601,22.116
7210.847,79.056,75.774,74.916,69.994,43.75,38.011,37.601,22.116
7210.946,79.056,75.774,74.916,69.994,43.75,38.011,37.601,22.116
7211.047,79.056,75.774,74.916,69.994,43.75,38.011,37.601,22.116
7211.148,79.056,75.774,74.916,69.994,43.75,38.011,37.601,22.116
7211.246,79.056,75.774,74.916,69.994,43.75,38.011,37.601,22.116
7211.347,79.056,75.774,74.916,69.994,43.75,38.011,37.601,22.116
7211.446,79.049,75.762,74.906,69.992,43.748,38.007,37.608,22.107
7211.547,79.049,75.762,74.906,69.992,43.748,38.007,37.608,22.107
7211.646,79.049,75.762,74.906,69.992,43.748,38.007,37.608,22.107
7211.747,79.049,75.762,74.906,69.992,43.748,38.007,37.608,22.107
7211.847,79.049,75.762,74.906,69.992,43.748,38.007,37.608,22.107
7211.946,79.049,75.762,74.906,69.992,43.748,38.007,37.608,22.107
7212.047,79.049,75.762,74.906,69.992,43.748,38.007,37.608,22.107
7212.146,79.042,75.759,74.902,69.999,43.751,38.005,37.603,22.084
7212.247,79.042,75.759,74.902,69.999,43.751,38.005,37.603,22.084
7212.346,79.042,75.759,74.902,69.999,43.751,38.005,37.603,22.084
7212.447,79.042,75.759,74.902,69.999,43.751,38.005,37.603,22.084
7212.546,79.042,75.759,74.902,69.999,43.751,38.005,37.603,22.084
7212.648,79.042,75.759,74.902,69.999,43.751,38.005,37.603,22.084
7212.746,79.042,75.759,74.902,69.999,43.751,38.005,37.603,22.084
7212.846,79.023,75.746,74.892,69.984,43.747,38,37.596,22.1
7212.946,79.023,75.746,74.892,69.984,43.747,38,37.596,22.1
7213.047,79.023,75.746,74.892,69.984,43.747,38,37.596,22.1
7213.147,79.023,75.746,74.892,69.984,43.747,38,37.596,22.1
7213.247,79.023,75.746,74.892,69.984,43.747,38,37.596,22.1
7213.347,79.023,75.746,74.892,69.984,43.747,38,37.596,22.1
7213.448,79.023,75.746,74.892,69.984,43.747,38,37.596,22.1
7213.546,79.021,75.749,74.894,69.981,43.742,38.004,37.593,22.103
7213.647,79.021,75.749,74.894,69.981,43.742,38.004,37.593,22.103
7213.748,79.021,75.749,74.894,69.981,43.742,38.004,37.593,22.103
7213.847,79.021,75.749,74.894,69.981,43.742,38.004,37.593,22.103
7213.947,79.021,75.749,74.894,69.981,43.742,38.004,37.593,22.103
7214.047,79.021,75.749,74.894,69.981,43.742,38.004,37.593,22.103
7214.147,79.021,75.749,74.894,69.981,43.742,38.004,37.593,22.103
7214.247,79.011,75.73,74.877,69.952,43.724,38.003,37.589,22.137
7214.347,79.011,75.73,74.877,69.952,43.724,38.003,37.589,22.137
7214.446,79.011,75.73,74.877,69.952,43.724,38.003,37.589,22.137
7214.547,79.011,75.73,74.877,69.952,43.724,38.003,37.589,22.137
7214.647,79.011,75.73,74.877,69.952,43.724,38.003,37.589,22.137
7214.746,79.011,75.73,74.877,69.952,43.724,38.003,37.589,22.137
7214.847,79.011,75.73,74.877,69.952,43.724,38.003,37.589,22.137
7214.948,79.004,75.724,74.883,69.946,43.727,37.996,37.584,22.127
7215.046,79.004,75.724,74.883,69.946,43.727,37.996,37.584,22.127
7215.147,79.004,75.724,74.883,69.946,43.727,37.996,37.584,22.127
7215.249,79.004,75.724,74.883,69.946,43.727,37.996,37.584,22.127
7215.347,79.004,75.724,74.883,69.946,43.727,37.996,37.584,22.127
7215.446,79.004,75.724,74.883,69.946,43.727,37.996,37.584,22.127
7215.547,79.004,75.724,74.883,69.946,43.727,37.996,37.584,22.127
7215.648,79.01,75.724,74.874,69.954,43.733,37.998,37.603,22.138
7215.746,79.01,75.724,74.874,69.954,43.733,37.998,37.603,22.138
7215.847,79.01,75.724,74.874,69.954,43.733,37.998,37.603,22.138
7215.947,79.01,75.724,74.874,69.954,43.733,37.998,37.603,22.138
7216.047,79.01,75.724,74.874,69.954,43.733,37.998,37.603,22.138
7216.147,79.01,75.724,74.874,69.954,43.733,37.998,37.603,22.138
7216.247,79.01,75.724,74.874,69.954,43.733,37.998,37.603,22.138
7216.346,78.992,75.715,74.866,69.946,43.731,38.001,37.589,22.121
7216.447,78.992,75.715,74.866,69.946,43.731,38.001,37.589,22.121
7216.547,78.992,75.715,74.866,69.946,43.731,38.001,37.589,22.121
7216.647,78.992,75.715,74.866,69.946,43.731,38.001,37.589,22.121
7216.749,78.992,75.715,74.866,69.946,43.731,38.001,37.589,22.121
7216.848,78.992,75.715,74.866,69.946,43.731,38.001,37.589,22.121
7216.947,78.992,75.715,74.866,69.946,43.731,38.001,37.589,22.121
7217.046,78.986,75.708,74.859,69.931,43.72,37.989,37.588,22.118
7217.147,78.986,75.708,74.859,69.931,43.72,37.989,37.588,22.118
7217.249,78.986,75.708,74.859,69.931,43.72,37.989,37.588,22.118
7217.347,78.986,75.708,74.859,69.931,43.72,37.989,37.588,22.118
7217.446,78.986,75.708,74.859,69.931,43.72,37.989,37.588,22.118
7217.547,78.986,75.708,74.859,69.931,43.72,37.989,37.588,22.118
7217.648,78.986,75.708,74.859,69.931,43.72,37.989,37.588,22.118
7217.747,78.992,75.708,74.856,69.925,43.736,38.007,37.591,22.134
7217.847,78.992,75.708,74.856,69.925,43.736,38.007,37.591,22.134
7217.949,78.992,75.708,74.856,69.925,43.736,38.007,37.591,22.134
7218.047,78.992,75.708,74.856,69.925,43.736,38.007,37.591,22.134
7218.148,78.992,75.708,74.856,69.925,43.736,38.007,37.591,22.134
7218.247,78.992,75.708,74.856,69.925,43.736,38.007,37.591,22.134
7218.348,78.992,75.708,74.856,69.925,43.736,38.007,37.591,22.134
7218.447,78.975,75.697,74.854,69.921,43.712,37.998,37.591,22.143
7218.546,78.975,75.697,74.854,69.921,43.712,37.998,37.591,22.143
7218.649,78.975,75.697,74.854,69.921,43.712,37.998,37.591,22.143
7218.749,78.975,75.697,74.854,69.921,43.712,37.998,37.591,22.143
7218.846,78.975,75.697,74.854,69.921,43.712,37.998,37.591,22.143
7218.948,78.975,75.697,74.854,69.921,43.712,37.998,37.591,22.143
7219.048,78.975,75.697,74.854,69.921,43.712,37.998,37.591,22.143
7219.148,78.969,75.691,74.843,69.94,43.734,37.999,37.588,22.188
7219.248,78.969,75.691,74.843,69.94,43.734,37.999,37.588,22.188
7219.348,78.969,75.691,74.843,69.94,43.734,37.999,37.588,22.188
7219.449,78.969,75.691,74.843,69.94,43.734,37.999,37.588,22.188
7219.548,78.969,75.691,74.843,69.94,43.734,37.999,37.588,22.188
7219.648,78.969,75.691,74.843,69.94,43.734,37.999,37.588,22.188
7219.748,78.969,75.691,74.843,69.94,43.734,37.999,37.588,22.188
7219.849,78.965,75.676,74.855,69.931,43.719,37.992,37.589,22.177
7219.948,78.965,75.676,74.855,69.931,43.719,37.992,37.589,22.177
7220.047,78.965,75.676,74.855,69.931,43.719,37.992,37.589,22.177
7220.149,78.965,75.676,74.855,69.931,43.719,37.992,37.589,22.177
7220.248,78.965,75.676,74.855,69.931,43.719,37.992,37.589,22.177
7220.347,78.965,75.676,74.855,69.931,43.719,37.992,37.589,22.177
7220.447,78.965,75.676,74.855,69.931,43.719,37.992,37.589,22.177
7220.549,78.969,75.675,74.847,69.951,43.734,37.996,37.584,22.136
7220.649,78.969,75.675,74.847,69.951,43.734,37.996,37.584,22.136
7220.747,78.969,75.675,74.847,69.951,43.734,37.996,37.584,22.136
7220.847,78.969,75.675,74.847,69.951,43.734,37.996,37.584,22.136
7220.949,78.969,75.675,74.847,69.951,43.734,37.996,37.584,22.136
7221.048,78.969,75.675,74.847,69.951,43.734,37.996,37.584,22.136
7221.147,78.969,75.675,74.847,69.951,43.734,37.996,37.584,22.136
7221.249,78.959,75.662,74.825,69.946,43.716,37.972,37.576,22.106
7221.349,78.959,75.662,74.825,69.946,43.716,37.972,37.576,22.106
7221.447,78.959,75.662,74.825,69.946,43.716,37.972,37.576,22.106
7221.547,78.959,75.662,74.825,69.946,43.716,37.972,37.576,22.106
7221.649,78.959,75.662,74.825,69.946,43.716,37.972,37.576,22.106
7221.749,78.959,75.662,74.825,69.946,43.716,37.972,37.576,22.106
7221.847,78.959,75.662,74.825,69.946,43.716,37.972,37.576,22.106
7221.947,78.955,75.653,74.828,69.954,43.73,37.987,37.583,22.108
7222.049,78.955,75.653,74.828,69.954,43.73,37.987,37.583,22.108
7222.149,78.955,75.653,74.828,69.954,43.73,37.987,37.583,22.108
7222.247,78.955,75.653,74.828,69.954,43.73,37.987,37.583,22.108
7222.347,78.955,75.653,74.828,69.954,43.73,37.987,37.583,22.108
7222.449,78.955,75.653,74.828,69.954,43.73,37.987,37.583,22.108
7222.549,78.955,75.653,74.828,69.954,43.73,37.987,37.583,22.108
7222.648,78.944,75.658,74.811,69.947,43.718,37.98,37.572,22.134
7222.748,78.944,75.658,74.811,69.947,43.718,37.98,37.572,22.134
7222.848,78.944,75.658,74.811,69.947,43.718,37.98,37.572,22.134
7222.947,78.944,75.658,74.811,69.947,43.718,37.98,37.572,22.134
7223.047,78.944,75.658,74.811,69.947,43.718,37.98,37.572,22.134
7223.149,78.944,75.658,74.811,69.947,43.718,37.98,37.572,22.134
7223.249,78.944,75.658,74.811,69.947,43.718,37.98,37.572,22.134
7223.348,78.938,75.655,74.821,69.938,43.731,37.985,37.57,22.141
7223.447,78.938,75.655,74.821,69.938,43.731,37.985,37.57,22.141
7223.549,78.938,75.655,74.821,69.938,43.731,37.985,37.57,22.141
7223.649,78.938,75.655,74.821,69.938,43.731,37.985,37.57,22.141
7223.748,78.938,75.655,74.821,69.938,43.731,37.985,37.57,22.141
7223.848,78.938,75.655,74.821,69.938,43.731,37.985,37.57,22.141
7223.948,78.938,75.655,74.821,69.938,43.731,37.985,37.57,22.141
7224.049,78.927,75.655,74.806,69.927,43.713,37.979,37.572,22.149
7224.148,78.927,75.655,74.806,69.927,43.713,37.979,37.572,22.149
7224.248,78.927,75.655,74.806,69.927,43.713,37.979,37.572,22.149
7224.349,78.927,75.655,74.806,69.927,43.713,37.979,37.572,22.149
7224.449,78.927,75.655,74.806,69.927,43.713,37.979,37.572,22.149
7224.548,78.927,75.655,74.806,69.927,43.713,37.979,37.572,22.149
7224.648,78.927,75.655,74.806,69.927,43.713,37.979,37.572,22.149
7224.748,78.914,75.659,74.809,69.924,43.707,37.981,37.574,22.163
7224.847,78.914,75.659,74.809,69.924,43.707,37.981,37.574,22.163
7224.947,78.914,75.659,74.809,69.924,43.707,37.981,37.574,22.163
7225.048,78.914,75.659,74.809,69.924,43.707,37.981,37.574,22.163
7225.149,78.914,75.659,74.809,69.924,43.707,37.981,37.574,22.163
7225.248,78.914,75.659,74.809,69.924,43.707,37.981,37.574,22.163
7225.348,78.914,75.659,74.809,69.924,43.707,37.981,37.574,22.163
7225.448,78.904,75.639,74.791,69.887,43.704,37.966,37.56,22.138
7225.548,78.904,75.639,74.791,69.887,43.704,37.966,37.56,22.138
7225.658,78.904,75.639,74.791,69.887,43.704,37.966,37.56,22.138
7225.748,78.904,75.639,74.791,69.887,43.704,37.966,37.56,22.138
7225.849,78.904,75.639,74.791,69.887,43.704,37.966,37.56,22.138
7225.949,78.904,75.639,74.791,69.887,43.704,37.966,37.56,22.138
7226.048,78.904,75.639,74.791,69.887,43.704,37.966,37.56,22.138
7226.148,78.912,75.641,74.789,69.888,43.705,37.974,37.572,22.148
7226.249,78.912,75.641,74.789,69.888,43.705,37.974,37.572,22.148
7226.348,78.912,75.641,74.789,69.888,43.705,37.974,37.572,22.148
7226.447,78.912,75.641,74.789,69.888,43.705,37.974,37.572,22.148
7226.549,78.912,75.641,74.789,69.888,43.705,37.974,37.572,22.148
7226.648,78.912,75.641,74.789,69.888,43.705,37.974,37.572,22.148
7226.748,78.912,75.641,74.789,69.888,43.705,37.974,37.572,22.148
7226.848,78.9,75.637,74.79,69.878,43.694,37.974,37.565,22.177
7226.949,78.9,75.637,74.79,69.878,43.694,37.974,37.565,22.177
7227.048,78.9,75.637,74.79,69.878,43.694,37.974,37.565,22.177
7227.148,78.9,75.637,74.79,69.878,43.694,37.974,37.565,22.177
7227.248,78.9,75.637,74.79,69.878,43.694,37.974,37.565,22.177
7227.348,78.9,75.637,74.79,69.878,43.694,37.974,37.565,22.177
7227.448,78.9,75.637,74.79,69.878,43.694,37.974,37.565,22.177
7227.547,78.898,75.633,74.791,69.866,43.699,37.974,37.557,22.172
7227.649,78.898,75.633,74.791,69.866,43.699,37.974,37.557,22.172
7227.749,78.898,75.633,74.791,69.866,43.699,37.974,37.557,22.172
7227.849,78.898,75.633,74.791,69.866,43.699,37.974,37.557,22.172
7227.948,78.898,75.633,74.791,69.866,43.699,37.974,37.557,22.172
7228.048,78.898,75.633,74.791,69.866,43.699,37.974,37.557,22.172
7228.149,78.898,75.633,74.791,69.866,43.699,37.974,37.557,22.172
7228.249,78.891,75.622,74.778,69.865,43.688,37.967,37.571,22.165
7228.348,78.891,75.622,74.778,69.865,43.688,37.967,37.571,22.165
7228.448,78.891,75.622,74.778,69.865,43.688,37.967,37.571,22.165
7228.548,78.891,75.622,74.778,69.865,43.688,37.967,37.571,22.165
7228.649,78.891,75.622,74.778,69.865,43.688,37.967,37.571,22.165
7228.749,78.891,75.622,74.778,69.865,43.688,37.967,37.571,22.165
7228.848,78.891,75.622,74.778,69.865,43.688,37.967,37.571,22.165
7228.949,78.891,75.613,74.778,69.871,43.691,37.965,37.552,22.163
7229.048,78.891,75.613,74.778,69.871,43.691,37.965,37.552,22.163
7229.149,78.891,75.613,74.778,69.871,43.691,37.965,37.552,22.163
7229.249,78.891,75.613,74.778,69.871,43.691,37.965,37.552,22.163
7229.35,78.891,75.613,74.778,69.871,43.691,37.965,37.552,22.163
7229.449,78.891,75.613,74.778,69.871,43.691,37.965,37.552,22.163
7229.549,78.891,75.613,74.778,69.871,43.691,37.965,37.552,22.163
7229.649,78.898,75.618,74.774,69.881,43.7,37.969,37.557,22.166
7229.749,78.898,75.618,74.774,69.881,43.7,37.969,37.557,22.166
7229.848,78.898,75.618,74.774,69.881,43.7,37.969,37.557,22.166
7229.948,78.898,75.618,74.774,69.881,43.7,37.969,37.557,22.166
7230.049,78.898,75.618,74.774,69.881,43.7,37.969,37.557,22.166
7230.15,78.898,75.618,74.774,69.881,43.7,37.969,37.557,22.166
7230.249,78.898,75.618,74.774,69.881,43.7,37.969,37.557,22.166
7230.348,78.881,75.605,74.772,69.88,43.688,37.962,37.554,22.176
7230.449,78.881,75.605,74.772,69.88,43.688,37.962,37.554,22.176
7230.549,78.881,75.605,74.772,69.88,43.688,37.962,37.554,22.176
7230.648,78.881,75.605,74.772,69.88,43.688,37.962,37.554,22.176
7230.748,78.881,75.605,74.772,69.88,43.688,37.962,37.554,22.176
7230.849,78.881,75.605,74.772,69.88,43.688,37.962,37.554,22.176
7230.948,78.881,75.605,74.772,69.88,43.688,37.962,37.554,22.176
7231.049,78.873,75.59,74.756,69.873,43.694,37.958,37.55,22.161
7231.148,78.873,75.59,74.756,69.873,43.694,37.958,37.55,22.161
7231.248,78.873,75.59,74.756,69.873,43.694,37.958,37.55,22.161
7231.348,78.873,75.59,74.756,69.873,43.694,37.958,37.55,22.161
7231.449,78.873,75.59,74.756,69.873,43.694,37.958,37.55,22.161
7231.549,78.873,75.59,74.756,69.873,43.694,37.958,37.55,22.161
7231.648,78.873,75.59,74.756,69.873,43.694,37.958,37.55,22.161
7231.749,78.866,75.582,74.746,69.869,43.68,37.956,37.547,22.189
7231.849,78.866,75.582,74.746,69.869,43.68,37.956,37.547,22.189
7231.948,78.866,75.582,74.746,69.869,43.68,37.956,37.547,22.189
7232.05,78.866,75.582,74.746,69.869,43.68,37.956,37.547,22.189
7232.149,78.866,75.582,74.746,69.869,43.68,37.956,37.547,22.189
7232.248,78.866,75.582,74.746,69.869,43.68,37.956,37.547,22.189
7232.349,78.866,75.582,74.746,69.869,43.68,37.956,37.547,22.189
7232.449,78.867,75.58,74.748,69.883,43.682,37.959,37.545,22.176
7232.548,78.867,75.58,74.748,69.883,43.682,37.959,37.545,22.176
7232.648,78.867,75.58,74.748,69.883,43.682,37.959,37.545,22.176
7232.749,78.867,75.58,74.748,69.883,43.682,37.959,37.545,22.176
7232.849,78.867,75.58,74.748,69.883,43.682,37.959,37.545,22.176
7232.948,78.867,75.58,74.748,69.883,43.682,37.959,37.545,22.176
7233.048,78.867,75.58,74.748,69.883,43.682,37.959,37.545,22.176
7233.149,78.86,75.582,74.736,69.877,43.682,37.958,37.545,22.174
7233.249,78.86,75.582,74.736,69.877,43.682,37.958,37.545,22.174
7233.349,78.86,75.582,74.736,69.877,43.682,37.958,37.545,22.174
7233.45,78.86,75.582,74.736,69.877,43.682,37.958,37.545,22.174
7233.548,78.86,75.582,74.736,69.877,43.682,37.958,37.545,22.174
7233.648,78.86,75.582,74.736,69.877,43.682,37.958,37.545,22.174
7233.749,78.86,75.582,74.736,69.877,43.682,37.958,37.545,22.174
7233.849,78.842,75.589,74.739,69.851,43.668,37.952,37.547,22.174
7233.949,78.842,75.589,74.739,69.851,43.668,37.952,37.547,22.174
7234.049,78.842,75.589,74.739,69.851,43.668,37.952,37.547,22.174
7234.15,78.842,75.589,74.739,69.851,43.668,37.952,37.547,22.174
7234.25,78.842,75.589,74.739,69.851,43.668,37.952,37.547,22.174
7234.35,78.842,75.589,74.739,69.851,43.668,37.952,37.547,22.174
7234.449,78.842,75.589,74.739,69.851,43.668,37.952,37.547,22.174
7234.549,78.849,75.589,74.726,69.849,43.679,37.95,37.55,22.181
7234.65,78.849,75.589,74.726,69.849,43.679,37.95,37.55,22.181
7234.749,78.849,75.589,74.726,69.849,43.679,37.95,37.55,22.181
7234.85,78.849,75.589,74.726,69.849,43.679,37.95,37.55,22.181
7234.949,78.849,75.589,74.726,69.849,43.679,37.95,37.55,22.181
7235.049,78.849,75.589,74.726,69.849,43.679,37.95,37.55,22.181
7235.15,78.849,75.589,74.726,69.849,43.679,37.95,37.55,22.181
7235.249,78.819,75.576,74.724,69.837,43.661,37.939,37.536,22.166
7235.349,78.819,75.576,74.724,69.837,43.661,37.939,37.536,22.166
7235.449,78.819,75.576,74.724,69.837,43.661,37.939,37.536,22.166
7235.549,78.819,75.576,74.724,69.837,43.661,37.939,37.536,22.166
7235.649,78.819,75.576,74.724,69.837,43.661,37.939,37.536,22.166
7235.748,78.819,75.576,74.724,69.837,43.661,37.939,37.536,22.166
7235.851,78.819,75.576,74.724,69.837,43.661,37.939,37.536,22.166
7235.949,78.829,75.576,74.726,69.823,43.669,37.947,37.539,22.152
7236.049,78.829,75.576,74.726,69.823,43.669,37.947,37.539,22.152
7236.149,78.829,75.576,74.726,69.823,43.669,37.947,37.539,22.152
7236.25,78.829,75.576,74.726,69.823,43.669,37.947,37.539,22.152
7236.35,78.829,75.576,74.726,69.823,43.669,37.947,37.539,22.152
