pos	load		time			T_oven	T_Cu1	T_Cu2	T_Inco1	T_Inco2	T_Cu3	T_Cu4			
-6.167	-0.02	0	39467.106	0	272	156.899	133.995	131.343	120.476	93.756	82.01	81.164	2301.27	2301.27	2301.27
-6.168	-0.02	0	39467.209	0	272	156.899	133.995	131.343	120.476	93.756	82.01	81.164	2301.27	2301.27	2301.27
-6.167	-0.02	0	39467.309	0	272	156.899	133.995	131.343	120.476	93.756	82.01	81.164	2301.27	2301.27	2301.27
-6.163	-0.02	0	39467.405	0	272	156.899	133.995	131.343	120.476	93.756	82.01	81.164	2301.27	2301.27	2301.27
-6.158	-0.02	0	39467.506	0	272	156.899	133.995	131.343	120.476	93.756	82.01	81.164	2301.27	2301.27	2301.27
-6.151	-0.019	0	39467.608	0	272	156.899	133.995	131.343	120.476	93.756	82.01	81.164	2301.27	2301.27	2301.27
-6.139	-0.02	0	39467.706	0	272	156.923	133.893	131.278	120.454	93.776	82.117	81.29	2301.256	2301.256	2301.256
-6.135	-0.019	0	39467.814	0	272	156.923	133.893	131.278	120.454	93.776	82.117	81.29	2301.256	2301.256	2301.256
-6.142	-0.02	0	39467.918	0	272	156.923	133.893	131.278	120.454	93.776	82.117	81.29	2301.256	2301.256	2301.256
-6.145	-0.021	0	39468.011	0	272	156.923	133.893	131.278	120.454	93.776	82.117	81.29	2301.256	2301.256	2301.256
-6.146	-0.02	0	39468.115	0	272	156.923	133.893	131.278	120.454	93.776	82.117	81.29	2301.256	2301.256	2301.256
-6.146	-0.02	0	39468.206	0	272	156.923	133.893	131.278	120.454	93.776	82.117	81.29	2301.256	2301.256	2301.256
-6.143	-0.019	0	39468.31	0	272	156.923	133.893	131.278	120.454	93.776	82.117	81.29	2301.256	2301.256	2301.256
-6.138	-0.02	0	39468.416	0	272	156.964	133.82	131.225	120.449	93.827	82.234	81.429	2301.271	2301.271	2301.271
-6.131	-0.02	0	39468.507	0	272	156.964	133.82	131.225	120.449	93.827	82.234	81.429	2301.271	2301.271	2301.271
-6.121	-0.019	0	39468.612	0	272	156.964	133.82	131.225	120.449	93.827	82.234	81.429	2301.271	2301.271	2301.271
-6.114	-0.02	0	39468.714	0	272	156.964	133.82	131.225	120.449	93.827	82.234	81.429	2301.271	2301.271	2301.271
-6.119	-0.02	0	39468.819	0	272	156.964	133.82	131.225	120.449	93.827	82.234	81.429	2301.271	2301.271	2301.271
-6.122	-0.02	0	39468.92	0	272	156.964	133.82	131.225	120.449	93.827	82.234	81.429	2301.271	2301.271	2301.271
-6.124	-0.019	0	39469.01	0	272	156.964	133.82	131.225	120.449	93.827	82.234	81.429	2301.271	2301.271	2301.271
-6.125	-0.02	0	39469.113	0	272	156.992	133.75	131.175	120.445	93.872	82.365	81.564	2301.282	2301.282	2301.282
-6.122	-0.019	0	39469.205	0	272	156.992	133.75	131.175	120.445	93.872	82.365	81.564	2301.282	2301.282	2301.282
-6.118	-0.02	0	39469.307	0	272	156.992	133.75	131.175	120.445	93.872	82.365	81.564	2301.282	2301.282	2301.282
-6.111	-0.02	0	39469.44	0	272	156.992	133.75	131.175	120.445	93.872	82.365	81.564	2301.282	2301.282	2301.282
-6.102	-0.02	0	39469.505	0	272	156.992	133.75	131.175	120.445	93.872	82.365	81.564	2301.282	2301.282	2301.282
-6.094	-0.019	0	39469.606	0	272	156.992	133.75	131.175	120.445	93.872	82.365	81.564	2301.282	2301.282	2301.282
-6.097	-0.019	0	39469.709	0	272	156.992	133.75	131.175	120.445	93.872	82.365	81.564	2301.282	2301.282	2301.282
-6.099	-0.02	0	39469.807	0	272	157.023	133.651	131.114	120.415	93.901	82.472	81.686	2301.266	2301.266	2301.266
-6.102	-0.019	0	39469.907	0	272	157.023	133.651	131.114	120.415	93.901	82.472	81.686	2301.266	2301.266	2301.266
-6.103	-0.018	0	39470.017	0	272	157.023	133.651	131.114	120.415	93.901	82.472	81.686	2301.266	2301.266	2301.266
-6.102	-0.019	0	39470.105	0	272	157.023	133.651	131.114	120.415	93.901	82.472	81.686	2301.266	2301.266	2301.266
-6.098	-0.019	0	39470.205	0	272	157.023	133.651	131.114	120.415	93.901	82.472	81.686	2301.266	2301.266	2301.266
-6.093	-0.02	0	39470.307	0	272	157.023	133.651	131.114	120.415	93.901	82.472	81.686	2301.266	2301.266	2301.266
-6.086	-0.019	0	39470.423	0	272	157.023	133.651	131.114	120.415	93.901	82.472	81.686	2301.266	2301.266	2301.266
-6.075	-0.02	0	39470.513	0	272	157.044	133.586	131.054	120.408	93.949	82.619	81.832	2301.275	2301.275	2301.275
-6.07	-0.02	0	39470.61	0	272	157.044	133.586	131.054	120.408	93.949	82.619	81.832	2301.275	2301.275	2301.275
-6.073	-0.02	0	39470.706	0	272	157.044	133.586	131.054	120.408	93.949	82.619	81.832	2301.275	2301.275	2301.275
-6.077	-0.02	0	39470.805	0	272	157.044	133.586	131.054	120.408	93.949	82.619	81.832	2301.275	2301.275	2301.275
-6.078	-0.019	0	39470.909	0	272	157.044	133.586	131.054	120.408	93.949	82.619	81.832	2301.275	2301.275	2301.275
-6.078	-0.02	0	39471.022	0	272	157.044	133.586	131.054	120.408	93.949	82.619	81.832	2301.275	2301.275	2301.275
-6.077	-0.02	0	39471.109	0	272	157.044	133.586	131.054	120.408	93.949	82.619	81.832	2301.275	2301.275	2301.275
-6.073	-0.019	0	39471.206	0	272	157.067	133.501	130.985	120.39	93.989	82.746	81.974	2301.269	2301.269	2301.269
-6.068	-0.02	0	39471.313	0	272	157.067	133.501	130.985	120.39	93.989	82.746	81.974	2301.269	2301.269	2301.269
-6.063	-0.019	0	39471.419	0	272	157.067	133.501	130.985	120.39	93.989	82.746	81.974	2301.269	2301.269	2301.269
-6.052	-0.02	0	39471.51	0	272	157.067	133.501	130.985	120.39	93.989	82.746	81.974	2301.269	2301.269	2301.269
-6.046	-0.02	0	39471.616	0	272	157.067	133.501	130.985	120.39	93.989	82.746	81.974	2301.269	2301.269	2301.269
-6.051	-0.019	0	39471.707	0	272	157.067	133.501	130.985	120.39	93.989	82.746	81.974	2301.269	2301.269	2301.269
-6.055	-0.02	0	39471.807	0	272	157.067	133.501	130.985	120.39	93.989	82.746	81.974	2301.269	2301.269	2301.269
-6.057	-0.02	0	39471.908	0	272	157.096	133.42	130.918	120.368	94.032	82.876	82.104	2301.267	2301.267	2301.267
-6.057	-0.02	0	39472.006	0	272	157.096	133.42	130.918	120.368	94.032	82.876	82.104	2301.267	2301.267	2301.267
-6.055	-0.02	0	39472.108	0	272	157.096	133.42	130.918	120.368	94.032	82.876	82.104	2301.267	2301.267	2301.267
-6.054	-0.019	0	39472.207	0	272	157.096	133.42	130.918	120.368	94.032	82.876	82.104	2301.267	2301.267	2301.267
-6.048	-0.019	0	39472.307	0	272	157.096	133.42	130.918	120.368	94.032	82.876	82.104	2301.267	2301.267	2301.267
-6.042	-0.019	0	39472.423	0	272	157.096	133.42	130.918	120.368	94.032	82.876	82.104	2301.267	2301.267	2301.267
-6.033	-0.019	0	39472.505	0	272	157.096	133.42	130.918	120.368	94.032	82.876	82.104	2301.267	2301.267	2301.267
-6.026	-0.019	0	39472.622	0	272	157.139	133.342	130.873	120.356	94.092	83.029	82.261	2301.283	2301.283	2301.283
-6.025	-0.02	0	39472.706	0	272	157.139	133.342	130.873	120.356	94.092	83.029	82.261	2301.283	2301.283	2301.283
-6.028	-0.021	0	39472.826	0	272	157.139	133.342	130.873	120.356	94.092	83.029	82.261	2301.283	2301.283	2301.283
-6.031	-0.02	0	39472.91	0	272	157.139	133.342	130.873	120.356	94.092	83.029	82.261	2301.283	2301.283	2301.283
-6.034	-0.02	0	39473.015	0	272	157.139	133.342	130.873	120.356	94.092	83.029	82.261	2301.283	2301.283	2301.283
-6.035	-0.02	0	39473.145	0	272	157.139	133.342	130.873	120.356	94.092	83.029	82.261	2301.283	2301.283	2301.283
-6.033	-0.02	0	39473.207	0	272	157.139	133.342	130.873	120.356	94.092	83.029	82.261	2301.283	2301.283	2301.283
-6.029	-0.02	0	39473.308	0	272	157.15	133.264	130.8	120.327	94.146	83.161	82.396	2301.272	2301.272	2301.272
-6.024	-0.02	0	39473.408	0	272	157.15	133.264	130.8	120.327	94.146	83.161	82.396	2301.272	2301.272	2301.272
-6.019	-0.019	0	39473.51	0	272	157.15	133.264	130.8	120.327	94.146	83.161	82.396	2301.272	2301.272	2301.272
-6.017	-0.019	0	39473.616	0	272	157.15	133.264	130.8	120.327	94.146	83.161	82.396	2301.272	2301.272	2301.272
-6.005	-0.019	0	39473.706	0	272	157.15	133.264	130.8	120.327	94.146	83.161	82.396	2301.272	2301.272	2301.272
-6	-0.019	0	39473.807	0	272	157.15	133.264	130.8	120.327	94.146	83.161	82.396	2301.272	2301.272	2301.272
-6.005	-0.02	0	39473.908	0	272	157.15	133.264	130.8	120.327	94.146	83.161	82.396	2301.272	2301.272	2301.272
-6.007	-0.02	0	39474.008	0	272	157.17	133.19	130.729	120.284	94.189	83.285	82.53	2301.262	2301.262	2301.262
-6.009	-0.02	0	39474.107	0	272	157.17	133.19	130.729	120.284	94.189	83.285	82.53	2301.262	2301.262	2301.262
-6.009	-0.019	0	39474.206	0	272	157.17	133.19	130.729	120.284	94.189	83.285	82.53	2301.262	2301.262	2301.262
-6.009	-0.019	0	39474.308	0	272	157.17	133.19	130.729	120.284	94.189	83.285	82.53	2301.262	2301.262	2301.262
-6.008	-0.02	0	39474.406	0	272	157.17	133.19	130.729	120.284	94.189	83.285	82.53	2301.262	2301.262	2301.262
-6.006	-0.02	0	39474.512	0	272	157.17	133.19	130.729	120.284	94.189	83.285	82.53	2301.262	2301.262	2301.262
-6.002	-0.02	0	39474.616	0	272	157.17	133.19	130.729	120.284	94.189	83.285	82.53	2301.262	2301.262	2301.262
-5.999	-0.02	0	39474.711	0	272	157.196	133.116	130.667	120.261	94.25	83.419	82.669	2301.254	2301.254	2301.254
-5.991	-0.02	0	39474.81	0	272	157.196	133.116	130.667	120.261	94.25	83.419	82.669	2301.254	2301.254	2301.254
-5.988	-0.02	0	39474.918	0	272	157.196	133.116	130.667	120.261	94.25	83.419	82.669	2301.254	2301.254	2301.254
-5.992	-0.018	0	39475.016	0	272	157.196	133.116	130.667	120.261	94.25	83.419	82.669	2301.254	2301.254	2301.254
-5.997	-0.02	0	39475.115	0	272	157.196	133.116	130.667	120.261	94.25	83.419	82.669	2301.254	2301.254	2301.254
-6.001	-0.02	0	39475.208	0	272	157.196	133.116	130.667	120.261	94.25	83.419	82.669	2301.254	2301.254	2301.254
-6.002	-0.02	0	39475.309	0	272	157.196	133.116	130.667	120.261	94.25	83.419	82.669	2301.254	2301.254	2301.254
-6.006	-0.02	0	39475.406	0	272	157.217	133.035	130.615	120.242	94.315	83.557	82.816	2301.261	2301.261	2301.261
-6.007	-0.02	0	39475.51	0	272	157.217	133.035	130.615	120.242	94.315	83.557	82.816	2301.261	2301.261	2301.261
-6.007	-0.02	0	39475.608	0	272	157.217	133.035	130.615	120.242	94.315	83.557	82.816	2301.261	2301.261	2301.261
-6.006	-0.02	0	39475.707	0	272	157.217	133.035	130.615	120.242	94.315	83.557	82.816	2301.261	2301.261	2301.261
-6.002	-0.02	0	39475.81	0	272	157.217	133.035	130.615	120.242	94.315	83.557	82.816	2301.261	2301.261	2301.261
-6	-0.02	0	39475.909	0	272	157.217	133.035	130.615	120.242	94.315	83.557	82.816	2301.261	2301.261	2301.261
-5.991	-0.02	0	39476.009	0	272	157.217	133.035	130.615	120.242	94.315	83.557	82.816	2301.261	2301.261	2301.261
-5.988	-0.02	0	39476.136	0	272	157.261	132.964	130.539	120.205	94.369	83.69	82.952	2301.261	2301.261	2301.261
-5.998	-0.02	0	39476.209	0	272	157.261	132.964	130.539	120.205	94.369	83.69	82.952	2301.261	2301.261	2301.261
-5.999	-0.019	0	39476.31	0	272	157.261	132.964	130.539	120.205	94.369	83.69	82.952	2301.261	2301.261	2301.261
-6.003	-0.02	0	39476.411	0	272	157.261	132.964	130.539	120.205	94.369	83.69	82.952	2301.261	2301.261	2301.261
-6.006	-0.019	0	39476.514	0	272	157.261	132.964	130.539	120.205	94.369	83.69	82.952	2301.261	2301.261	2301.261
-6.007	-0.02	0	39476.608	0	272	157.261	132.964	130.539	120.205	94.369	83.69	82.952	2301.261	2301.261	2301.261
-6.008	-0.02	0	39476.709	0	272	157.261	132.964	130.539	120.205	94.369	83.69	82.952	2301.261	2301.261	2301.261
-6.006	-0.019	0	39476.813	0	272	157.279	132.898	130.485	120.188	94.431	83.825	83.091	2301.265	2301.265	2301.265
-6.005	-0.02	0	39476.907	0	272	157.279	132.898	130.485	120.188	94.431	83.825	83.091	2301.265	2301.265	2301.265
-6.001	-0.019	0	39477.007	0	272	157.279	132.898	130.485	120.188	94.431	83.825	83.091	2301.265	2301.265	2301.265
-6	-0.02	0	39477.112	0	272	157.279	132.898	130.485	120.188	94.431	83.825	83.091	2301.265	2301.265	2301.265
-5.99	-0.018	0	39477.207	0	272	157.279	132.898	130.485	120.188	94.431	83.825	83.091	2301.265	2301.265	2301.265
-5.989	-0.02	0	39477.31	0	272	157.279	132.898	130.485	120.188	94.431	83.825	83.091	2301.265	2301.265	2301.265
-5.995	-0.02	0	39477.408	0	272	157.279	132.898	130.485	120.188	94.431	83.825	83.091	2301.265	2301.265	2301.265
-6	-0.02	0	39477.509	0	272	157.299	132.846	130.425	120.177	94.508	83.97	83.241	2301.284	2301.284	2301.284
-6.003	-0.019	0	39477.609	0	272	157.299	132.846	130.425	120.177	94.508	83.97	83.241	2301.284	2301.284	2301.284
-6.006	-0.019	0	39477.727	0	272	157.299	132.846	130.425	120.177	94.508	83.97	83.241	2301.284	2301.284	2301.284
-6.007	-0.02	0	39477.808	0	272	157.299	132.846	130.425	120.177	94.508	83.97	83.241	2301.284	2301.284	2301.284
-6.008	-0.019	0	39477.907	0	272	157.299	132.846	130.425	120.177	94.508	83.97	83.241	2301.284	2301.284	2301.284
-6.008	-0.02	0	39478.01	0	272	157.299	132.846	130.425	120.177	94.508	83.97	83.241	2301.284	2301.284	2301.284
-5.999	-0.02	0	39478.111	0	272	157.299	132.846	130.425	120.177	94.508	83.97	83.241	2301.284	2301.284	2301.284
-5.995	-0.02	0	39478.206	0	272	157.317	132.763	130.355	120.14	94.564	84.09	83.36	2301.269	2301.269	2301.269
-5.993	-0.02	0	39478.306	0	272	157.317	132.763	130.355	120.14	94.564	84.09	83.36	2301.269	2301.269	2301.269
-5.984	-0.019	0	39478.411	0	272	157.317	132.763	130.355	120.14	94.564	84.09	83.36	2301.269	2301.269	2301.269
-5.983	-0.02	0	39478.508	0	272	157.317	132.763	130.355	120.14	94.564	84.09	83.36	2301.269	2301.269	2301.269
-5.988	-0.02	0	39478.616	0	272	157.317	132.763	130.355	120.14	94.564	84.09	83.36	2301.269	2301.269	2301.269
-5.992	-0.02	0	39478.717	0	272	157.317	132.763	130.355	120.14	94.564	84.09	83.36	2301.269	2301.269	2301.269
-5.997	-0.02	0	39478.81	0	272	157.317	132.763	130.355	120.14	94.564	84.09	83.36	2301.269	2301.269	2301.269
-6	-0.02	0	39478.914	0	272	157.333	132.688	130.288	120.096	94.629	84.215	83.487	2301.257	2301.257	2301.257
-6.002	-0.02	0	39479.006	0	272	157.333	132.688	130.288	120.096	94.629	84.215	83.487	2301.257	2301.257	2301.257
-6.003	-0.02	0	39479.11	0	272	157.333	132.688	130.288	120.096	94.629	84.215	83.487	2301.257	2301.257	2301.257
-6.002	-0.019	0	39479.207	0	272	157.333	132.688	130.288	120.096	94.629	84.215	83.487	2301.257	2301.257	2301.257
-6.002	-0.019	0	39479.31	0	272	157.333	132.688	130.288	120.096	94.629	84.215	83.487	2301.257	2301.257	2301.257
-6	-0.02	0	39479.409	0	272	157.333	132.688	130.288	120.096	94.629	84.215	83.487	2301.257	2301.257	2301.257
-6	-0.02	0	39479.509	0	272	157.333	132.688	130.288	120.096	94.629	84.215	83.487	2301.257	2301.257	2301.257
-5.993	-0.02	0	39479.618	0	272	157.359	132.617	130.238	120.08	94.703	84.359	83.621	2301.269	2301.269	2301.269
-5.993	-0.02	0	39479.707	0	272	157.359	132.617	130.238	120.08	94.703	84.359	83.621	2301.269	2301.269	2301.269
-6.005	-0.021	0	39479.808	0	272	157.359	132.617	130.238	120.08	94.703	84.359	83.621	2301.269	2301.269	2301.269
-6.008	-0.019	0	39479.916	0	272	157.359	132.617	130.238	120.08	94.703	84.359	83.621	2301.269	2301.269	2301.269
-6.013	-0.02	0	39480.014	0	272	157.359	132.617	130.238	120.08	94.703	84.359	83.621	2301.269	2301.269	2301.269
-6.02	-0.019	0	39480.108	0	272	157.359	132.617	130.238	120.08	94.703	84.359	83.621	2301.269	2301.269	2301.269
-6.023	-0.019	0	39480.207	0	272	157.359	132.617	130.238	120.08	94.703	84.359	83.621	2301.269	2301.269	2301.269
-6.025	-0.02	0	39480.312	0	272	157.385	132.549	130.171	120.053	94.766	84.477	83.752	2301.265	2301.265	2301.265
-6.026	-0.02	0	39480.418	0	272	157.385	132.549	130.171	120.053	94.766	84.477	83.752	2301.265	2301.265	2301.265
-6.026	-0.02	0	39480.506	0	272	157.385	132.549	130.171	120.053	94.766	84.477	83.752	2301.265	2301.265	2301.265
-6.025	-0.02	0	39480.62	0	272	157.385	132.549	130.171	120.053	94.766	84.477	83.752	2301.265	2301.265	2301.265
-6.03	-0.02	0	39480.717	0	272	157.385	132.549	130.171	120.053	94.766	84.477	83.752	2301.265	2301.265	2301.265
-6.017	-0.019	0	39480.806	0	272	157.385	132.549	130.171	120.053	94.766	84.477	83.752	2301.265	2301.265	2301.265
-6.018	-0.02	0	39480.908	0	272	157.385	132.549	130.171	120.053	94.766	84.477	83.752	2301.265	2301.265	2301.265
-6.027	-0.02	0	39481.014	0	272	157.392	132.483	130.108	120.005	94.836	84.597	83.865	2301.252	2301.252	2301.252
-6.034	-0.019	0	39481.146	0	272	157.392	132.483	130.108	120.005	94.836	84.597	83.865	2301.252	2301.252	2301.252
-6.04	-0.019	0	39481.208	0	272	157.392	132.483	130.108	120.005	94.836	84.597	83.865	2301.252	2301.252	2301.252
-6.045	-0.02	0	39481.308	0	272	157.392	132.483	130.108	120.005	94.836	84.597	83.865	2301.252	2301.252	2301.252
-6.048	-0.02	0	39481.406	0	272	157.392	132.483	130.108	120.005	94.836	84.597	83.865	2301.252	2301.252	2301.252
-6.048	-0.02	0	39481.511	0	272	157.392	132.483	130.108	120.005	94.836	84.597	83.865	2301.252	2301.252	2301.252
-6.046	-0.02	0	39481.61	0	272	157.392	132.483	130.108	120.005	94.836	84.597	83.865	2301.252	2301.252	2301.252
-6.045	-0.02	0	39481.708	0	272	157.425	132.413	130.046	119.992	94.903	84.723	83.993	2301.259	2301.259	2301.259
-6.044	-0.019	0	39481.813	0	272	157.425	132.413	130.046	119.992	94.903	84.723	83.993	2301.259	2301.259	2301.259
-6.034	-0.019	0	39481.907	0	272	157.425	132.413	130.046	119.992	94.903	84.723	83.993	2301.259	2301.259	2301.259
-6.033	-0.02	0	39482.01	0	272	157.425	132.413	130.046	119.992	94.903	84.723	83.993	2301.259	2301.259	2301.259
-6.041	-0.02	0	39482.112	0	272	157.425	132.413	130.046	119.992	94.903	84.723	83.993	2301.259	2301.259	2301.259
-6.047	-0.02	0	39482.209	0	272	157.425	132.413	130.046	119.992	94.903	84.723	83.993	2301.259	2301.259	2301.259
-6.052	-0.02	0	39482.311	0	272	157.425	132.413	130.046	119.992	94.903	84.723	83.993	2301.259	2301.259	2301.259
-6.056	-0.019	0	39482.408	0	272	157.438	132.346	129.986	119.968	94.972	84.833	84.113	2301.265	2301.265	2301.265
-6.058	-0.02	0	39482.525	0	272	157.438	132.346	129.986	119.968	94.972	84.833	84.113	2301.265	2301.265	2301.265
-6.059	-0.02	0	39482.612	0	272	157.438	132.346	129.986	119.968	94.972	84.833	84.113	2301.265	2301.265	2301.265
-6.057	-0.02	0	39482.708	0	272	157.438	132.346	129.986	119.968	94.972	84.833	84.113	2301.265	2301.265	2301.265
-6.055	-0.02	0	39482.809	0	272	157.438	132.346	129.986	119.968	94.972	84.833	84.113	2301.265	2301.265	2301.265
-6.054	-0.019	0	39482.909	0	272	157.438	132.346	129.986	119.968	94.972	84.833	84.113	2301.265	2301.265	2301.265
-6.048	-0.019	0	39483.017	0	272	157.438	132.346	129.986	119.968	94.972	84.833	84.113	2301.265	2301.265	2301.265
-6.049	-0.019	0	39483.107	0	272	157.471	132.283	129.925	119.938	95.045	84.949	84.236	2301.269	2301.269	2301.269
-6.057	-0.019	0	39483.208	0	272	157.471	132.283	129.925	119.938	95.045	84.949	84.236	2301.269	2301.269	2301.269
-6.063	-0.02	0	39483.309	0	272	157.471	132.283	129.925	119.938	95.045	84.949	84.236	2301.269	2301.269	2301.269
-6.068	-0.02	0	39483.412	0	272	157.471	132.283	129.925	119.938	95.045	84.949	84.236	2301.269	2301.269	2301.269
-6.073	-0.02	0	39483.508	0	272	157.471	132.283	129.925	119.938	95.045	84.949	84.236	2301.269	2301.269	2301.269
-6.075	-0.019	0	39483.608	0	272	157.471	132.283	129.925	119.938	95.045	84.949	84.236	2301.269	2301.269	2301.269
-6.076	-0.02	0	39483.706	0	272	157.471	132.283	129.925	119.938	95.045	84.949	84.236	2301.269	2301.269	2301.269
-6.075	-0.02	0	39483.809	0	272	157.475	132.206	129.858	119.905	95.113	85.06	84.341	2301.256	2301.256	2301.256
-6.073	-0.02	0	39483.956	0	272	157.475	132.206	129.858	119.905	95.113	85.06	84.341	2301.256	2301.256	2301.256
-6.075	-0.02	0	39484.007	0	272	157.475	132.206	129.858	119.905	95.113	85.06	84.341	2301.256	2301.256	2301.256
-6.064	-0.02	0	39484.107	0	272	157.475	132.206	129.858	119.905	95.113	85.06	84.341	2301.256	2301.256	2301.256
-6.065	-0.02	0	39484.209	0	272	157.475	132.206	129.858	119.905	95.113	85.06	84.341	2301.256	2301.256	2301.256
-6.074	-0.019	0	39484.327	0	272	157.475	132.206	129.858	119.905	95.113	85.06	84.341	2301.256	2301.256	2301.256
-6.081	-0.02	0	39484.409	0	272	157.475	132.206	129.858	119.905	95.113	85.06	84.341	2301.256	2301.256	2301.256
-6.086	-0.019	0	39484.512	0	272	157.505	132.148	129.811	119.891	95.187	85.18	84.452	2301.266	2301.266	2301.266
-6.09	-0.02	0	39484.611	0	272	157.505	132.148	129.811	119.891	95.187	85.18	84.452	2301.266	2301.266	2301.266
-6.091	-0.02	0	39484.707	0	272	157.505	132.148	129.811	119.891	95.187	85.18	84.452	2301.266	2301.266	2301.266
-6.092	-0.02	0	39484.807	0	272	157.505	132.148	129.811	119.891	95.187	85.18	84.452	2301.266	2301.266	2301.266
-6.09	-0.02	0	39484.908	0	272	157.505	132.148	129.811	119.891	95.187	85.18	84.452	2301.266	2301.266	2301.266
-6.088	-0.019	0	39485.01	0	272	157.505	132.148	129.811	119.891	95.187	85.18	84.452	2301.266	2301.266	2301.266
-6.08	-0.02	0	39485.118	0	272	157.505	132.148	129.811	119.891	95.187	85.18	84.452	2301.266	2301.266	2301.266
-6.081	-0.02	0	39485.212	0	272	157.511	132.078	129.751	119.86	95.266	85.28	84.55	2301.263	2301.263	2301.263
-6.089	-0.02	0	39485.312	0	272	157.511	132.078	129.751	119.86	95.266	85.28	84.55	2301.263	2301.263	2301.263
-6.097	-0.02	0	39485.409	0	272	157.511	132.078	129.751	119.86	95.266	85.28	84.55	2301.263	2301.263	2301.263
-6.102	-0.02	0	39485.522	0	272	157.511	132.078	129.751	119.86	95.266	85.28	84.55	2301.263	2301.263	2301.263
-6.107	-0.02	0	39485.615	0	272	157.511	132.078	129.751	119.86	95.266	85.28	84.55	2301.263	2301.263	2301.263
-6.109	-0.02	0	39485.709	0	272	157.511	132.078	129.751	119.86	95.266	85.28	84.55	2301.263	2301.263	2301.263
-6.111	-0.02	0	39485.808	0	272	157.511	132.078	129.751	119.86	95.266	85.28	84.55	2301.263	2301.263	2301.263
-6.109	-0.02	0	39485.908	0	272	157.549	132.022	129.694	119.841	95.345	85.385	84.652	2301.274	2301.274	2301.274
-6.107	-0.02	0	39486.008	0	272	157.549	132.022	129.694	119.841	95.345	85.385	84.652	2301.274	2301.274	2301.274
-6.102	-0.02	0	39486.108	0	272	157.549	132.022	129.694	119.841	95.345	85.385	84.652	2301.274	2301.274	2301.274
-6.102	-0.02	0	39486.208	0	272	157.549	132.022	129.694	119.841	95.345	85.385	84.652	2301.274	2301.274	2301.274
-6.113	-0.019	0	39486.307	0	272	157.549	132.022	129.694	119.841	95.345	85.385	84.652	2301.274	2301.274	2301.274
-6.119	-0.02	0	39486.406	0	272	157.549	132.022	129.694	119.841	95.345	85.385	84.652	2301.274	2301.274	2301.274
-6.125	-0.02	0	39486.508	0	272	157.549	132.022	129.694	119.841	95.345	85.385	84.652	2301.274	2301.274	2301.274
-6.128	-0.02	0	39486.64	0	272	157.551	131.943	129.615	119.803	95.392	85.47	84.739	2301.249	2301.249	2301.249
-6.13	-0.02	0	39486.734	0	272	157.551	131.943	129.615	119.803	95.392	85.47	84.739	2301.249	2301.249	2301.249
-6.131	-0.02	0	39486.806	0	272	157.551	131.943	129.615	119.803	95.392	85.47	84.739	2301.249	2301.249	2301.249
-6.13	-0.02	0	39486.908	0	272	157.551	131.943	129.615	119.803	95.392	85.47	84.739	2301.249	2301.249	2301.249
-6.128	-0.02	0	39487.009	0	272	157.551	131.943	129.615	119.803	95.392	85.47	84.739	2301.249	2301.249	2301.249
-6.122	-0.019	0	39487.107	0	272	157.551	131.943	129.615	119.803	95.392	85.47	84.739	2301.249	2301.249	2301.249
-6.121	-0.019	0	39487.209	0	272	157.551	131.943	129.615	119.803	95.392	85.47	84.739	2301.249	2301.249	2301.249
-6.128	-0.02	0	39487.314	0	272	157.574	131.878	129.568	119.771	95.472	85.558	84.825	2301.265	2301.265	2301.265
-6.137	-0.019	0	39487.419	0	272	157.574	131.878	129.568	119.771	95.472	85.558	84.825	2301.265	2301.265	2301.265
-6.143	-0.02	0	39487.511	0	272	157.574	131.878	129.568	119.771	95.472	85.558	84.825	2301.265	2301.265	2301.265
-6.148	-0.02	0	39487.62	0	272	157.574	131.878	129.568	119.771	95.472	85.558	84.825	2301.265	2301.265	2301.265
-6.151	-0.02	0	39487.708	0	272	157.574	131.878	129.568	119.771	95.472	85.558	84.825	2301.265	2301.265	2301.265
-6.153	-0.02	0	39487.807	0	272	157.574	131.878	129.568	119.771	95.472	85.558	84.825	2301.265	2301.265	2301.265
-6.153	-0.02	0	39487.907	0	272	157.574	131.878	129.568	119.771	95.472	85.558	84.825	2301.265	2301.265	2301.265
-6.15	-0.02	0	39488.013	0	272	157.59	131.819	129.506	119.742	95.533	85.642	84.896	2301.266	2301.266	2301.266
-6.149	-0.019	0	39488.11	0	272	157.59	131.819	129.506	119.742	95.533	85.642	84.896	2301.266	2301.266	2301.266
-6.141	-0.019	0	39488.208	0	272	157.59	131.819	129.506	119.742	95.533	85.642	84.896	2301.266	2301.266	2301.266
-6.143	-0.02	0	39488.308	0	272	157.59	131.819	129.506	119.742	95.533	85.642	84.896	2301.266	2301.266	2301.266
-6.153	-0.02	0	39488.407	0	272	157.59	131.819	129.506	119.742	95.533	85.642	84.896	2301.266	2301.266	2301.266
-6.16	-0.02	0	39488.508	0	272	157.59	131.819	129.506	119.742	95.533	85.642	84.896	2301.266	2301.266	2301.266
-6.167	-0.02	0	39488.628	0	272	157.59	131.819	129.506	119.742	95.533	85.642	84.896	2301.266	2301.266	2301.266
-6.172	-0.02	0	39488.707	0	272	157.615	131.752	129.457	119.726	95.602	85.714	84.967	2301.274	2301.274	2301.274
-6.174	-0.019	0	39488.808	0	272	157.615	131.752	129.457	119.726	95.602	85.714	84.967	2301.274	2301.274	2301.274
