pos	load		time			T_oven	T_Cu1	T_Cu2	T_Inco1	T_Inco2	T_Cu3	T_Cu4			
-6	-0.02	0	38881.041	0	272	167.175	40.361	38.369	34.955	30.437	28.849	28.666	2301.253	2301.253	2301.253
-5.991	-0.021	0	38881.063	0	272	167.154	40.445	38.444	35.014	30.469	28.851	28.673	2301.222	2301.222	2301.222
-5.986	-0.021	0	38881.166	0	272	167.154	40.445	38.444	35.014	30.469	28.851	28.673	2301.222	2301.222	2301.222
-5.998	-0.021	0	38881.268	0	272	167.154	40.445	38.444	35.014	30.469	28.851	28.673	2301.222	2301.222	2301.222
-6.002	-0.02	0	38881.365	0	272	167.154	40.445	38.444	35.014	30.469	28.851	28.673	2301.222	2301.222	2301.222
-5.998	-0.021	0	38881.471	0	272	167.154	40.445	38.444	35.014	30.469	28.851	28.673	2301.222	2301.222	2301.222
-5.985	-0.02	0	38881.569	0	272	167.154	40.445	38.444	35.014	30.469	28.851	28.673	2301.222	2301.222	2301.222
-5.993	-0.02	0	38881.664	0	272	167.154	40.445	38.444	35.014	30.469	28.851	28.673	2301.222	2301.222	2301.222
-6.001	-0.021	0	38881.765	0	272	167.155	40.541	38.55	35.098	30.511	28.89	28.702	2301.237	2301.237	2301.237
-6	-0.02	0	38881.868	0	272	167.155	40.541	38.55	35.098	30.511	28.89	28.702	2301.237	2301.237	2301.237
-5.992	-0.022	0	38881.971	0	272	167.155	40.541	38.55	35.098	30.511	28.89	28.702	2301.237	2301.237	2301.237
-5.985	-0.02	0	38882.065	0	272	167.155	40.541	38.55	35.098	30.511	28.89	28.702	2301.237	2301.237	2301.237
-5.997	-0.02	0	38882.165	0	272	167.155	40.541	38.55	35.098	30.511	28.89	28.702	2301.237	2301.237	2301.237
-6.002	-0.02	0	38882.265	0	272	167.155	40.541	38.55	35.098	30.511	28.89	28.702	2301.237	2301.237	2301.237
-5.997	-0.02	0	38882.365	0	272	167.155	40.541	38.55	35.098	30.511	28.89	28.702	2301.237	2301.237	2301.237
-5.986	-0.021	0	38882.47	0	272	167.145	40.635	38.642	35.17	30.548	28.912	28.729	2301.238	2301.238	2301.238
-5.993	-0.02	0	38882.567	0	272	167.145	40.635	38.642	35.17	30.548	28.912	28.729	2301.238	2301.238	2301.238
-6	-0.02	0	38882.667	0	272	167.145	40.635	38.642	35.17	30.548	28.912	28.729	2301.238	2301.238	2301.238
-6.001	-0.02	0	38882.768	0	272	167.145	40.635	38.642	35.17	30.548	28.912	28.729	2301.238	2301.238	2301.238
-5.993	-0.02	0	38882.866	0	272	167.145	40.635	38.642	35.17	30.548	28.912	28.729	2301.238	2301.238	2301.238
-5.983	-0.02	0	38882.966	0	272	167.145	40.635	38.642	35.17	30.548	28.912	28.729	2301.238	2301.238	2301.238
-5.995	-0.021	0	38883.068	0	272	167.145	40.635	38.642	35.17	30.548	28.912	28.729	2301.238	2301.238	2301.238
-6.002	-0.02	0	38883.165	0	272	167.134	40.719	38.72	35.256	30.576	28.94	28.752	2301.23	2301.23	2301.23
-6	-0.02	0	38883.265	0	272	167.134	40.719	38.72	35.256	30.576	28.94	28.752	2301.23	2301.23	2301.23
-5.99	-0.02	0	38883.366	0	272	167.134	40.719	38.72	35.256	30.576	28.94	28.752	2301.23	2301.23	2301.23
-5.986	-0.02	0	38883.464	0	272	167.134	40.719	38.72	35.256	30.576	28.94	28.752	2301.23	2301.23	2301.23
-5.999	-0.02	0	38883.566	0	272	167.134	40.719	38.72	35.256	30.576	28.94	28.752	2301.23	2301.23	2301.23
-6.002	-0.021	0	38883.666	0	272	167.134	40.719	38.72	35.256	30.576	28.94	28.752	2301.23	2301.23	2301.23
-5.997	-0.021	0	38883.77	0	272	167.134	40.719	38.72	35.256	30.576	28.94	28.752	2301.23	2301.23	2301.23
-5.982	-0.02	0	38883.876	0	272	167.138	40.822	38.813	35.326	30.622	28.966	28.785	2301.24	2301.24	2301.24
-5.993	-0.02	0	38883.965	0	272	167.138	40.822	38.813	35.326	30.622	28.966	28.785	2301.24	2301.24	2301.24
-6.001	-0.02	0	38884.064	0	272	167.138	40.822	38.813	35.326	30.622	28.966	28.785	2301.24	2301.24	2301.24
-6	-0.02	0	38884.165	0	272	167.138	40.822	38.813	35.326	30.622	28.966	28.785	2301.24	2301.24	2301.24
-5.993	-0.02	0	38884.267	0	272	167.138	40.822	38.813	35.326	30.622	28.966	28.785	2301.24	2301.24	2301.24
-5.984	-0.02	0	38884.365	0	272	167.138	40.822	38.813	35.326	30.622	28.966	28.785	2301.24	2301.24	2301.24
-5.997	-0.02	0	38884.468	0	272	167.138	40.822	38.813	35.326	30.622	28.966	28.785	2301.24	2301.24	2301.24
-6.001	-0.021	0	38884.566	0	272	167.135	40.908	38.917	35.407	30.671	28.992	28.802	2301.249	2301.249	2301.249
-5.999	-0.02	0	38884.666	0	272	167.135	40.908	38.917	35.407	30.671	28.992	28.802	2301.249	2301.249	2301.249
-5.988	-0.02	0	38884.765	0	272	167.135	40.908	38.917	35.407	30.671	28.992	28.802	2301.249	2301.249	2301.249
-5.991	-0.02	0	38884.868	0	272	167.135	40.908	38.917	35.407	30.671	28.992	28.802	2301.249	2301.249	2301.249
-6	-0.02	0	38884.967	0	272	167.135	40.908	38.917	35.407	30.671	28.992	28.802	2301.249	2301.249	2301.249
-6.001	-0.02	0	38885.066	0	272	167.135	40.908	38.917	35.407	30.671	28.992	28.802	2301.249	2301.249	2301.249
-5.995	-0.02	0	38885.165	0	272	167.135	40.908	38.917	35.407	30.671	28.992	28.802	2301.249	2301.249	2301.249
-5.982	-0.019	0	38885.273	0	272	167.127	40.993	38.999	35.488	30.697	29.011	28.822	2301.239	2301.239	2301.239
-5.995	-0.021	0	38885.375	0	272	167.127	40.993	38.999	35.488	30.697	29.011	28.822	2301.239	2301.239	2301.239
-6.001	-0.02	0	38885.466	0	272	167.127	40.993	38.999	35.488	30.697	29.011	28.822	2301.239	2301.239	2301.239
-6	-0.021	0	38885.564	0	272	167.127	40.993	38.999	35.488	30.697	29.011	28.822	2301.239	2301.239	2301.239
-5.991	-0.021	0	38885.665	0	272	167.127	40.993	38.999	35.488	30.697	29.011	28.822	2301.239	2301.239	2301.239
-5.985	-0.02	0	38885.764	0	272	167.127	40.993	38.999	35.488	30.697	29.011	28.822	2301.239	2301.239	2301.239
-5.998	-0.02	0	38885.866	0	272	167.127	40.993	38.999	35.488	30.697	29.011	28.822	2301.239	2301.239	2301.239
-6.002	-0.021	0	38885.966	0	272	167.115	41.087	39.09	35.553	30.74	29.042	28.86	2301.246	2301.246	2301.246
-5.998	-0.021	0	38886.065	0	272	167.115	41.087	39.09	35.553	30.74	29.042	28.86	2301.246	2301.246	2301.246
-5.984	-0.019	0	38886.166	0	272	167.115	41.087	39.09	35.553	30.74	29.042	28.86	2301.246	2301.246	2301.246
-5.967	-0.02	0	38886.275	0	272	167.115	41.087	39.09	35.553	30.74	29.042	28.86	2301.246	2301.246	2301.246
-5.925	-0.021	0	38886.37	0	272	167.115	41.087	39.09	35.553	30.74	29.042	28.86	2301.246	2301.246	2301.246
-5.907	-0.021	0	38886.467	0	272	167.115	41.087	39.09	35.553	30.74	29.042	28.86	2301.246	2301.246	2301.246
-5.896	-0.021	0	38886.566	0	272	167.115	41.087	39.09	35.553	30.74	29.042	28.86	2301.246	2301.246	2301.246
-5.893	-0.02	0	38886.665	0	272	167.118	41.177	39.177	35.634	30.781	29.061	28.878	2301.239	2301.239	2301.239
-5.905	-0.021	0	38886.766	0	272	167.118	41.177	39.177	35.634	30.781	29.061	28.878	2301.239	2301.239	2301.239
-5.908	-0.021	0	38886.871	0	272	167.118	41.177	39.177	35.634	30.781	29.061	28.878	2301.239	2301.239	2301.239
-5.9	-0.021	0	38886.967	0	272	167.118	41.177	39.177	35.634	30.781	29.061	28.878	2301.239	2301.239	2301.239
-5.889	-0.02	0	38887.067	0	272	167.118	41.177	39.177	35.634	30.781	29.061	28.878	2301.239	2301.239	2301.239
-5.905	-0.02	0	38887.165	0	272	167.118	41.177	39.177	35.634	30.781	29.061	28.878	2301.239	2301.239	2301.239
-5.91	-0.021	0	38887.267	0	272	167.118	41.177	39.177	35.634	30.781	29.061	28.878	2301.239	2301.239	2301.239
-5.906	-0.021	0	38887.367	0	272	167.108	41.262	39.254	35.692	30.81	29.068	28.892	2301.219	2301.219	2301.219
-5.896	-0.02	0	38887.476	0	272	167.108	41.262	39.254	35.692	30.81	29.068	28.892	2301.219	2301.219	2301.219
-5.911	-0.021	0	38887.564	0	272	167.108	41.262	39.254	35.692	30.81	29.068	28.892	2301.219	2301.219	2301.219
-5.919	-0.02	0	38887.67	0	272	167.108	41.262	39.254	35.692	30.81	29.068	28.892	2301.219	2301.219	2301.219
-5.916	-0.021	0	38887.768	0	272	167.108	41.262	39.254	35.692	30.81	29.068	28.892	2301.219	2301.219	2301.219
-5.903	-0.021	0	38887.866	0	272	167.108	41.262	39.254	35.692	30.81	29.068	28.892	2301.219	2301.219	2301.219
-5.916	-0.02	0	38887.967	0	272	167.108	41.262	39.254	35.692	30.81	29.068	28.892	2301.219	2301.219	2301.219
-5.925	-0.02	0	38888.072	0	272	167.103	41.363	39.338	35.784	30.857	29.111	28.925	2301.234	2301.234	2301.234
-5.925	-0.021	0	38888.167	0	272	167.103	41.363	39.338	35.784	30.857	29.111	28.925	2301.234	2301.234	2301.234
-5.917	-0.021	0	38888.266	0	272	167.103	41.363	39.338	35.784	30.857	29.111	28.925	2301.234	2301.234	2301.234
-5.918	-0.02	0	38888.366	0	272	167.103	41.363	39.338	35.784	30.857	29.111	28.925	2301.234	2301.234	2301.234
-5.934	-0.02	0	38888.467	0	272	167.103	41.363	39.338	35.784	30.857	29.111	28.925	2301.234	2301.234	2301.234
-5.936	-0.02	0	38888.578	0	272	167.103	41.363	39.338	35.784	30.857	29.111	28.925	2301.234	2301.234	2301.234
-5.929	-0.021	0	38888.667	0	272	167.103	41.363	39.338	35.784	30.857	29.111	28.925	2301.234	2301.234	2301.234
-5.922	-0.02	0	38888.777	0	272	167.095	41.45	39.436	35.86	30.905	29.133	28.938	2301.239	2301.239	2301.239
-5.939	-0.02	0	38888.865	0	272	167.095	41.45	39.436	35.86	30.905	29.133	28.938	2301.239	2301.239	2301.239
-5.945	-0.02	0	38888.966	0	272	167.095	41.45	39.436	35.86	30.905	29.133	28.938	2301.239	2301.239	2301.239
-5.942	-0.021	0	38889.071	0	272	167.095	41.45	39.436	35.86	30.905	29.133	28.938	2301.239	2301.239	2301.239
-5.931	-0.021	0	38889.178	0	272	167.095	41.45	39.436	35.86	30.905	29.133	28.938	2301.239	2301.239	2301.239
-5.943	-0.02	0	38889.266	0	272	167.095	41.45	39.436	35.86	30.905	29.133	28.938	2301.239	2301.239	2301.239
-5.951	-0.02	0	38889.365	0	272	167.095	41.45	39.436	35.86	30.905	29.133	28.938	2301.239	2301.239	2301.239
-5.952	-0.02	0	38889.467	0	272	167.089	41.543	39.532	35.941	30.941	29.167	28.974	2301.236	2301.236	2301.236
-5.945	-0.021	0	38889.565	0	272	167.089	41.543	39.532	35.941	30.941	29.167	28.974	2301.236	2301.236	2301.236
-5.942	-0.021	0	38889.665	0	272	167.089	41.543	39.532	35.941	30.941	29.167	28.974	2301.236	2301.236	2301.236
-5.957	-0.02	0	38889.77	0	272	167.089	41.543	39.532	35.941	30.941	29.167	28.974	2301.236	2301.236	2301.236
-5.962	-0.02	0	38889.865	0	272	167.089	41.543	39.532	35.941	30.941	29.167	28.974	2301.236	2301.236	2301.236
-5.959	-0.021	0	38889.965	0	272	167.089	41.543	39.532	35.941	30.941	29.167	28.974	2301.236	2301.236	2301.236
-5.946	-0.02	0	38890.072	0	272	167.089	41.543	39.532	35.941	30.941	29.167	28.974	2301.236	2301.236	2301.236
-5.961	-0.021	0	38890.167	0	272	167.091	41.64	39.611	36.023	30.99	29.189	29.001	2301.248	2301.248	2301.248
-5.971	-0.02	0	38890.27	0	272	167.091	41.64	39.611	36.023	30.99	29.189	29.001	2301.248	2301.248	2301.248
-5.973	-0.021	0	38890.368	0	272	167.091	41.64	39.611	36.023	30.99	29.189	29.001	2301.248	2301.248	2301.248
-5.966	-0.021	0	38890.469	0	272	167.091	41.64	39.611	36.023	30.99	29.189	29.001	2301.248	2301.248	2301.248
-5.962	-0.021	0	38890.573	0	272	167.091	41.64	39.611	36.023	30.99	29.189	29.001	2301.248	2301.248	2301.248
-5.977	-0.02	0	38890.674	0	272	167.091	41.64	39.611	36.023	30.99	29.189	29.001	2301.248	2301.248	2301.248
-5.983	-0.021	0	38890.767	0	272	167.091	41.64	39.611	36.023	30.99	29.189	29.001	2301.248	2301.248	2301.248
-5.98	-0.021	0	38890.866	0	272	167.067	41.711	39.691	36.08	31.008	29.203	29.014	2301.225	2301.225	2301.225
-5.972	-0.021	0	38890.972	0	272	167.067	41.711	39.691	36.08	31.008	29.203	29.014	2301.225	2301.225	2301.225
-5.981	-0.02	0	38891.07	0	272	167.067	41.711	39.691	36.08	31.008	29.203	29.014	2301.225	2301.225	2301.225
-5.989	-0.02	0	38891.167	0	272	167.067	41.711	39.691	36.08	31.008	29.203	29.014	2301.225	2301.225	2301.225
-5.992	-0.021	0	38891.269	0	272	167.067	41.711	39.691	36.08	31.008	29.203	29.014	2301.225	2301.225	2301.225
-5.986	-0.021	0	38891.366	0	272	167.067	41.711	39.691	36.08	31.008	29.203	29.014	2301.225	2301.225	2301.225
-5.979	-0.02	0	38891.469	0	272	167.067	41.711	39.691	36.08	31.008	29.203	29.014	2301.225	2301.225	2301.225
-5.994	-0.02	0	38891.567	0	272	167.059	41.798	39.789	36.161	31.053	29.238	29.049	2301.235	2301.235	2301.235
-6.002	-0.02	0	38891.665	0	272	167.059	41.798	39.789	36.161	31.053	29.238	29.049	2301.235	2301.235	2301.235
-6	-0.02	0	38891.768	0	272	167.059	41.798	39.789	36.161	31.053	29.238	29.049	2301.235	2301.235	2301.235
-5.992	-0.021	0	38891.867	0	272	167.059	41.798	39.789	36.161	31.053	29.238	29.049	2301.235	2301.235	2301.235
-5.99	-0.02	0	38891.966	0	272	167.059	41.798	39.789	36.161	31.053	29.238	29.049	2301.235	2301.235	2301.235
-6.005	-0.02	0	38892.072	0	272	167.059	41.798	39.789	36.161	31.053	29.238	29.049	2301.235	2301.235	2301.235
-6.01	-0.02	0	38892.17	0	272	167.059	41.798	39.789	36.161	31.053	29.238	29.049	2301.235	2301.235	2301.235
-6.008	-0.02	0	38892.267	0	272	167.047	41.87	39.86	36.227	31.09	29.253	29.06	2301.218	2301.218	2301.218
-5.994	-0.02	0	38892.365	0	272	167.047	41.87	39.86	36.227	31.09	29.253	29.06	2301.218	2301.218	2301.218
-6.008	-0.021	0	38892.47	0	272	167.047	41.87	39.86	36.227	31.09	29.253	29.06	2301.218	2301.218	2301.218
-6.017	-0.021	0	38892.577	0	272	167.047	41.87	39.86	36.227	31.09	29.253	29.06	2301.218	2301.218	2301.218
-6.018	-0.02	0	38892.667	0	272	167.047	41.87	39.86	36.227	31.09	29.253	29.06	2301.218	2301.218	2301.218
-6.015	-0.021	0	38892.765	0	272	167.047	41.87	39.86	36.227	31.09	29.253	29.06	2301.218	2301.218	2301.218
-6.007	-0.02	0	38892.868	0	272	167.047	41.87	39.86	36.227	31.09	29.253	29.06	2301.218	2301.218	2301.218
-6.02	-0.021	0	38892.966	0	272	167.057	41.982	39.965	36.307	31.135	29.302	29.111	2301.25	2301.25	2301.25
-6.028	-0.02	0	38893.072	0	272	167.057	41.982	39.965	36.307	31.135	29.302	29.111	2301.25	2301.25	2301.25
-6.028	-0.021	0	38893.166	0	272	167.057	41.982	39.965	36.307	31.135	29.302	29.111	2301.25	2301.25	2301.25
-6.021	-0.021	0	38893.28	0	272	167.057	41.982	39.965	36.307	31.135	29.302	29.111	2301.25	2301.25	2301.25
-6.021	-0.02	0	38893.367	0	272	167.057	41.982	39.965	36.307	31.135	29.302	29.111	2301.25	2301.25	2301.25
-6.035	-0.02	0	38893.478	0	272	167.057	41.982	39.965	36.307	31.135	29.302	29.111	2301.25	2301.25	2301.25
-6.039	-0.02	0	38893.575	0	272	167.057	41.982	39.965	36.307	31.135	29.302	29.111	2301.25	2301.25	2301.25
-6.036	-0.021	0	38893.665	0	272	167.037	42.057	40.046	36.377	31.18	29.318	29.122	2301.238	2301.238	2301.238
-6.025	-0.021	0	38893.769	0	272	167.037	42.057	40.046	36.377	31.18	29.318	29.122	2301.238	2301.238	2301.238
-6.039	-0.021	0	38893.869	0	272	167.037	42.057	40.046	36.377	31.18	29.318	29.122	2301.238	2301.238	2301.238
-6.048	-0.02	0	38893.966	0	272	167.037	42.057	40.046	36.377	31.18	29.318	29.122	2301.238	2301.238	2301.238
-6.051	-0.02	0	38894.068	0	272	167.037	42.057	40.046	36.377	31.18	29.318	29.122	2301.238	2301.238	2301.238
-6.046	-0.02	0	38894.167	0	272	167.037	42.057	40.046	36.377	31.18	29.318	29.122	2301.238	2301.238	2301.238
-6.039	-0.021	0	38894.265	0	272	167.037	42.057	40.046	36.377	31.18	29.318	29.122	2301.238	2301.238	2301.238
-6.054	-0.021	0	38894.366	0	272	167.035	42.151	40.132	36.458	31.22	29.346	29.158	2301.242	2301.242	2301.242
-6.062	-0.02	0	38894.465	0	272	167.035	42.151	40.132	36.458	31.22	29.346	29.158	2301.242	2301.242	2301.242
-6.061	-0.02	0	38894.567	0	272	167.035	42.151	40.132	36.458	31.22	29.346	29.158	2301.242	2301.242	2301.242
-6.054	-0.02	0	38894.672	0	272	167.035	42.151	40.132	36.458	31.22	29.346	29.158	2301.242	2301.242	2301.242
-6.053	-0.021	0	38894.766	0	272	167.035	42.151	40.132	36.458	31.22	29.346	29.158	2301.242	2301.242	2301.242
-6.067	-0.02	0	38894.867	0	272	167.035	42.151	40.132	36.458	31.22	29.346	29.158	2301.242	2301.242	2301.242
-6.075	-0.021	0	38894.967	0	272	167.035	42.151	40.132	36.458	31.22	29.346	29.158	2301.242	2301.242	2301.242
-6.073	-0.021	0	38895.073	0	272	167.036	42.244	40.228	36.529	31.269	29.388	29.188	2301.253	2301.253	2301.253
-6.065	-0.021	0	38895.167	0	272	167.036	42.244	40.228	36.529	31.269	29.388	29.188	2301.253	2301.253	2301.253
-6.075	-0.021	0	38895.268	0	272	167.036	42.244	40.228	36.529	31.269	29.388	29.188	2301.253	2301.253	2301.253
-6.083	-0.02	0	38895.369	0	272	167.036	42.244	40.228	36.529	31.269	29.388	29.188	2301.253	2301.253	2301.253
-6.086	-0.02	0	38895.467	0	272	167.036	42.244	40.228	36.529	31.269	29.388	29.188	2301.253	2301.253	2301.253
-6.084	-0.02	0	38895.572	0	272	167.036	42.244	40.228	36.529	31.269	29.388	29.188	2301.253	2301.253	2301.253
-6.074	-0.021	0	38895.667	0	272	167.036	42.244	40.228	36.529	31.269	29.388	29.188	2301.253	2301.253	2301.253
-6.084	-0.021	0	38895.766	0	272	167.016	42.331	40.294	36.595	31.302	29.4	29.214	2301.235	2301.235	2301.235
-6.092	-0.02	0	38895.87	0	272	167.016	42.331	40.294	36.595	31.302	29.4	29.214	2301.235	2301.235	2301.235
-6.097	-0.019	0	38895.971	0	272	167.016	42.331	40.294	36.595	31.302	29.4	29.214	2301.235	2301.235	2301.235
-6.093	-0.02	0	38896.065	0	272	167.016	42.331	40.294	36.595	31.302	29.4	29.214	2301.235	2301.235	2301.235
-6.082	-0.021	0	38896.165	0	272	167.016	42.331	40.294	36.595	31.302	29.4	29.214	2301.235	2301.235	2301.235
-6.094	-0.021	0	38896.267	0	272	167.016	42.331	40.294	36.595	31.302	29.4	29.214	2301.235	2301.235	2301.235
-6.102	-0.02	0	38896.366	0	272	167.016	42.331	40.294	36.595	31.302	29.4	29.214	2301.235	2301.235	2301.235
-6.105	-0.02	0	38896.466	0	272	167.013	42.416	40.384	36.671	31.334	29.433	29.232	2301.236	2301.236	2301.236
-6.1	-0.02	0	38896.569	0	272	167.013	42.416	40.384	36.671	31.334	29.433	29.232	2301.236	2301.236	2301.236
-6.089	-0.021	0	38896.667	0	272	167.013	42.416	40.384	36.671	31.334	29.433	29.232	2301.236	2301.236	2301.236
-6.101	-0.02	0	38896.77	0	272	167.013	42.416	40.384	36.671	31.334	29.433	29.232	2301.236	2301.236	2301.236
-6.109	-0.02	0	38896.866	0	272	167.013	42.416	40.384	36.671	31.334	29.433	29.232	2301.236	2301.236	2301.236
-6.112	-0.02	0	38896.971	0	272	167.013	42.416	40.384	36.671	31.334	29.433	29.232	2301.236	2301.236	2301.236
-6.108	-0.021	0	38897.072	0	272	167.013	42.416	40.384	36.671	31.334	29.433	29.232	2301.236	2301.236	2301.236
-6.097	-0.02	0	38897.168	0	272	167.003	42.509	40.469	36.747	31.384	29.469	29.269	2301.247	2301.247	2301.247
-6.109	-0.021	0	38897.279	0	272	167.003	42.509	40.469	36.747	31.384	29.469	29.269	2301.247	2301.247	2301.247
-6.115	-0.02	0	38897.378	0	272	167.003	42.509	40.469	36.747	31.384	29.469	29.269	2301.247	2301.247	2301.247
-6.118	-0.021	0	38897.469	0	272	167.003	42.509	40.469	36.747	31.384	29.469	29.269	2301.247	2301.247	2301.247
-6.112	-0.02	0	38897.581	0	272	167.003	42.509	40.469	36.747	31.384	29.469	29.269	2301.247	2301.247	2301.247
-6.102	-0.021	0	38897.667	0	272	167.003	42.509	40.469	36.747	31.384	29.469	29.269	2301.247	2301.247	2301.247
-6.114	-0.02	0	38897.775	0	272	167.003	42.509	40.469	36.747	31.384	29.469	29.269	2301.247	2301.247	2301.247
-6.123	-0.02	0	38897.875	0	272	166.994	42.589	40.559	36.815	31.426	29.49	29.286	2301.234	2301.234	2301.234
-6.126	-0.021	0	38897.975	0	272	166.994	42.589	40.559	36.815	31.426	29.49	29.286	2301.234	2301.234	2301.234
-6.121	-0.02	0	38898.075	0	272	166.994	42.589	40.559	36.815	31.426	29.49	29.286	2301.234	2301.234	2301.234
-6.11	-0.021	0	38898.17	0	272	166.994	42.589	40.559	36.815	31.426	29.49	29.286	2301.234	2301.234	2301.234
-6.123	-0.021	0	38898.269	0	272	166.994	42.589	40.559	36.815	31.426	29.49	29.286	2301.234	2301.234	2301.234
-6.133	-0.021	0	38898.368	0	272	166.994	42.589	40.559	36.815	31.426	29.49	29.286	2301.234	2301.234	2301.234
-6.135	-0.02	0	38898.466	0	272	166.994	42.589	40.559	36.815	31.426	29.49	29.286	2301.234	2301.234	2301.234
-6.13	-0.02	0	38898.566	0	272	166.982	42.674	40.647	36.893	31.464	29.507	29.323	2301.238	2301.238	2301.238
-6.119	-0.021	0	38898.666	0	272	166.982	42.674	40.647	36.893	31.464	29.507	29.323	2301.238	2301.238	2301.238
-6.131	-0.02	0	38898.765	0	272	166.982	42.674	40.647	36.893	31.464	29.507	29.323	2301.238	2301.238	2301.238
-6.141	-0.021	0	38898.871	0	272	166.982	42.674	40.647	36.893	31.464	29.507	29.323	2301.238	2301.238	2301.238
-6.144	-0.02	0	38898.966	0	272	166.982	42.674	40.647	36.893	31.464	29.507	29.323	2301.238	2301.238	2301.238
-6.139	-0.02	0	38899.075	0	272	166.982	42.674	40.647	36.893	31.464	29.507	29.323	2301.238	2301.238	2301.238
-6.129	-0.021	0	38899.165	0	272	166.982	42.674	40.647	36.893	31.464	29.507	29.323	2301.238	2301.238	2301.238
-6.142	-0.02	0	38899.266	0	272	166.982	42.763	40.73	36.964	31.506	29.54	29.358	2301.245	2301.245	2301.245
-6.152	-0.02	0	38899.373	0	272	166.982	42.763	40.73	36.964	31.506	29.54	29.358	2301.245	2301.245	2301.245
-6.155	-0.02	0	38899.471	0	272	166.982	42.763	40.73	36.964	31.506	29.54	29.358	2301.245	2301.245	2301.245
-6.153	-0.021	0	38899.567	0	272	166.982	42.763	40.73	36.964	31.506	29.54	29.358	2301.245	2301.245	2301.245
-6.143	-0.021	0	38899.668	0	272	166.982	42.763	40.73	36.964	31.506	29.54	29.358	2301.245	2301.245	2301.245
-6.148	-0.02	0	38899.778	0	272	166.982	42.763	40.73	36.964	31.506	29.54	29.358	2301.245	2301.245	2301.245
-6.161	-0.02	0	38899.867	0	272	166.982	42.763	40.73	36.964	31.506	29.54	29.358	2301.245	2301.245	2301.245
-6.167	-0.021	0	38899.968	0	272	166.962	42.854	40.805	37.04	31.544	29.585	29.376	2301.238	2301.238	2301.238
-6.166	-0.02	0	38900.067	0	272	166.962	42.854	40.805	37.04	31.544	29.585	29.376	2301.238	2301.238	2301.238
-6.156	-0.021	0	38900.166	0	272	166.962	42.854	40.805	37.04	31.544	29.585	29.376	2301.238	2301.238	2301.238
-6.157	-0.021	0	38900.266	0	272	166.962	42.854	40.805	37.04	31.544	29.585	29.376	2301.238	2301.238	2301.238
-6.172	-0.02	0	38900.373	0	272	166.962	42.854	40.805	37.04	31.544	29.585	29.376	2301.238	2301.238	2301.238
-6.177	-0.02	0	38900.47	0	272	166.962	42.854	40.805	37.04	31.544	29.585	29.376	2301.238	2301.238	2301.238
-6.176	-0.02	0	38900.574	0	272	166.962	42.854	40.805	37.04	31.544	29.585	29.376	2301.238	2301.238	2301.238
-6.167	-0.02	0	38900.666	0	272	166.961	42.93	40.894	37.111	31.585	29.604	29.407	2301.244	2301.244	2301.244
-6.167	-0.021	0	38900.767	0	272	166.961	42.93	40.894	37.111	31.585	29.604	29.407	2301.244	2301.244	2301.244
-6.18	-0.02	0	38900.871	0	272	166.961	42.93	40.894	37.111	31.585	29.604	29.407	2301.244	2301.244	2301.244
-6.185	-0.02	0	38900.966	0	272	166.961	42.93	40.894	37.111	31.585	29.604	29.407	2301.244	2301.244	2301.244
-6.184	-0.02	0	38901.081	0	272	166.961	42.93	40.894	37.111	31.585	29.604	29.407	2301.244	2301.244	2301.244
-6.176	-0.021	0	38901.166	0	272	166.961	42.93	40.894	37.111	31.585	29.604	29.407	2301.244	2301.244	2301.244
-6.172	-0.021	0	38901.266	0	272	166.961	42.93	40.894	37.111	31.585	29.604	29.407	2301.244	2301.244	2301.244
-6.186	-0.02	0	38901.382	0	272	166.955	43.015	40.981	37.182	31.626	29.641	29.445	2301.245	2301.245	2301.245
-6.194	-0.02	0	38901.471	0	272	166.955	43.015	40.981	37.182	31.626	29.641	29.445	2301.245	2301.245	2301.245
-6.194	-0.02	0	38901.566	0	272	166.955	43.015	40.981	37.182	31.626	29.641	29.445	2301.245	2301.245	2301.245
-6.189	-0.021	0	38901.667	0	272	166.955	43.015	40.981	37.182	31.626	29.641	29.445	2301.245	2301.245	2301.245
-6.181	-0.021	0	38901.767	0	272	166.955	43.015	40.981	37.182	31.626	29.641	29.445	2301.245	2301.245	2301.245
-6.194	-0.02	0	38901.867	0	272	166.955	43.015	40.981	37.182	31.626	29.641	29.445	2301.245	2301.245	2301.245
-6.202	-0.021	0	38901.974	0	272	166.955	43.015	40.981	37.182	31.626	29.641	29.445	2301.245	2301.245	2301.245
-6.204	-0.02	0	38902.072	0	272	166.94	43.089	41.044	37.24	31.663	29.65	29.463	2301.225	2301.225	2301.225
-6.199	-0.02	0	38902.166	0	272	166.94	43.089	41.044	37.24	31.663	29.65	29.463	2301.225	2301.225	2301.225
-6.191	-0.02	0	38902.282	0	272	166.94	43.089	41.044	37.24	31.663	29.65	29.463	2301.225	2301.225	2301.225
-6.202	-0.021	0	38902.377	0	272	166.94	43.089	41.044	37.24	31.663	29.65	29.463	2301.225	2301.225	2301.225
-6.211	-0.021	0	38902.475	0	272	166.94	43.089	41.044	37.24	31.663	29.65	29.463	2301.225	2301.225	2301.225
-6.214	-0.022	0	38902.573	0	272	166.94	43.089	41.044	37.24	31.663	29.65	29.463	2301.225	2301.225	2301.225
-6.208	-0.022	0	38902.666	0	272	166.94	43.089	41.044	37.24	31.663	29.65	29.463	2301.225	2301.225	2301.225
