time,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4
1,150.057757902831,146.447732179545,128.890073463747,44.6224915682958,25.9862363836659,25.0026594810305
2,149.943050190677,146.430111331211,128.930952506731,44.6536243237091,25.9900239136947,24.9936703031246
3,150.004798903826,146.454642117918,129.021534417438,44.6894650554972,26.0057519184515,24.9875459081535
4,149.950548932247,146.545718396619,129.026403826755,44.7613087729809,25.9947460367477,25.0066548013916
5,150.069838218143,146.459929759808,129.043611228904,44.7677944202197,25.9989667590776,24.9981357726168
6,150.066768880354,146.589883284422,129.074244513684,44.8147934591023,26.0119930813105,25.0122390943069
7,149.998749496344,146.515249133353,129.064898273007,44.8458359413004,26.0086537271707,24.9892563119643
8,149.950088824601,146.544178735457,129.128203070095,44.9018632842414,26.0098808438387,24.990612695182
9,150.031633233121,146.586147473336,129.19229300176,44.9296172208125,26.0147217317164,25.0117103704963
10,150.038515597296,146.633172818866,129.212148139297,44.9238137109973,26.0173753601883,25.0094305809291
11,149.996980699584,146.54829628713,129.218174169792,44.9786476932141,26.0063104619268,24.9935092155767
12,150.050476233148,146.654182496131,129.241836043422,44.9977542731095,25.9999070994578,25.0003980100196
13,150.050561993171,146.633422776711,129.259875178452,45.0069415860983,26.0249892361004,24.9894693169608
14,150.010548804322,146.538221742485,129.390262722845,45.0499668608919,26.0052215041587,25.0033900174647
15,150.042462658031,146.557908307055,129.351528840439,45.0729415411277,26.0265840354282,25.002905158888
16,149.996362127747,146.565421537419,129.430855652483,45.1170165664186,26.0303672889548,25.0044864062646
17,150.041649609895,146.557639153025,129.420344049641,45.1090685629135,26.0292442084895,25.0084900658071
18,150.059399293595,146.681835521556,129.424332160838,45.1636221180874,26.0255047573699,25.0067171233209
19,150.068463106089,146.56061232149,129.441962464423,45.1625087951995,26.0236195812975,24.9888660107788
20,149.944695257725,146.691809759898,129.464719579892,45.1955757720424,26.022018037598,24.9895496775786
21,150.018962176171,146.580909020203,129.458727446453,45.1857931784649,26.0199341187333,25.0010754292447
22,150.037438159874,146.619308377976,129.571003794306,45.2025903707428,26.0146634226268,24.9955529925649
23,149.953631832206,146.605670252806,129.525657784855,45.2507124771173,26.0219864009319,24.9936095849921
24,149.991563497319,146.657957459555,129.510788586559,45.2594220392812,26.0363646755165,24.9880581613369
25,149.968799659072,146.663669745562,129.564565697049,45.2754367567141,26.0173149762978,24.991765675183
26,149.990403209076,146.627687028813,129.648775722006,45.2741105894271,26.0196891233612,25.0112738175643
27,150.026991971314,146.700244610735,129.571980109578,45.3023066782926,26.0243433099843,24.9959595547517
28,149.962949289516,146.592212845974,129.607025478328,45.3016787800786,26.0392012634158,24.9999468096268
29,150.055821267049,146.632581363568,129.649674133179,45.340095254047,26.0328362480633,24.9967550297989
30,150.005430495146,146.733179737231,129.664104877595,45.3318501900934,26.0274479180639,25.0040307162475
31,150.061858124304,146.722365749469,129.709933770171,45.3381203027676,26.0400870189096,24.9991421604029
32,149.994887196921,146.605571373757,129.626955267414,45.3331094018208,26.0432836870453,25.0098181986275
33,149.980970251456,146.746528976141,129.739988884349,45.3787461654215,26.0359246382236,24.9939887830671
34,150.029023337791,146.665822385147,129.762562139219,45.3802385680496,26.0362246306089,25.0045072479553
35,150.038537470899,146.68547811088,129.75089723272,45.3766541054185,26.0407303396169,25.0007737310387
36,150.061267867023,146.719563120095,129.677896964449,45.4008968645847,26.031417166573,24.9886551549109
37,149.934345126143,146.695624894898,129.688567900614,45.3902992168686,26.0477024140081,25.0044548861957
38,150.042518544031,146.760837660148,129.720400510539,45.39281392784,26.0268430071562,24.9949580116049
39,149.950180496364,146.697029217206,129.739191696082,45.4080536371212,26.0449373202569,24.9901335355993
40,150.049927383166,146.714667291129,129.783911505776,45.4069217287168,26.033300868048,24.9991879430276
41,149.944418994913,146.671832503599,129.816701147775,45.453792098784,26.0281262257448,25.0045573649897
42,149.998807178164,146.768334074406,129.815567346913,45.4529262548751,26.0398643497728,25.0069995539544
43,150.050905489366,146.755906042944,129.812595514258,45.4439917870059,26.0428952587408,25.0081906344453
44,150.011785403125,146.643202369965,129.791067890105,45.4463780835611,26.0422927136677,24.99820179417
45,149.966344549298,146.720099967594,129.78655870466,45.4666358394606,26.0462665403891,25.0001077110152
46,149.979351423795,146.755424554391,124.734196884724,49.9496557061029,26.0356207560431,25.0033555464244
47,150.005151238512,146.644592692993,122.663147454425,52.1813124974141,26.1002949800549,25.0056675781892
48,150.065731038958,146.534942231073,121.2217722334,53.6849601872519,26.1961259516814,24.997824029624
49,149.967496857718,146.371878778561,120.298776057561,54.8233667861839,26.3013017794908,24.9964079026956
50,150.02097114903,146.115554002558,119.46166182505,55.7486605200773,26.3845595878808,24.995538703167
51,149.930661349751,146.028764505457,118.806975453121,56.4007837099986,26.4617987339135,24.9990610244018
52,150.038579674815,145.914895559899,118.366663960805,56.9410303215943,26.5142799234668,25.0041011892582
53,149.953110418024,145.689987503439,118.018699060644,57.3771739406385,26.5693529600473,25.0036499551316
54,150.001444364527,145.583026390958,117.731763306863,57.7371615889799,26.6213981358305,24.9960972011656
55,150.01380542754,145.42671157949,117.516333466277,58.0382716773592,26.6294067345323,25.0022345794924
56,149.960859662723,145.399198682559,117.312651831774,58.2089134713237,26.6590650759123,25.0086672260124
57,149.997872389985,145.252393196439,117.157172583572,58.3880133209927,26.6700297721908,24.9919485372813
58,150.063092981489,145.248873465785,117.020889382881,58.5289931396061,26.7066462866382,24.9949138319773
59,149.979379973138,145.123809070569,116.881543505264,58.6836342388134,26.7166719865963,24.9886452542468
60,149.934530928968,145.020370340756,116.850651365162,58.7738638830635,26.7283638498893,25.0074994586012
61,150.015977079737,144.941251038635,116.746425689764,58.8407199997925,26.7253923304917,25.0074023827143
62,149.951115402495,144.871055452177,116.677199997324,58.8964366592766,26.742758083181,24.9973927391439
