time,T_Cu1,T_Cu2,T_Inco1a,T_Inco1,T_H25a,T_H25b,T_Inco2,T_Inco2a,T_Cu3,T_Cu4
1,149.547332691771,146.167483051503,136.762203150648,124.952295780033,76.9616502491252,69.6485800460064,47.5027156696106,34.212535012779,26.2168729977054,24.9006019474718
2,149.542607299926,145.874493263041,137.250267898105,124.192319225702,76.5935801457459,69.7515489811965,47.5604895731754,34.1705262499192,26.2709663161199,25.1147792257835
3,149.740259472525,145.579719043243,137.22700165952,124.558421438323,76.7581800393587,69.4851271602035,47.1668008810683,34.2905807608395,26.3765122281416,24.9132254999187
4,150.570506790569,146.302148638635,137.339052852935,123.837418423495,77.3091140883251,69.9901118994874,47.4477145677105,34.1501070563378,26.2769381801281,24.9131345202739
5,149.956652797524,145.893113177473,137.650280878664,124.208925189804,77.0702477960094,70.2534343014746,47.6921171683646,34.1162683208591,26.2208340514087,24.9138881470142
6,149.855954058256,146.47959108533,137.459353318823,124.467000170646,77.0837936763981,69.8196762874475,47.4737568695988,34.2645191653672,26.2916411455824,24.8973923507317
7,149.518847214635,146.378385731424,137.63929797246,124.419720854666,77.5474033598762,70.1715600666157,47.8386094225116,34.3586552024816,26.3059275295153,24.9886061403508
8,150.703387494221,145.586972119593,136.454173561307,123.741185717412,78.0018050407658,70.1903272674353,47.9182047836495,34.2163509511968,26.2675903677065,25.0422239232026
9,149.861183606704,145.852042288835,136.618521426619,123.310185049821,77.822027100807,70.8228772621515,47.9247370697304,34.3612786003782,26.1674182930266,25.0828254204876
10,150.516731094725,145.547016844935,136.878500558039,123.613173274165,78.2557942132218,70.69867779415,47.7236387793991,34.4670698567375,26.3532000725033,25.0725587842284
11,150.172987645696,145.933784196274,137.490064390703,123.778722929084,78.3961914200098,70.5926105525306,48.0080782664654,34.5667106948633,26.3068433155852,25.053177729448
12,149.814916617049,146.16979952341,137.186300182511,123.116365254115,78.4517146335032,70.6544532923445,48.3677665074298,34.4291045023943,26.279323311653,24.9931493762604
13,150.565772624006,146.077180654953,136.649730619955,123.528408387482,78.6653466997379,71.0974066251417,48.3700924872771,34.504508085186,26.2018276644463,25.0521470380989
14,150.427278640925,145.153596533674,136.413344138954,122.416693188305,79.2365596817222,71.4509732742372,48.3369222661695,34.7154509452025,26.2850859759108,25.1145148702551
15,149.947431424972,146.148252816952,135.964114432005,122.156837437737,78.7479535679366,71.6112111425989,48.5741619215923,34.6975773399872,26.2585308262882,25.0014438905745
16,150.470965390231,144.965650449873,136.820560805701,122.233304261461,79.0976131294905,71.7628451275659,48.5015085522949,34.5851614897773,26.2567720568,24.9512632788294
17,150.59766620577,145.510863493503,136.427008137308,122.205482001725,79.4238492792689,71.4659012295341,48.7785893610414,34.8122448241106,26.4240027713517,25.0724527959505
18,149.893857814672,145.950249596853,135.935314227003,122.089061174151,79.7281925321697,71.8637685546084,49.097493503615,34.6973351068951,26.319880467899,24.934096740897
19,149.751494129433,146.00050227254,136.172840292076,121.812611347493,80.1508358030638,72.254755031022,49.1523150821615,34.7410345010719,26.2370045512361,24.9335757083183
20,150.144970656668,145.375084100494,135.749452742919,122.138976843824,80.0135841174738,71.8635544556254,48.9939607582543,34.6951720851431,26.3284896988688,24.9911748496522
