time,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4
1,149.697426224745,145.355377566598,125.771931524124,48.7326107052218,26.2209279639017,25.0189317371134
2,149.994780405395,146.61305873201,125.405720795359,49.1632880813445,26.1903255313315,25.0855861754572
3,150.584856347527,145.443438410965,125.55904149777,49.0340042137022,26.2138074858732,24.9999314934053
4,150.002121884803,145.44953797675,125.638184150606,49.208210173735,26.3507384038864,24.9847562219148
5,149.665492858656,145.460224943133,125.214392980376,49.0134938525197,26.2504763820024,24.9122642708114
6,150.050937268,145.369871579011,125.071192851785,49.1320250828577,26.3415105578131,24.8820698627239
7,150.111374330678,145.908117295854,124.824928668751,48.895989060266,26.223994033986,25.0641674469961
8,149.869206602582,146.226579973236,125.392809830604,49.3414825729765,26.211808010904,25.0740265589857
9,149.272145494208,146.46877991256,125.630565276446,49.2273164770505,26.3011028307637,24.9483888986044
10,150.304147205142,146.413682866555,125.190989757596,48.9864097761978,26.2950347232761,24.9038016865045
11,150.01012072723,146.30510603918,125.509458093681,49.3016998557449,26.2173911813462,24.968772907747
12,149.82189914764,145.958907402381,125.18562266611,49.1730306061477,26.1163912084768,25.0822234362642
13,149.347397302311,146.30759130531,125.267525210751,49.0399783896405,26.1267431005409,25.0854441454887
14,149.787869940992,146.675764593253,125.726612332989,49.1227868792028,26.3142174646351,25.0413096128894
15,149.601376863798,146.019117507075,126.044315609511,49.1577402998728,26.2779597622273,25.1150349939716
16,149.555256079333,145.72956271016,126.020767821274,49.1639564914299,26.1154787408135,25.1107794730527
17,150.470669374746,146.440735848392,125.216736881954,49.4151329476498,26.2541524434832,24.9031748730952
18,149.84015189039,145.635807499013,125.467292781178,49.4558795624311,26.2977977644118,25.0370718623064
19,149.330362756292,145.635770468067,126.093566212747,49.3685388372785,26.1387840209259,24.9952010129199
20,149.812577367409,145.975063462644,125.312224416881,49.3855608074487,26.1675099818975,24.8916301729873
21,150.412491266127,146.203665771289,126.215622112869,49.4368793541623,26.3242941404461,25.099442806383
22,149.497946431306,146.200319564485,125.789441309728,49.6247354165763,26.1486128778617,24.9993075322342
23,150.618328345555,145.483247597743,125.229253589577,49.4632653830182,26.3443942635373,25.0678258572147
24,149.728808672714,145.48726679911,126.069149983529,49.4579085433711,26.3560204563626,24.890090557356
25,149.744669502426,145.724094215173,125.863929894692,49.6212566253443,26.117634789196,24.940614366226
26,149.556353505143,146.385223856913,125.735217497527,49.4642746927535,26.213896306569,25.0377673421756
27,150.40082210457,145.913412317474,125.372425219706,49.3575969466365,26.1595398525998,24.9084009776124
28,149.354959723429,146.525283825316,125.114694105561,49.6742223762015,26.2578470596866,25.0346364342062
29,150.67505092202,146.682078681961,125.364862095011,49.4272086451578,26.1432675797027,24.971235773742
30,149.48731467736,145.900893433821,125.532372147893,49.5154517335306,26.1273938883239,25.0664245314187
31,149.679668799602,145.395919351647,125.881334759577,49.5820763598372,26.3625261689854,25.038228920539
32,150.280693672105,146.155410137697,126.330951321445,49.5690494577419,26.3730540664634,24.9703722663206
33,149.461724735457,146.414620893655,125.35759812231,49.3455441721594,26.2131915881183,24.9500046456851
34,150.018129975725,145.791726023315,126.05465937907,49.2873644335936,26.2879626217335,24.9600348888767
35,150.331990390941,146.045254484876,126.222540605465,49.389205934466,26.1370827383032,25.1047316341781
36,150.64326770343,145.650269160505,125.706953515203,49.6888662222543,26.1741935132796,24.9890667033258
37,150.348155775024,146.699585685652,125.317797325028,49.5420792882526,26.1303612147534,24.9856242381495
38,150.374772031107,146.033263780438,126.142274381197,49.5006528720877,26.2435110362559,24.9885464549039
39,149.860979404658,146.118587383799,125.726097334224,49.4888522768099,26.1600154961863,25.1113205022967
40,149.609237543382,145.653748432428,125.277216204275,49.6640078437562,26.3811513093114,24.9297797381375
41,150.031275712625,145.471959955937,126.236214722593,49.6092361906236,26.2333103173797,25.0956006989829
42,149.578616040163,145.420602631546,125.93743861832,49.6155799547305,26.3722770593546,24.8799688557062
43,150.513581855848,146.530586571096,125.264449936368,49.3737336952385,26.3118584722168,24.9604412208093
44,150.244399363577,146.461250838585,126.288020546129,49.5121759335284,26.2744680515482,25.0665068614236
45,150.47435292775,145.621009195897,125.192648960322,49.5520079562029,26.2640325140863,24.9607009253798
46,150.440816400154,146.641741385391,121.270257343605,50.4034087873203,26.3085886102448,25.0297016010386
47,149.953657805328,146.281422379647,120.652653470449,51.0438063774616,26.1348392670535,24.988255290523
48,149.714287469002,146.134090963044,119.244922130208,51.5427655996591,26.3600797048063,24.877540650657
49,150.281368871271,146.492485406947,118.181964231719,52.3178814002675,26.4240807775473,25.0247702918676
50,150.730278335085,144.96878045976,117.853648563618,52.6175767347206,26.2101185631556,25.0253920870896
51,150.404900813783,145.414204657214,117.825896945069,53.2452673079489,26.453273467578,25.0373543627403
52,150.494371270088,145.396100785806,116.758168318662,53.5260028625195,26.4652611775375,24.9606801581456
53,150.309127148175,145.429396470243,117.396722382968,54.0160334476412,26.5512814819365,24.9983248138937
54,150.143004627972,144.611735423791,117.265684661622,54.4438604087782,26.3709946506717,25.0504434863134
55,150.379311180124,145.369295138371,116.918558600626,54.4930907812442,26.5748331753044,25.0969506503574
56,149.995083305738,144.417783225988,117.027589341237,54.9489045329026,26.5199869776012,24.888764461539
57,150.547698981018,145.089626161296,116.728538124344,54.7899833629252,26.3943061465494,24.8995904876364
58,149.352041541194,145.263203680896,116.531954098355,55.3427736031437,26.4520623681301,25.0374456963682
59,150.702818910319,144.894727366852,116.81056516003,55.0772883468741,26.5964947630473,25.0660177228091
60,149.398134467957,145.045859790956,117.438732989865,55.4417505537665,26.6190934603118,25.1219897353995
61,150.070465629683,144.430166319839,116.652465328726,55.3321351528551,26.4431839420996,24.9063311978539
62,149.854454863469,145.0302005674,116.83942560344,55.8929038190136,26.5493317419915,24.9661192938006
63,149.4105602331,144.625507283394,116.828599630018,55.6531639160599,26.4908745884316,25.0440575225706
64,150.336249255721,144.207602992028,116.580059989565,55.745693561824,26.6851312929671,24.9689395428044
65,150.170523521941,144.590435907414,117.117019938508,55.8457627605966,26.5316102035861,25.0908646228668
66,150.424452288777,144.413792642377,117.527173254112,56.2146457891137,26.6803382010623,24.9479941877465
67,150.099930873662,144.374364726251,117.646437829765,56.0222517397718,26.5267777543405,24.9083687476461
68,150.46697873806,144.920656517723,117.469161614972,56.1388733757269,26.6960388468171,25.0431626286069
69,150.115163790361,144.771574004956,117.104082704899,56.46717705313,26.5169874081312,24.925646245218
70,150.666043790763,144.609959803238,117.037786212433,56.3751717385763,26.6728924336911,25.0921287995503
71,150.557178223413,144.325478283365,117.532048612319,56.6594110349117,26.4830143279675,25.0627893304749
72,150.011403311917,145.252304498803,117.785072612791,56.2283051513407,26.648875211967,24.9798449124982
73,150.433234747519,145.256141123972,117.867358923314,56.4881689928398,26.6318962505353,24.8750577662999
74,149.95954596135,144.421907064551,116.90677393537,56.6072778247222,26.5840583269356,24.9123659330919
75,150.493202547733,144.903184042271,117.40619632962,56.6426257394651,26.5430690957064,24.9434585753861
76,149.733722382093,145.142695388196,117.016944664968,56.8257779772749,26.6997983675015,25.0931062547407
77,150.714219802841,145.398869595728,117.189153832283,56.4644386974019,26.5298735736278,25.025312785978
78,149.667316560395,145.350495422761,117.955341013797,56.5946385774846,26.6234673478661,24.9552971132078
79,149.359246207219,144.5792553662,117.170834123454,56.4549818030783,26.4985742119011,24.9460732686141
80,150.376835408808,144.260636919589,117.105225984452,57.0210295266685,26.5466395951232,24.9838289514461
81,150.496782930801,145.181586325611,117.623170547514,56.9418600014543,26.6278367180055,25.1009397627955
82,150.633507139997,144.196144705802,117.374248152437,56.9573901017797,26.7234114063378,25.1062764112468
83,149.740536440055,144.264438725864,117.472953040967,56.6317859764325,26.5391820605461,25.0013231130515
84,150.456103893856,144.552763480004,117.973112063921,56.7723654217626,26.6979978715455,25.0318954523175
85,150.057375499951,145.268022509831,118.046774780335,56.6793936495007,26.6883087619854,25.0548159817056
86,149.944942318619,144.887508282599,117.876489206009,56.8942664384361,26.5145957406,24.8809782203399
87,150.481125376282,144.89544403229,117.582476301199,57.0890792304331,26.6367427714327,25.0187331254992
88,150.677859759287,145.390129298269,117.863431537735,57.0052725951702,26.7663333733547,24.886633616016
