pos,load,Var3,time,Var5,Var6,T_oven,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4,Var14,Var15,Var16
-5.919,0.005,-0,52808.329,0,271,157.96,62.609,59.581,52.588,36.886,32.731,32.473,2297.474,2297.474,2297.474
-5.925,0.004,-0,52809.029,0,271,157.951,62.7,59.671,52.679,36.944,32.792,32.528,2297.48,2297.48,2297.48
-5.934,0.004,-0,52809.723,0,271,157.948,62.801,59.757,52.762,37.013,32.853,32.583,2297.484,2297.484,2297.484
-5.934,0.005,-0,52810.423,0,271,157.928,62.891,59.849,52.86,37.065,32.895,32.639,2297.475,2297.475,2297.475
-5.928,0.005,-0,52811.124,0,271,157.925,62.985,59.94,52.935,37.129,32.949,32.685,2297.471,2297.471,2297.471
-5.918,0.004,-0,52811.829,0,271,157.912,63.078,60.036,53.03,37.196,32.999,32.747,2297.479,2297.479,2297.479
-5.931,0.004,-0,52812.525,0,271,157.894,63.158,60.124,53.112,37.251,33.063,32.798,2297.468,2297.468,2297.468
-5.935,0.004,-0,52813.227,0,271,157.895,63.256,60.22,53.201,37.321,33.121,32.865,2297.478,2297.478,2297.478
-5.927,0.005,-0,52813.924,0,271,157.873,63.338,60.315,53.284,37.386,33.177,32.909,2297.465,2297.465,2297.465
-5.919,0.004,-0,52814.633,0,271,157.866,63.433,60.402,53.366,37.451,33.225,32.968,2297.465,2297.465,2297.465
-5.945,0.004,-0,52815.323,0,271,157.859,63.526,60.497,53.452,37.509,33.286,33.018,2297.468,2297.468,2297.468
-5.963,0.004,-0,52816.026,0,271,157.836,63.616,60.585,53.535,37.569,33.346,33.072,2297.459,2297.459,2297.459
-5.965,0.004,-0,52816.733,0,271,157.844,63.707,60.681,53.629,37.637,33.401,33.129,2297.466,2297.466,2297.466
-5.999,0.004,-0,52817.429,0,271,157.824,63.799,60.771,53.717,37.695,33.447,33.176,2297.459,2297.459,2297.459
-6.001,0.004,-0,52818.124,0,271,157.816,63.901,60.878,53.803,37.769,33.519,33.244,2297.468,2297.468,2297.468
-6.026,0.005,-0,52818.826,0,271,157.819,63.998,60.965,53.89,37.839,33.573,33.306,2297.487,2297.487,2297.487
-6.034,0.005,-0,52819.524,0,271,157.816,64.078,61.046,53.97,37.896,33.616,33.352,2297.468,2297.468,2297.468
-6.048,0.004,-0,52820.226,0,271,157.793,64.175,61.139,54.053,37.958,33.666,33.407,2297.474,2297.474,2297.474
-6.063,0.004,-0,52820.923,0,271,157.781,64.26,61.226,54.146,38.025,33.719,33.453,2297.466,2297.466,2297.466
-6.076,0.004,-0,52821.628,0,271,157.776,64.349,61.312,54.223,38.078,33.778,33.516,2297.466,2297.466,2297.466
-6.088,0.004,-0,52822.324,0,271,157.761,64.451,61.409,54.307,38.155,33.839,33.567,2297.473,2297.473,2297.473
-6.106,0.004,-0,52823.024,0,271,157.764,64.535,61.503,54.403,38.21,33.894,33.621,2297.477,2297.477,2297.477
-6.106,0.004,-0,52823.728,0,271,157.754,64.625,61.599,54.489,38.279,33.951,33.679,2297.478,2297.478,2297.478
-6.139,0.004,-0,52824.423,0,271,157.731,64.709,61.674,54.57,38.343,33.995,33.719,2297.466,2297.466,2297.466
-6.145,0.005,-0,52825.127,0,271,157.726,64.801,61.772,54.648,38.4,34.047,33.779,2297.473,2297.473,2297.473
-6.167,0.004,-0,52825.824,0,271,157.729,64.897,61.862,54.743,38.468,34.102,33.829,2297.474,2297.474,2297.474
-6.189,0.004,-0,52826.527,0,271,157.711,64.98,61.952,54.825,38.532,34.156,33.884,2297.475,2297.475,2297.475
-6.189,0.004,-0,52827.237,0,271,157.705,65.07,62.043,54.9,38.59,34.213,33.932,2297.477,2297.477,2297.477
-6.216,0.004,-0,52827.928,0,271,157.686,65.16,62.122,54.983,38.657,34.255,33.977,2297.468,2297.468,2297.468
-6.234,0.004,-0,52828.634,0,271,157.686,65.251,62.214,55.072,38.701,34.306,34.008,2297.464,2297.464,2297.464
-6.228,0.001,-0,52829.328,0,271,157.679,65.351,62.306,55.162,38.776,34.361,34.068,2297.474,2297.474,2297.474
-6.246,-0.005,-0,52830.025,0,271,157.669,65.433,62.389,55.234,38.837,34.402,34.109,2297.468,2297.468,2297.468
-6.253,-0.014,-0,52830.727,0,271,157.651,65.529,62.487,55.318,38.905,34.456,34.149,2297.472,2297.472,2297.472
-6.242,-0.017,-0,52831.424,0,271,157.645,65.649,62.577,55.413,38.967,34.494,34.2,2297.485,2297.485,2297.485
-6.253,-0.023,-0,52832.125,0,271,157.614,65.765,62.661,55.482,39.027,34.535,34.241,2297.473,2297.473,2297.473
-6.265,-0.038,-0,52832.824,0,271,157.593,65.897,62.77,55.569,39.103,34.58,34.279,2297.489,2297.489,2297.489
-6.261,-0.053,-0,52833.529,0,271,157.548,66.03,62.852,55.641,39.168,34.618,34.325,2297.485,2297.485,2297.485
-6.27,-0.065,-0,52834.225,0,271,157.493,66.193,62.947,55.71,39.219,34.656,34.357,2297.468,2297.468,2297.468
-6.28,-0.075,-0,52834.925,0,271,157.438,66.393,63.048,55.781,39.297,34.711,34.4,2297.476,2297.476,2297.476
-6.278,-0.079,-0,52835.624,0,271,157.366,66.598,63.153,55.848,39.352,34.746,34.429,2297.469,2297.469,2297.469
-6.262,-0.08,-0,52836.34,0,271,157.309,66.794,63.262,55.915,39.41,34.792,34.479,2297.465,2297.465,2297.465
-6.279,-0.082,-0,52837.029,0,271,157.249,66.983,63.373,55.968,39.475,34.818,34.521,2297.459,2297.459,2297.459
-6.282,-0.081,-0,52837.741,0,271,157.216,67.195,63.518,56.058,39.549,34.888,34.574,2297.489,2297.489,2297.489
-6.271,-0.086,-0,52838.431,0,271,157.167,67.37,63.65,56.125,39.616,34.92,34.612,2297.487,2297.487,2297.487
-6.275,-0.087,-0,52839.125,0,271,157.126,67.545,63.785,56.202,39.67,34.961,34.657,2297.479,2297.479,2297.479
-6.287,-0.092,-0,52839.827,0,271,157.08,67.718,63.912,56.276,39.721,35.004,34.692,2297.478,2297.478,2297.478
-6.284,-0.101,-0,52840.535,0,271,157.049,67.898,64.063,56.358,39.8,35.048,34.735,2297.478,2297.478,2297.478
-6.27,-0.103,-0,52841.231,0,271,157.004,68.062,64.202,56.433,39.851,35.094,34.774,2297.472,2297.472,2297.472
-6.286,-0.107,-0,52841.942,0,271,156.96,68.226,64.339,56.52,39.909,35.133,34.82,2297.468,2297.468,2297.468
-6.299,-0.113,-0,52842.625,0,271,156.913,68.399,64.492,56.605,39.978,35.174,34.866,2297.476,2297.476,2297.476
-6.301,-0.119,-0,52843.331,0,271,156.879,68.584,64.644,56.693,40.048,35.229,34.914,2297.481,2297.481,2297.481
-6.291,-0.125,-0,52844.031,0,271,156.839,68.737,64.782,56.775,40.1,35.267,34.952,2297.468,2297.468,2297.468
-6.311,-0.144,-0,52844.727,0,271,156.791,68.905,64.931,56.864,40.155,35.314,34.994,2297.473,2297.473,2297.473
-6.326,-0.174,-0,52845.432,0,271,156.763,69.08,65.078,56.941,40.228,35.373,35.044,2297.478,2297.478,2297.478
-6.327,-0.205,-0,52846.126,0,271,156.709,69.247,65.238,57.008,40.288,35.406,35.083,2297.474,2297.474,2297.474
-6.329,-0.242,-0,52846.826,0,271,156.671,69.429,65.383,57.069,40.359,35.455,35.136,2297.478,2297.478,2297.478
