time,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4
1,150.064986988886,146.458719263688,128.227565184375,44.9614097890357,26.7258841667378,24.7864038591094
2,150.092130660967,146.496977720774,128.287437820466,44.981600919015,26.7292973371454,24.7793611657528
3,150.132388156017,146.545303753585,128.400498252708,45.0316583302968,26.7498308467808,24.7938723374702
4,150.193981953452,146.578128437305,128.337878963317,45.0819537828804,26.7461870204387,24.7793560570659
5,150.195089208416,146.485400688909,128.469939567718,45.104818846248,26.7430328404531,24.7848182561154
6,150.073997890388,146.618967281674,128.482722203212,45.1576180010688,26.7566955792078,24.7731607025724
7,150.195944845401,146.605298692632,128.486239716482,45.176610878933,26.7377147180715,24.7788350875465
8,150.193930970373,146.57140566552,128.498764581907,45.2223488995284,26.7563398901586,24.7733298067316
9,150.123162275445,146.572006459076,128.56425193647,45.254606798605,26.7579552459117,24.7882542682186
10,150.17039799847,146.58130893974,128.604472797662,45.2727811744406,26.7551933237279,24.7910792354833
11,150.071638878931,146.568078129719,128.589538847065,45.2823687513585,26.7470650134195,24.7780708760575
12,150.11362012053,146.604733252672,128.680514411248,45.3236927671659,26.7594280205382,24.7864398501541
13,150.187716256915,146.61177162511,128.662533253641,45.3540092784745,26.7532427054552,24.7766551732796
14,150.169187027571,146.663161281638,128.71072355698,45.3720184108331,26.7504077660387,24.7825671900318
15,150.194279792096,146.665938014843,128.762850074275,45.3925530066284,26.7538624288829,24.7901120420925
16,150.14871703301,146.649714844804,128.745277849153,45.4434976004677,26.772966048216,24.7842387122322
17,150.055712679923,146.616338027232,128.774423386,45.4475911576478,26.7528301129389,24.777684240703
18,150.177725324017,146.685149564892,128.839775174785,45.4890540568422,26.7585131910041,24.7767820830187
19,150.1904549153,146.649368362288,128.816268286588,45.4865048092487,26.7547799661742,24.7806162709746
20,150.152166201365,146.627529038875,128.909718178304,45.5225631720205,26.7660015396233,24.7798675987659
21,150.164016947723,146.718434781006,128.950339797125,45.5238788901671,26.7559274230484,24.7782916153847
22,150.161825798355,146.71362572451,128.936869153354,45.5598253187902,26.7799588994635,24.7832594374321
23,150.109189981067,146.670089687222,128.905176175304,45.5739728176166,26.7627091340526,24.7878650915779
24,150.148677611663,146.684743003975,128.953832923857,45.5727089804839,26.7609590141893,24.779909827026
25,150.076033931308,146.683414008257,128.908867427828,45.5805194846172,26.7674252823955,24.7800353521498
26,150.15626284134,146.6314806416,129.028360043155,45.6209661866723,26.7721521709082,24.7724232764034
27,150.055130855093,146.64872124783,129.040203557032,45.6419668150665,26.7637460774877,24.7699123078366
28,150.091894375881,146.676976559657,129.046795323128,45.6269895184409,26.7877920747518,24.7765560890637
29,150.057281636731,146.644932499808,128.988540333496,45.6551604892288,26.7712732374226,24.7772394720079
30,150.064925695322,146.73803659098,129.045129545454,45.6566538927324,26.7710826684548,24.7856437107845
31,150.173874602386,146.645705642805,128.983718186262,45.6860561758296,26.7656392305039,24.7932248555371
32,150.154580221583,146.653082059483,129.048113060768,45.6941150732765,26.7724398882757,24.792694729255
33,150.097920850146,146.647664505175,129.04514402643,45.6773248784956,26.7665048039321,24.7807486157817
34,150.192889235462,146.65858010627,129.036634879713,45.7188730190277,26.7790515433867,24.7753134173562
35,150.055522840212,146.691542243948,129.0494863557,45.7342630952735,26.7862850916126,24.7883989060425
36,150.116167582085,146.675603956816,129.091291954077,45.7218415210439,26.7834345659348,24.7882846420137
37,150.107589696701,146.767651127071,129.058339798757,45.7473807375062,26.7698633955484,24.7878176590598
38,150.165183446359,146.697442858707,129.13302174957,45.742288764712,26.7701240210378,24.7878936659726
39,150.169635913307,146.663484792182,129.125308434871,45.7305964166239,26.7887294365246,24.7719494678537
40,150.07838681882,146.771061277095,129.162956334963,45.7402718801151,26.7925123483898,24.7863404681971
41,150.123820587505,146.783905814119,129.171540284901,45.7569671658257,26.7832754578301,24.7808829719002
42,150.117193858243,146.706339119933,129.171290198679,45.7794592534755,26.772632294972,24.7746055375668
43,150.147302879653,146.659956889698,129.100147026598,45.7896082151067,26.7916879373642,24.7717644258776
44,150.156760652765,146.683136174534,129.111751530813,45.7943481990732,26.7793656323149,24.7898908192836
45,150.163558930434,146.706787760004,129.151026617549,45.7789929084975,26.7785770199342,24.7736767008699
46,150.091759689686,146.732625480373,124.105094749451,50.3012141185672,26.795060752782,24.77339070518
47,150.152311329665,146.614402149676,122.043917976238,52.514316502164,26.8246483848942,24.7859511378457
48,150.148620628733,146.528791789045,120.637568984689,54.0099411779098,26.9214513731431,24.7916611918192
49,150.074747688416,146.384215284645,119.660508071866,55.1459940873097,27.0406509798296,24.7822154126442
50,150.06820558037,146.147201049436,118.863544611002,56.0610068985766,27.1304179929633,24.7868690151091
51,150.125110535934,145.970629070265,118.287115221785,56.7465700165315,27.2042444975646,24.7731412168509
52,150.194317521914,145.844069471236,117.762766371524,57.2782641127923,27.2709015276979,24.7931378841825
53,150.101413787136,145.705500667136,117.367064209786,57.7300934619584,27.3192175572852,24.7828235594664
54,150.138146090784,145.591011490674,117.046789576714,58.054438153369,27.3600519489622,24.7862948048906
55,150.08392771906,145.485503876259,116.870686798252,58.3224537090751,27.3777344294467,24.7702155328866
56,150.163045987032,145.318276629311,116.70025797442,58.5861677653854,27.4129530553217,24.7895315537177
57,150.088620195455,145.249427753036,116.503818914236,58.7423905659019,27.4287180233569,24.7880169292298
58,150.126249485886,145.243485796346,116.33776428538,58.9018935398138,27.4398352556912,24.7723061328851
59,150.155217436535,145.056898262506,116.252955609458,58.998123198649,27.4431192778232,24.7824275865544
60,150.183991416017,145.121522726516,116.151664165852,59.0789117505643,27.4720432318688,24.7774472981545
61,150.194249641917,145.034629355308,116.092203736388,59.1621417909347,27.467955717972,24.782962693433
62,150.132438257631,144.948469901499,116.04751269164,59.2210704226898,27.4813396571095,24.779273476245
63,150.071149594561,144.916578394056,116.003390167409,59.2711630355335,27.4898058146781,24.7796787921007
64,150.07275002897,144.827708740736,115.948323632151,59.2471971245218,27.4766782981801,24.7738199014418
65,150.088982166255,144.825198955684,115.956138286874,59.3249444654912,27.480379464917,24.7756861259476
66,150.176463516534,144.867852500007,115.878616015976,59.3307002827525,27.4940947081693,24.7698148518018
67,150.088498254982,144.780958496557,115.89649397912,59.3687113224634,27.4942910116767,24.7923933477509
68,150.172498652047,144.753888783724,115.832703977248,59.3531831316176,27.5066287129909,24.7856439546606
69,150.086884673445,144.691494559283,115.844794568212,59.3588610535013,27.5053384547342,24.7926167967366
70,150.189745471615,144.710735876,115.738736589615,59.3837682927838,27.5044935871057,24.7733892666486
71,150.102853493034,144.714480332721,115.769027197577,59.3537080602615,27.4868822858202,24.7923288888327
72,150.079845215701,144.708540973276,115.705515707943,59.3717639547079,27.4879418875178,24.7891679045701
73,150.088018506833,144.655270392044,115.733246074516,59.3962821362847,27.4886987385974,24.783736312353
74,150.142762629559,144.640419601777,115.720622566582,59.3766743229729,27.5079122405831,24.7803023473294
75,150.121349255472,144.720647904881,115.633635863103,59.3914374910172,27.5119105627222,24.7757418008532
76,150.103104854196,144.574797845963,115.642474004455,59.3832640791429,27.5050255484313,24.7881001172821
77,150.174980222321,144.689901244057,115.627034530461,59.371846928798,27.4902586362399,24.775018194488
78,150.138145541809,144.687356703444,115.667690894124,59.3490186373571,27.5060066706724,24.7709061346202
79,150.13281446938,144.664550564029,115.678094653896,59.3707003404273,27.4895297962811,24.7884846952048
80,150.187934977711,144.558471351481,115.610596502425,59.3329880061562,27.4895994949089,24.7860815120693
81,150.09323178096,144.577406900143,115.652588756637,59.3615670235699,27.5034552590863,24.787181770305
82,150.163935962503,144.583871465248,115.632276102207,59.3601059355552,27.4949503472163,24.7853529781462
83,150.163415292278,144.629937617241,115.547039044669,59.3606028844605,27.5034741518335,24.779777664776
84,150.107422805183,144.548060781468,115.609239989466,59.3665390495778,27.5058448235716,24.7790705094905
85,150.135529174245,144.629589107049,115.577669078253,59.368404410469,27.5012204696443,24.7897049600073
86,150.061734071571,144.538043584926,115.63306687833,59.3523343269228,27.5052299481468,24.7772371540268
87,150.058448445937,144.614682014444,115.521050528152,59.3378520718745,27.4915261931544,24.7896649517579
