pos,load,Var3,time,Var5,Var6,T_oven,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4,Var14,Var15,Var16
-5.982,-0.014,-0,55646.351,0,271,163.047,68.312,65.877,60.804,47.114,44.028,43.787,2298.695,2298.695,2298.695
-5.981,-0.014,-0,55647.012,0,271,163.032,68.388,65.944,60.87,47.156,44.053,43.815,2298.684,2298.684,2298.684
-5.985,-0.014,-0,55647.71,0,271,163.019,68.47,66.029,60.935,47.19,44.086,43.845,2298.678,2298.678,2298.678
-5.988,-0.014,-0,55648.409,0,271,163.011,68.541,66.111,61.016,47.238,44.12,43.866,2298.681,2298.681,2298.681
-5.99,-0.014,-0,55649.108,0,271,162.994,68.626,66.184,61.082,47.267,44.148,43.9,2298.669,2298.669,2298.669
-5.991,-0.014,-0,55649.808,0,271,162.998,68.721,66.271,61.161,47.318,44.185,43.942,2298.686,2298.686,2298.686
-5.991,-0.014,-0,55650.512,0,271,162.967,68.784,66.347,61.228,47.347,44.216,43.96,2298.673,2298.673,2298.673
-5.99,-0.014,-0,55651.215,0,271,162.977,68.872,66.429,61.31,47.395,44.25,44.007,2298.674,2298.674,2298.674
-6.009,-0.014,-0,55651.91,0,271,162.946,68.951,66.512,61.381,47.435,44.287,44.043,2298.678,2298.678,2298.678
-6.017,-0.013,-0,55652.608,0,271,162.956,69.042,66.586,61.455,47.491,44.319,44.074,2298.688,2298.688,2298.688
-6.034,-0.014,-0,55653.313,0,271,162.937,69.115,66.662,61.521,47.529,44.348,44.107,2298.678,2298.678,2298.678
-6.055,-0.014,-0,55654.011,0,271,162.915,69.197,66.753,61.599,47.572,44.391,44.147,2298.686,2298.686,2298.686
-6.069,-0.015,-0,55654.708,0,271,162.9,69.264,66.821,61.66,47.614,44.406,44.168,2298.665,2298.665,2298.665
-6.076,-0.014,-0,55655.419,0,271,162.903,69.343,66.898,61.745,47.653,44.448,44.2,2298.672,2298.672,2298.672
-6.075,-0.014,-0,55656.106,0,271,162.894,69.436,66.986,61.824,47.702,44.493,44.24,2298.688,2298.688,2298.688
-6.102,-0.014,-0,55656.807,0,271,162.884,69.511,67.067,61.899,47.742,44.517,44.268,2298.689,2298.689,2298.689
-6.125,-0.014,-0,55657.51,0,271,162.879,69.583,67.133,61.967,47.771,44.556,44.299,2298.684,2298.684,2298.684
-6.131,-0.014,-0,55658.22,0,271,162.875,69.658,67.223,62.038,47.832,44.588,44.332,2298.692,2298.692,2298.692
-6.129,-0.014,-0,55658.907,0,271,162.868,69.739,67.301,62.106,47.87,44.612,44.357,2298.684,2298.684,2298.684
-6.164,-0.014,-0,55659.617,0,271,162.852,69.811,67.362,62.173,47.909,44.638,44.379,2298.678,2298.678,2298.678
-6.181,-0.014,-0,55660.313,0,271,162.859,69.897,67.452,62.254,47.948,44.667,44.404,2298.685,2298.685,2298.685
-6.188,-0.014,-0,55661.008,0,271,162.848,69.98,67.531,62.331,47.992,44.702,44.435,2298.69,2298.69,2298.69
-6.196,-0.013,-0,55661.705,0,271,162.829,70.054,67.614,62.396,48.036,44.726,44.451,2298.694,2298.694,2298.694
-6.222,-0.014,-0,55662.408,0,271,162.816,70.132,67.688,62.469,48.078,44.735,44.47,2298.691,2298.691,2298.691
-6.234,-0.015,-0,55663.114,0,271,162.821,70.213,67.761,62.537,48.105,44.766,44.484,2298.688,2298.688,2298.688
-6.227,-0.019,-0,55663.807,0,271,162.8,70.284,67.834,62.613,48.146,44.781,44.5,2298.678,2298.678,2298.678
-6.246,-0.028,-0,55664.512,0,271,162.806,70.365,67.92,62.685,48.2,44.799,44.503,2298.692,2298.692,2298.692
-6.252,-0.034,-0,55665.206,0,271,162.783,70.461,67.996,62.754,48.231,44.801,44.504,2298.686,2298.686,2298.686
-6.242,-0.047,-0,55665.922,0,271,162.767,70.555,68.069,62.82,48.273,44.808,44.513,2298.693,2298.693,2298.693
-6.258,-0.059,-0,55666.623,0,271,162.733,70.649,68.131,62.888,48.305,44.812,44.51,2298.679,2298.679,2298.679
-6.27,-0.072,-0,55667.308,0,271,162.696,70.774,68.23,62.964,48.342,44.821,44.516,2298.685,2298.685,2298.685
-6.268,-0.089,-0,55668.015,0,271,162.659,70.915,68.311,63.044,48.375,44.825,44.533,2298.689,2298.689,2298.689
-6.265,-0.094,-0,55668.714,0,271,162.618,71.068,68.389,63.107,48.402,44.838,44.517,2298.682,2298.682,2298.682
-6.278,-0.098,-0,55669.408,0,271,162.578,71.224,68.485,63.184,48.451,44.834,44.542,2298.694,2298.694,2298.694
-6.275,-0.102,-0,55670.115,0,271,162.528,71.363,68.57,63.236,48.472,44.85,44.534,2298.68,2298.68,2298.68
-6.261,-0.101,-0,55670.807,0,271,162.502,71.525,68.672,63.314,48.516,44.852,44.549,2298.699,2298.699,2298.699
-6.279,-0.105,-0,55671.511,0,271,162.462,71.656,68.771,63.378,48.544,44.86,44.553,2298.694,2298.694,2298.694
-6.281,-0.105,-0,55672.207,0,271,162.434,71.784,68.878,63.447,48.572,44.867,44.559,2298.693,2298.693,2298.693
-6.264,-0.109,-0,55672.91,0,271,162.406,71.916,68.979,63.522,48.59,44.87,44.566,2298.687,2298.687,2298.687
-6.279,-0.112,-0,55673.608,0,271,162.375,72.054,69.102,63.599,48.629,44.887,44.582,2298.697,2298.697,2298.697
-6.283,-0.116,-0,55674.308,0,271,162.349,72.181,69.203,63.662,48.662,44.898,44.59,2298.703,2298.703,2298.703
-6.267,-0.119,-0,55675.01,0,271,162.302,72.3,69.322,63.747,48.673,44.908,44.588,2298.688,2298.688,2298.688
-6.286,-0.128,-0,55675.713,0,271,162.283,72.423,69.428,63.822,48.706,44.918,44.61,2298.687,2298.687,2298.687
-6.293,-0.135,-0,55676.411,0,271,162.262,72.547,69.55,63.888,48.73,44.931,44.616,2298.69,2298.69,2298.69
-6.279,-0.144,-0,55677.117,0,271,162.232,72.672,69.659,63.973,48.762,44.935,44.631,2298.694,2298.694,2298.694
-6.299,-0.154,-0,55677.807,0,271,162.196,72.799,69.771,64.049,48.786,44.944,44.637,2298.688,2298.688,2298.688
-6.31,-0.188,-0,55678.512,0,271,162.18,72.921,69.888,64.137,48.817,44.967,44.652,2298.698,2298.698,2298.698
-6.3,-0.228,-0,55679.22,0,271,162.144,73.041,70.002,64.225,48.842,44.972,44.657,2298.696,2298.696,2298.696
-6.324,-0.266,-0,55679.909,0,271,162.108,73.167,70.117,64.285,48.869,44.97,44.665,2298.685,2298.685,2298.685
-6.337,-0.309,-0,55680.611,0,271,162.086,73.309,70.23,64.375,48.897,44.993,44.672,2298.692,2298.692,2298.692
-6.329,-0.357,-0,55681.315,0,271,162.06,73.449,70.357,64.457,48.93,45.004,44.684,2298.708,2298.708,2298.708
-6.344,-0.405,-0,55682.011,0,271,162.03,73.579,70.474,64.54,48.954,45.009,44.69,2298.704,2298.704,2298.704
-6.362,-0.457,-0,55682.72,0,271,162,73.728,70.593,64.612,48.977,45.013,44.699,2298.702,2298.702,2298.702
-6.368,-0.506,-0,55683.408,0,271,161.962,73.847,70.691,64.683,48.999,45.01,44.691,2298.684,2298.684,2298.684
-6.362,-0.554,-0,55684.12,0,271,161.918,73.995,70.813,64.759,49.01,45.015,44.702,2298.68,2298.68,2298.68
-6.381,-0.604,-0,55684.81,0,271,161.888,74.152,70.939,64.849,49.057,45.038,44.714,2298.689,2298.689,2298.689
-6.399,-0.654,-0,55685.513,0,271,161.856,74.31,71.08,64.93,49.083,45.048,44.726,2298.705,2298.705,2298.705
-6.408,-0.706,-0,55686.21,0,271,161.821,74.456,71.178,65.002,49.104,45.049,44.729,2298.698,2298.698,2298.698
-6.409,-0.756,-0,55686.91,0,271,161.773,74.616,71.311,65.075,49.14,45.059,44.739,2298.699,2298.699,2298.699
-6.406,-0.809,-0,55687.616,0,271,161.726,74.77,71.422,65.158,49.158,45.056,44.729,2298.69,2298.69,2298.69
-6.426,-0.862,-0,55688.307,0,271,161.678,74.955,71.557,65.237,49.19,45.072,44.744,2298.699,2298.699,2298.699
-6.441,-0.915,-0,55689.008,0,271,161.646,75.122,71.7,65.326,49.221,45.082,44.751,2298.707,2298.707,2298.707
-6.451,-0.968,-0,55689.71,0,271,161.591,75.303,71.819,65.397,49.242,45.084,44.746,2298.698,2298.698,2298.698
-6.458,-1.019,-0,55690.413,0,271,161.538,75.493,71.955,65.493,49.274,45.099,44.756,2298.705,2298.705,2298.705
-6.461,-1.072,-0,55691.109,0,271,161.488,75.662,72.087,65.558,49.292,45.09,44.749,2298.684,2298.684,2298.684
-6.457,-1.129,-0,55691.815,0,271,161.437,75.848,72.23,65.654,49.321,45.097,44.76,2298.684,2298.684,2298.684
-6.473,-1.187,-0,55692.52,0,271,161.398,76.046,72.384,65.746,49.365,45.111,44.763,2298.706,2298.706,2298.706
-6.489,-1.25,-0,55693.215,0,271,161.356,76.232,72.52,65.831,49.387,45.104,44.761,2298.691,2298.691,2298.691
-6.501,-1.326,-0,55693.923,0,271,161.285,76.417,72.667,65.916,49.415,45.112,44.768,2298.689,2298.689,2298.689
-6.509,-1.405,-0,55694.622,0,271,161.258,76.623,72.822,66.011,49.445,45.116,44.772,2298.698,2298.698,2298.698
-6.514,-1.476,-0,55695.31,0,271,161.21,76.809,72.987,66.116,49.486,45.124,44.787,2298.711,2298.711,2298.711
-6.517,-1.548,-0,55696.009,0,271,161.144,76.978,73.11,66.196,49.499,45.121,44.776,2298.682,2298.682,2298.682
-6.513,-1.624,-0,55696.712,0,271,161.108,77.172,73.295,66.294,49.531,45.135,44.795,2298.7,2298.7,2298.7
-6.521,-1.711,-0,55697.431,0,271,161.049,77.342,73.447,66.405,49.564,45.135,44.786,2298.689,2298.689,2298.689
-6.537,-1.805,-0,55698.111,0,271,161.021,77.533,73.611,66.518,49.599,45.147,44.794,2298.705,2298.705,2298.705
-6.553,-1.906,-0,55698.816,0,271,160.955,77.697,73.769,66.604,49.619,45.143,44.793,2298.691,2298.691,2298.691
-6.563,-1.97,-0,55699.515,0,271,160.924,77.887,73.933,66.739,49.66,45.153,44.806,2298.705,2298.705,2298.705
