time,T_Cu1,T_Cu2,T_Inco1a,T_Inco1,T_H25a,T_H25b,T_Inco2,T_Inco2a,T_Cu3,T_Cu4
87,150.003858003437,144.646015157523,133.547352427616,116.823256061568,87.3716727399047,78.0238245576268,54.7202761049609,37.2370183039115,26.6965024449263,25.0008193304336
88,150.003805936414,144.643181138187,133.515320045331,116.778902881415,87.428000247043,78.0621408434699,54.7697356659913,37.2609640015182,26.6992504697448,24.9992274661017
89,149.998206687705,144.627592490909,133.500398813463,116.736067117737,87.4813965492057,78.1011924836706,54.8221484159485,37.2813141394649,26.7026388727456,24.9998563249055
90,150.001017324611,144.62839726226,133.474880408688,116.692853704882,87.5316026917914,78.1430239319276,54.869891720601,37.3022760032363,26.7049031124283,24.9997335287659
91,149.993637814343,144.611944213076,133.460150169303,116.669100121857,87.566541735412,78.1832027837735,54.9104000703047,37.3215739974908,26.7072970774164,25.0008164349476
92,149.99330925178,144.612625620859,133.432586310191,116.674849834362,87.5751234177907,78.2284197399377,54.938253781784,37.3420541722456,26.7110697519791,25.0004421777336
93,150.000461963295,144.604066758242,133.432260343535,116.70171099344,87.5841472345597,78.260590147777,54.9577433815268,37.354234496262,26.7127890009657,24.999269007586
94,150.004187508452,144.603297753637,133.432753246161,116.730326776323,87.5853425863738,78.2856246331117,54.9645663669496,37.3642488896219,26.7143311797323,24.9995452618154
95,150.006510160263,144.598956903198,133.440082793575,116.763479964771,87.5792147918289,78.3010534378609,54.9710858770146,37.3715531507554,26.7182605143985,24.9990845274634
96,149.994448593127,144.599722139299,133.455583156682,116.809594943802,87.5634800403901,78.3149194458668,54.9684767903951,37.3756123236841,26.7178532780657,25.0004286572237
97,150.001032354913,144.598945935459,133.464528665813,116.867027725472,87.5538074296333,78.3257578220728,54.9625809573479,37.3775311055209,26.7198534395534,25.0001774776887
98,149.999540859616,144.59156964826,133.488427457848,116.9142914532,87.5388000149164,78.3262919673413,54.9460871315276,37.3765424971914,26.719537497554,24.9991744176651
99,149.992678531043,144.598664337103,133.50422316944,116.972435675247,87.5238711351868,78.324397070865,54.9326625540508,37.3728460152501,26.7174148070643,24.9991191394429
100,149.997556839666,144.594275992231,133.520210191543,117.020674210612,87.5029462822537,78.3288090491182,54.915820961513,37.3680089917698,26.7188254975656,24.9999401992957
101,149.994932734623,144.595632055868,133.545379622513,117.081744610835,87.4821466168549,78.3223379509395,54.8922938076203,37.3620547715528,26.7182619500543,25.0010202560413
102,150.00441426811,144.610540155799,133.5772097475,117.140831510142,87.4538052101777,78.3130768776713,54.8679983957421,37.3548369419286,26.717251063682,25.0001304375668
103,149.997168225631,144.612320620536,133.599471788424,117.192929693063,87.4256758346158,78.3087378029708,54.8443176521094,37.3469876214468,26.7159651762547,24.9988323497319
104,150.000427997033,144.617972851078,133.621644111037,117.259650716999,87.3959529338541,78.2912267234059,54.8154553385608,37.3361281744228,26.7138670502719,24.9988846573161
105,149.994984730942,144.630615929744,133.651374079784,117.317267239833,87.3713852910177,78.2811736323166,54.7850083265114,37.3239722571789,26.7139936304491,25.0007626580714
106,150.001529729121,144.633339854632,133.682799711209,117.37478252081,87.3340856803956,78.265576307967,54.7534214754962,37.3137789672,26.7110524891071,24.9998784371368
107,149.996444569268,144.640870371894,133.705682808448,117.441699455153,87.3015998523435,78.2469363151505,54.7165293448319,37.2986008539945,26.7098272065461,24.9997066155739
108,150.002311186477,144.652163125891,133.741943565562,117.500490961445,87.2672799693862,78.2264676327015,54.6831890549602,37.2850463397684,26.709500797181,25.0007241092592
109,150.002838217547,144.659511620117,133.764724934678,117.56246537324,87.2271047915219,78.205467253927,54.647409834317,37.271209567508,26.7075938406021,24.9996607171738
110,150.003722273892,144.664625956416,133.803579475855,117.626725473777,87.1917836796686,78.1870160104978,54.6086546652183,37.2569828806294,26.7044757330674,25.0000808748375
111,149.999258123978,144.667614434051,133.825122156062,117.68982087362,87.1499655834046,78.1622143029197,54.5724435970481,37.2424994798642,26.7022601275875,25.000529141765
112,149.99375732067,144.677358766303,133.862349986163,117.754613345902,87.1051369161013,78.1421508979165,54.5332815009607,37.2268130407524,26.700967248566,25.000928691295
113,149.995934654531,144.695844369221,133.885557944877,117.817690472363,87.0672382681785,78.1137757456037,54.4891393695931,37.2096388898658,26.6996296977779,24.9995717240292
114,150.006200060423,144.69275322233,133.918145313034,117.890000159052,87.0164938090939,78.0905954951017,54.4495456606856,37.1950424892102,26.6974144471094,25.0003752950635
115,149.994785670285,144.708922979563,133.947104367102,117.951698722143,86.9719577626973,78.0616686756962,54.4032802125523,37.176382762446,26.6942885688153,25.00118709037
116,150.004887254662,144.713920112956,133.985513363477,118.021148190293,86.9238573602077,78.0311071653808,54.3630834793574,37.1591400407077,26.6912559829187,24.9989399184032
117,150.000575136529,144.735460224222,134.0191785319,118.089993250597,86.877426202463,77.9975697815462,54.3143588771667,37.1430965777992,26.6902436616108,25.0002175479177
118,150.007442020749,144.741558269844,134.049892871479,118.155269953277,86.8232660162561,77.9720383237976,54.2709600519717,37.1257021743662,26.6866880269365,24.9997847162444
119,149.993672632931,144.748567851503,134.081140045294,118.223913358777,86.7742910509673,77.9338854863845,54.2230257499173,37.1075009267385,26.685404953863,24.9995228410662
120,149.999140174047,144.7583521894,134.117265089904,118.291692393853,86.7186351182227,77.9051372231703,54.1778109984101,37.0870011330989,26.6805100579819,24.9994095851038
121,149.994099791553,144.762729430794,134.150830003459,118.357405311775,86.6643023702054,77.8646760981007,54.1277083983582,37.069209454359,26.6792186171872,25.0006469156627
122,150.006928471213,144.782195014671,134.185110192508,118.431947604426,86.6143772482142,77.8297287607572,54.0783229481872,37.047834492784,26.6770341274023,25.0012380399528
123,149.992569513362,144.783510708996,134.218733249496,118.507165087781,86.5530080079339,77.7902816950151,54.0302689439594,37.0276063741973,26.6728746175526,24.9992164286104
124,150.004123656971,144.794624653501,134.257442949257,118.57907660444,86.4972473100671,77.7562510784004,53.9764597825364,37.0064846969769,26.6705172768564,25.0007028631713
125,150.00475954831,144.811956737717,134.28247596573,118.644345172089,86.4405392061726,77.7132421525233,53.9251734496238,36.9860672790768,26.6672940899494,24.9992394949526
126,150.00553042058,144.816735330747,134.324486521626,118.716830925438,86.3747380552636,77.6716412617808,53.8753128969402,36.9651661990912,26.664776645654,25.001230897433
127,149.993766537683,144.838236241645,134.353805819909,118.795106446786,86.3144094182141,77.635240960222,53.816899657836,36.9421393982789,26.6620710539929,25.0007556539244
128,149.998496739736,144.849402716115,134.388303888644,118.870893402607,86.2509583854014,77.5895327299482,53.767630791807,36.9233419723682,26.6594843987597,24.9998105667748
129,149.996398056043,144.859324306714,134.431337335269,118.944006239467,86.1827359955722,77.5480352647527,53.7083200391769,36.8981492088513,26.6551313562931,25.0005721596701
130,150.004501027203,144.862455261847,134.466119254725,119.018166325575,86.1178019513592,77.5008166762762,53.6549612884243,36.8770247798476,26.6534060226826,24.9999958839563
131,149.998971207412,144.881394639457,134.50356115779,119.104607466339,86.0447933188085,77.4564705515194,53.5977734765421,36.8556267809464,26.6495484609334,25.000772475668
132,150.006159713916,144.891038761926,134.544066510952,119.172862049294,85.9820893389843,77.4043743577715,53.5406587681919,36.8308548320876,26.6462947140793,24.9996412723337
133,149.995227705425,144.909445540991,134.583754772495,119.252704208627,85.9043801121092,77.362655185499,53.4805486427716,36.8081369969066,26.6430857967893,24.9989331085862
134,149.996457043748,144.91671297036,134.61680255035,119.333721975565,85.8322340860313,77.3119950728968,53.4226580078417,36.7850211874068,26.6395869035812,25.0002274786382
135,149.994683084706,144.931011223502,134.660188311442,119.41565280364,85.7624148746192,77.2605338974009,53.3635444511301,36.7610499314212,26.6384132770396,25.0010254695768
136,149.994541028381,144.938240599239,134.696565914842,119.503809874221,85.683788530019,77.2087640587975,53.2983267563803,36.7366432535571,26.6349979626062,24.9992344148404
137,150.005539383115,144.950332834943,134.742506373728,119.58709285077,85.608614752171,77.1518843225139,53.2368056936341,36.708998945669,26.6312769448253,24.9998309194788
138,150.00119556881,144.968586517316,134.783121082956,119.665849422097,85.5261911527387,77.0988279944134,53.178794374953,36.6839644082344,26.6275765466251,25.0006228993227
139,150.000747903028,144.970549406948,134.81663148228,119.762557041789,85.4442248142877,77.0423193219775,53.1134271253168,36.660661990655,26.6225957003554,24.9988479612166
140,149.994674321973,144.984151202097,134.863288568193,119.847536075039,85.359578660913,76.9844296991706,53.0466444688194,36.6335319293189,26.6195260861187,25.0011158124745
141,150.005295466766,144.997784566341,134.905289779152,119.936305193087,85.2806121231741,76.9235458343693,52.9820861756975,36.6068187951683,26.6154567462548,25.0006591833092
142,150.001830826972,145.014163441199,134.94774697389,120.018159871637,85.192340473719,76.8630075458911,52.9141914140756,36.5804555220358,26.6112925853015,25.0001470513763
143,149.997764285713,145.033954314977,134.995820415926,120.119004074685,85.1044947633417,76.8027847174765,52.8476140912598,36.5540664899293,26.6084134490329,24.9992096073612
144,150.000198743098,145.047135722958,135.031909482956,120.212536230012,85.0159187966503,76.7378012143736,52.7792431657279,36.5254836342845,26.6056611297514,24.9999948720375
145,149.998527120506,145.050136551533,135.077535488289,120.307185398891,84.919390573931,76.6774414246659,52.7103384181513,36.4963542181477,26.6016367499558,25.0000446140006
146,149.993639500375,145.069021986545,135.120421119356,120.401167075087,84.8277367853397,76.6124908292558,52.6391037867953,36.468947622063,26.5975361491453,25.0012356075266
147,149.996098742303,145.085044921805,135.177770732038,120.497258876055,84.7357459992576,76.5372325580668,52.5688308345348,36.4401203666998,26.5933212105791,25.0008871292077
148,149.994349784023,145.09782531932,135.220757530939,120.592479125711,84.637149513641,76.4715273975128,52.4953073167367,36.4129333770095,26.5889225450056,25.0011560098493
149,149.995258616824,145.115898279621,135.266200565185,120.688497234293,84.5322323046237,76.3968420891645,52.4259200848454,36.3821052676498,26.5854383373041,25.0004473525224
150,149.996099287885,145.130286754623,135.316798218985,120.792849549293,84.4299924573655,76.3293163352652,52.3473239651312,36.3523818409022,26.5820160057614,24.999758753472
151,149.998759006036,145.140441984884,135.364720083415,120.892997040216,84.3251360824789,76.2559777305624,52.2761456778343,36.3220372874856,26.5778446530876,25.0010874477154
152,149.993244816455,145.157731420332,135.416100335264,120.996804346433,84.217567135663,76.1723598334502,52.1967067405335,36.2898026545881,26.5731142960549,24.9999487113641
