time,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4
1,147.168391023803,146.70430199575,127.222631170862,44.5332268099363,25.5939452445123,25.0023016104157
2,147.320554539449,149.328583686583,129.367200325101,45.1428036936997,25.9182863579044,25.5166804234329
3,149.073223300508,148.817404838807,126.920454563738,44.4134668106981,25.7615553295206,24.8818650835941
4,151.939708943031,145.225229544851,127.371230222683,44.2741540454298,26.1915380657537,25.1745947800387
5,152.734012250034,144.795623425335,129.250352540883,44.9117961381741,26.3267437536644,24.8757881573155
6,152.674647889335,144.875450533005,125.133505251921,46.7034565838521,25.8063366441142,24.5995538778509
7,147.247754653568,148.356607200607,130.851144426297,45.2803531255435,26.4494874638721,25.4579618015427
8,152.724241781951,149.986166344183,130.049716229201,47.5801077634422,25.7288690543703,25.4865022083034
9,150.70722302875,147.503551030126,129.086389432065,46.5994843021549,26.213909589014,25.0113641462184
10,150.676963044202,149.017688627039,124.317764070999,46.4048892630692,26.5465938317028,24.6604252289985
11,153.13487650338,149.01441791934,129.401834717541,47.6319820593331,25.6792528636016,25.5343228992525
12,146.669551935112,146.817202001141,126.78059160685,47.6006509915737,26.1207107092895,24.6259154565776
13,151.535075210397,144.54988198119,124.852330805299,48.8283455831982,26.4080960301737,25.2145273899977
14,149.984838664677,145.422595393125,122.835263441919,47.4290792924863,25.7967867274935,24.9629015539544
15,148.993574131229,146.621604061751,125.134523741007,47.61510255844,26.5684558775353,25.4281405385873
16,153.736599761343,142.929163827962,128.527589298745,49.9145590588494,26.2857304807341,24.4068201260241
17,153.41246822446,145.014068432459,126.234815723817,48.4403254319155,26.82578206734,24.9392324500292
18,150.099912648759,148.398442010736,125.217979307936,50.794893877143,26.7243481428188,24.8986260760928
19,151.277110715282,146.103425752421,126.364855081027,50.2374101951401,26.5774043925788,24.4336594200198
20,146.264178378227,144.351736253443,123.316029969894,49.6421409584221,26.7499984557907,25.5324584819917
21,149.947157990177,144.504521391649,125.387220593501,51.0036168155292,26.0340869659368,25.5790372568094
22,150.234463814241,148.354766553057,123.152656740062,50.8381360676233,26.5704481261951,24.6707582359729
23,148.544047232552,146.670975014697,121.134047647171,51.3561917430267,26.2434602238677,24.8404125674757
24,152.698781912483,145.193400758249,126.146584591853,51.584984931856,26.6216519395215,25.1993815183812
