time,T_Cu1,T_Cu2,T_Inco1a,T_Inco1,T_H25a,T_H25b,T_Inco2,T_Inco2a,T_Cu3,T_Cu4
158,150.006000807696,145.932948291724,137.805269816917,125.661193969493,79.2393381040856,72.2854823941521,48.9668923164736,34.9628703622383,26.3882461556916,25.0012387026464
159,149.998038701717,145.949731593007,137.813161719534,125.644414806584,79.1320093076446,72.1797617992043,48.8942138171201,34.9290044239611,26.3829733670555,25.0011560785109
160,149.994168041329,145.9579474662,137.817609579016,125.643600496474,79.0353702569115,72.0790423134497,48.8218383649658,34.8960177183861,26.3781010477986,25.0000876677631
161,150.004203781025,145.975438156431,137.825072984941,125.62729550937,78.9445311399912,71.9833013080214,48.7597143109916,34.8645354152078,26.3747227400224,25.0011596753249
162,149.998346082554,145.981923211185,137.82649493305,125.616971290983,78.8600199811193,71.897677050066,48.6996313919664,34.8368914227587,26.3698011857304,24.999039064698
163,149.996125369289,145.974797272007,137.824552026954,125.59562019398,78.7806717959511,71.8167936208575,48.6456579266752,34.8107025052119,26.3665195864498,24.9988786207331
164,149.998558682184,145.989126287464,137.827881754561,125.581167140908,78.7062654288793,71.7403202714744,48.597291759073,34.7879489320514,26.3616757307851,24.9995108723641
165,149.993946817878,145.985562912325,137.822753314839,125.560093077392,78.6371789233804,71.6701055876213,48.5498565824253,34.7653863014961,26.3575948851646,25.0002004795829
166,149.994479599389,145.990186572428,137.820576590841,125.545200183948,78.5714030133524,71.6075121565846,48.5063675987689,34.7434600046902,26.3557808886101,25.0000774111308
167,150.006630758862,145.993620918078,137.817904176662,125.534735798551,78.5088427210193,71.5477045172015,48.4636347010397,34.7249280092323,26.3521420073717,25.0010030202316
168,150.006842018103,146.000337662461,137.812988477213,125.51400988673,78.4510383502394,71.4852350669448,48.4225731566748,34.7076620316806,26.3511279327519,25.0001013760629
169,150.001128128926,145.993067704102,137.796318389292,125.504685253828,78.4014732160203,71.4309239224593,48.3906242998901,34.6901701929805,26.3484369533071,24.9998299515271
170,149.993396693144,146.001245416923,137.78933882234,125.478640828833,78.3486281680837,71.3836323941054,48.3562791353105,34.6740767501714,26.3446680905813,25.0001066674686
171,149.996021698701,145.990825153475,137.790530470766,125.473576525094,78.2991465963391,71.3350673024273,48.3221901858849,34.6572174559499,26.3414415496266,25.0005310370145
172,149.997797378568,145.99586287933,137.77557974054,125.452291285727,78.2507505986257,71.2877555429021,48.2938266643103,34.6443483394241,26.3410329457303,24.9987916867824
173,150.004817910603,145.994288899914,137.774782791983,125.439096803498,78.2081321515413,71.2472847056271,48.2681971787765,34.6320833140638,26.3394925295095,25.0007523022051
174,149.992731051565,145.991145668382,137.768071433235,125.427883184641,78.1667313543459,71.2055405683924,48.2408587350737,34.6194832845755,26.3379944049311,24.9991062733123
175,149.993145357025,145.992004439029,137.765861100726,125.404507383903,78.1352496746023,71.1646748283655,48.2170129209972,34.6066812115449,26.3338500114112,24.9999461861823
176,149.995034850442,145.989942656039,137.753962057106,125.39209718701,78.0977977052584,71.131398336547,48.1921062625833,34.5966167401243,26.3332580087418,24.9993920883854
177,150.002236732124,145.981105676308,137.7460730352,125.379194288897,78.0628517476148,71.0949002458638,48.1707234230989,34.5886846927724,26.332078208739,24.9996727292221
