time,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4
1,149.986739027011,144.933547486021,118.985495784226,55.0589066232458,26.5301399513906,25.0062127239348
2,150.015395732705,144.963037996618,118.99895698006,55.0720337233746,26.5320073037457,25.0010824858271
3,150.037578008389,144.922170333878,118.995136550541,55.1160869282801,26.537364844289,24.9959533079131
4,150.012529976139,144.905441684818,119.062947317153,55.1235768101774,26.5538562374868,25.0083083415405
5,150.00776887724,144.961521934571,119.030943749155,55.1544068216043,26.5447647839691,25.0013143044506
6,150.012535592814,144.95183272534,119.113561185932,55.24055159995,26.5447545002973,25.0114385779241
7,150.001772987994,145.019689496515,119.118034455542,55.2387729327153,26.5405845058495,25.0098208329829
8,149.93738890905,145.024125739842,119.062116957508,55.293962188553,26.5633913941511,24.9964125904282
9,150.032935520229,145.012895725491,119.066970867449,55.3538089447836,26.5503814425003,25.0011600473248
10,150.074423416695,144.939699670375,119.079407054975,55.3518111430324,26.5639509301831,24.9961670437814
11,149.978180145744,144.92723862742,119.060965761498,55.3945265786244,26.5599019466619,25.0030700697665
12,150.070688822278,145.008460338782,119.104527196867,55.4462994934967,26.5556715932649,25.0074156171327
13,149.976967314195,144.973481936827,119.14285522649,55.5236931315139,26.57114794794,25.0061468725385
14,150.057981579264,145.068082511782,119.105610250327,55.5390076132984,26.5709440024927,24.9906384057839
15,149.993204229749,145.075544533004,119.080026058512,55.5784685776498,26.5647538747541,25.008059850169
16,149.987014093353,144.975780616868,119.104973353031,55.618018571638,26.576384578036,24.9881287625357
17,149.957659810254,145.050751152811,118.996182554985,55.6779840484805,26.5810267912671,24.9978607220231
18,149.943848188104,145.064507775696,119.073856899228,55.7227787955188,26.5709831352963,25.0057851866993
19,149.971337189035,145.020718623889,118.959038176,55.7546332166731,26.5708965026717,25.0070343500069
20,150.03391566475,145.061379903289,118.987685824412,55.8161056912576,26.5803007748874,24.9966821478783
21,150.042430810947,145.0688128029,118.923160970793,55.8401852305186,26.5908310562756,25.006121696406
22,150.029068142248,145.010075630963,118.952986852704,55.9111068095217,26.5878960163634,25.0098066797058
23,149.926470337839,145.034294821231,118.868063041409,55.9171308115891,26.5815928218767,24.993565084657
24,150.051482000702,145.010343749842,118.940869128513,55.9861564351813,26.5933539820644,24.9907399243959
25,150.063349799669,144.928357111818,118.934276742954,56.0333147675312,26.6013512612838,24.9931266970532
26,150.040643133101,144.987156856846,118.927863375353,56.0344421745895,26.5924815337365,24.996250347975
27,149.93139897839,145.013890033828,118.92386483458,56.0754166277501,26.5943552098624,24.9946771153287
28,149.981727920558,144.99353777804,118.856757929239,56.1078662178669,26.590073827507,25.0106872001795
29,150.030650943672,144.969808787839,118.821956549041,56.1013202494709,26.5853495727408,24.9887828439204
30,150.034426956826,145.049684172029,118.797751281626,56.1437555311047,26.5897824347877,25.0023166688802
31,149.9586415606,145.032243921118,118.845590553878,56.1658083379919,26.5887199294705,24.9915724725054
32,149.965358209766,145.03346791761,118.857931831715,56.1516139304468,26.5996832420244,25.0084601442418
33,150.025954674751,144.963044401063,118.885989386973,56.1910485301554,26.5885000250209,24.9916890232553
34,149.996623829659,144.99402919128,118.81627412937,56.1986215735623,26.6132686010818,25.0000550153852
35,150.0185574619,145.033899667459,118.900483636872,56.1866824227986,26.6064663758141,25.0124832369756
36,149.960466739896,145.042521587412,118.903237512432,56.1574942479902,26.5896011960733,24.9963851787817
37,149.951568563175,145.004342777141,118.886736916502,56.129392163525,26.5903123108336,24.9886769427387
38,150.049446507855,144.938154423723,119.007515037917,56.1348903337014,26.5947259861803,24.992841514628
39,150.04003825019,145.004258589501,119.000586986206,56.0800241641773,26.6006866884163,24.9974459781026
40,150.065171740968,144.921769865315,119.022330107359,56.0885526586365,26.5910927616154,24.9958417045095
41,149.941183335763,144.972763728817,119.126789482353,56.0321156003863,26.586774700797,24.9932400632992
42,149.95233412584,145.01360207117,119.142780954875,55.9877455596555,26.6044294778425,25.0109030044376
43,149.939864292363,145.056066156379,119.173834389669,55.9148432860226,26.5927583537318,25.0045797196175
44,149.998464570289,145.042739837162,119.280754938523,55.8555602570693,26.6020463030818,25.0115528448931
45,149.95398679957,145.000602315735,119.310154855062,55.8043904664402,26.5905519177971,24.9984493294408
46,150.059383736069,145.045999013924,119.383994325058,55.7720094324424,26.5878959359619,25.0110084163605
47,149.939863447452,145.003414829715,119.475580983948,55.7033360305162,26.5746434841275,24.9876458581143
48,149.931624835764,145.091302822854,119.51980581728,55.6145703702257,26.5714027299103,25.0027576757517
49,150.008594273371,145.101863989778,119.591052835612,55.5337583660273,26.5689582984101,25.0075268939242
50,150.040874260078,145.092892038203,119.722998297757,55.4190449726018,26.5784884866623,24.9933245383353
51,149.971791008624,145.033715219065,119.853326475631,55.346226022046,26.5649905559171,25.010811716898
